"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","FG-","3PTM","FT-","PTS","OREB","REB","AST","ST","BLK","TO","TF","EJ","3D","2D"
"*04ewf*","Bam Adebayo","MIA","F,C,Flx","14","GN","CLE Mon 7:30PM","4469","69.83","100%","0%","64","344.0","2","71","1,197","142","573","346","75","66","169","1","0","2","33"
"*03e6s*","Clint Capela","HOU","C,Flx","15","FA","","4327","68.68","20%","-1%","63","282.0","0","97","956","297","903","49","44","129","73","0","0","1","48"
"*051oh*","Zion Williamson","NO","F,Flx","16","Bomb","@PHO Mon 9:00PM","4305","70.57","99%","-0.1%","61","403.0","10","160","1,647","167","441","226","57","39","167","0","0","0","14"
"*02nf3*","Bradley Beal","LAC","G,Flx","17","FA","ATL Mon 10:30PM","4212","70.2","78%","-5.3%","60","712.0","130","51","1,878","72","283","265","69","22","187","6","0","0","4"
"*02ng3*","Khris Middleton","WAS","F,Flx","18","FA","@DET Mon 7:00PM","4201","61.78","56%","-15.5%","68","563.0","151","24","1,385","54","406","370","74","9","178","2","0","0","10"
"*027oj*","Kyrie Irving","DAL","G,Flx","19","Penta","MIL Mon 8:30PM","4133","76.54","78%","-0.1%","54","537.0","152","17","1,451","52","257","324","76","37","130","6","1","0","8"
"*03al2*","Joel Embiid","PHI","C,Flx","20","ASS","","4101","80.41","98%","+0.2%","51","438.0","58","77","1,451","113","539","145","50","69","159","5","0","0","31"
"*03nwl*","Terry Rozier","MIA","G,Flx","21","FA","CLE Mon 7:30PM","4097","59.38","10%","-1.2%","69","624.0","222","37","1,407","47","302","293","87","26","128","3","0","0","5"
"*01eo6*","James Harden","LAC","G,Flx","22","ASS","ATL Mon 10:30PM","4056","92.18","100%","0%","44","392.0","121","45","1,083","35","348","475","53","33","177","4","0","12","32"
"*03ams*","Zach LaVine","SAC","G,F,Flx","23","420","","4055","69.91","98%","-0.2%","58","554.0","200","45","1,591","36","289","282","46","27","203","4","0","0","3"
"*027oo*","Jonas Valanciunas","DEN","C,Flx","24","FA","","4054","65.39","33%","-1.6%","62","303.0","21","46","1,058","253","776","112","35","57","100","8","0","0","49"
"*03ad3*","Karl-Anthony Towns","NY","F,C,Flx","25","Penta","","4016","80.32","99%","0%","50","450.0","122","44","1,239","133","529","225","39","57","160","4","0","0","33"
"*027pe*","Jimmy Butler","GS","F,Flx","26","GWBush","","3981","76.56","98%","0%","52","370.0","25","57","1,116","94","359","369","108","18","109","3","0","4","17"
"*049kd*","Deandre Ayton","LAL","C,Flx","27","TRUMP","@CHA Mon 7:00PM","3930","56.96","99%","-0.1%","69","257.0","4","40","997","229","728","99","41","81","103","0","0","0","33"
"*049kb*","DeAaron Fox","SA","G,Flx","28","Penta","@CHI Mon 8:00PM","3908","67.38","98%","+0.2%","58","581.0","103","117","1,461","33","203","417","87","27","174","10","0","0","11"
"*027oz*","Kawhi Leonard","LAC","F,Flx","29","Penta","ATL Mon 10:30PM","3899","74.98","98%","-0.2%","52","443.0","101","34","1,292","55","337","269","81","21","105","0","0","0","9"
"*03nwm*","Devin Booker","PHO","G,F,Flx","30","HAIRY","NO Mon 9:00PM","3773","56.31","100%","+0.1%","67","664.0","126","52","1,712","34","281","289","53","16","207","12","1","0","1"
"*01eo9*","Jrue Holiday","POR","G,Flx","31","9/11ST","@ORL Mon 7:00PM","3768","63.86","98%","+0.2%","59","409.0","111","29","1,046","73","268","357","96","37","127","0","0","0","10"
"*03lls*","Jaylen Brown","BOS","G,F,Flx","32","GWBush","","3760","64.83","99%","+0.1%","58","573.0","163","59","1,430","71","347","195","72","32","158","3","0","0","10"
"*042nq*","Dejounte Murray","NO","G,Flx","33","Bomb","@PHO Mon 9:00PM","3730","55.67","73%","+0.1%","67","533.0","63","28","1,051","58","473","363","101","7","117","2","0","4","13"
"*01uyj*","Paul George","PHI","F,Flx","34","Penta","","3722","68.93","95%","-0.5%","54","508.0","171","30","1,259","45","359","280","62","24","179","2","0","0","9"
"*042n1*","Brandon Ingram","TOR","F,Flx","35","420","","3720","60.98","99%","+0.2%","61","588.0","143","39","1,450","34","299","296","42","36","154","1","1","0","4"
"*042n3*","Buddy Hield","GS","G,F,Flx","36","FA","","3718","52.37","39%","-7.3%","71","589.0","282","16","1,176","29","334","257","63","30","130","0","0","0","2"
"*01eon*","DeMar DeRozan","SAC","F,Flx","37","GWBush","","3698","60.62","100%","-0.2%","61","465.0","19","53","1,316","40","259","422","56","15","119","7","0","0","13"
"*027p4*","Tobias Harris","DET","F,Flx","38","TRUMP","WAS Mon 7:00PM","3642","58.74","92%","-1.5%","62","451.0","82","22","1,210","62","419","220","55","51","107","4","0","0","11"
"*031m0*","Kelly Olynyk","SA","C,Flx","39","FA","@CHI Mon 8:00PM","3624","51.77","12%","-0.2%","70","360.0","126","30","945","87","489","203","79","42","126","1","0","0","12"
"*027p2*","Enes Kanter","(N/A)","C,Flx","40","FA","","3618","50.25","0%","0%","72","222.0","1","37","806","284","795","84","33","48","78","2","0","0","34"
"*04qrr*","Michael Porter","BKN","F,Flx","41","GWBush","","3611","59.2","99%","+0.1%","61","374.0","170","28","1,162","91","445","70","40","54","77","0","0","0","15"
"*02ym0*","Andrew Wiggins","MIA","G,F,Flx","42","Penta","CLE Mon 7:30PM","3605","50.77","96%","+1.7%","71","553.0","140","68","1,320","82","347","167","67","70","126","0","0","0","3"
"*02nfz*","Draymond Green","GS","F,C,Flx","43","GWBush","","3599","57.13","94%","-1%","63","210.0","34","18","444","55","448","558","105","52","188","14","2","6","17"
"*0011e*","LeBron James","LAL","F,Flx","44","420","@CHA Mon 7:00PM","3568","79.29","98%","0%","45","401.0","104","77","1,126","29","346","350","48","25","168","2","0","5","18"
"*03lg1*","Ben Simmons","(N/A)","G,Flx","45","FA","","3544","61.1","11%","-1.3%","58","258.0","3","111","829","93","417","401","93","35","173","5","0","4","13"
"*05qug*","Anthony Edwards","MIN","G,F,Flx","46","GN","@UTA Mon 9:00PM","3504","48.67","100%","0%","72","706.0","171","61","1,392","59","336","211","82","36","160","2","0","0","3"
"*042nw*","Malcolm Brogdon","(N/A)","G,Flx","47","FA","","3492","62.36","3%","-0.5%","56","536.0","145","24","1,186","58","294","329","49","15","115","0","0","0","6"
"*042nm*","Pascal Siakam","IND","F,C,Flx","48","BALL","","3484","62.21","99%","0%","56","524.0","73","52","1,196","95","405","250","64","37","130","1","0","1","13"
"*04ewe*","Donovan Mitchell","CLE","G,Flx","49","Penta","@MIA Mon 7:30PM","3468","65.43","100%","+0.1%","53","613.0","178","49","1,401","50","235","277","52","15","147","5","0","0","2"
"*04qrn*","Mikal Bridges","NY","G,F,Flx","50","9/11FT","","3461","48.07","100%","0%","72","306.0","134","21","970","76","309","152","76","63","57","0","0","0","2"
"*051oi*","Ja Morant","MEM","G,Flx","51","420","","3408","54.1","99%","0%","63","527.0","73","101","1,204","59","252","465","57","13","203","7","2","1","14"
"*04848*","Fred VanVleet","HOU","G,Flx","52","FA","","3400","65.38","39%","-0.4%","52","532.0","174","22","1,019","32","220","328","87","37","95","5","0","0","5"
"*03aq3*","Kyle Anderson","UTA","F,Flx","53","FA","MIN Mon 9:00PM","3392","49.16","8%","-0.3%","69","350.0","94","40","854","52","396","250","84","57","86","4","0","0","3"
"*04ewm*","Jarrett Allen","CLE","C,Flx","54","9/11ST","@MIA Mon 7:30PM","3386","53.75","99%","-0.1%","63","184.0","6","86","806","196","631","106","32","90","100","3","0","0","25"
"*04ewk*","John Collins","LAC","F,Flx","55","L Bozo","ATL Mon 10:30PM","3373","53.54","93%","-2.8%","63","342.0","83","34","1,111","118","467","78","34","63","84","3","0","0","16"
"*03wr4*","T.J. McConnell","IND","G,Flx","56","PartyMar","","3329","48.25","62%","-0.7%","69","216.0","15","15","596","55","256","456","128","23","135","1","0","1","5"
"*051oj*","RJ Barrett","TOR","G,F,Flx","57","9/11ST","","3319","46.1","99%","+0.2%","72","593.0","124","70","1,264","68","414","217","53","20","139","2","0","0","5"
"*03r7r*","Richaun Holmes","(N/A)","F,C,Flx","58","FA","","3286","53.87","2%","-0.4%","61","209.0","2","35","869","144","504","101","39","96","75","2","0","0","21"
"*04qrm*","Collin Sexton","CHA","G,Flx","59","GWBush","LAL Mon 7:00PM","3259","54.32","93%","-1.1%","60","580.0","98","71","1,460","58","187","262","62","10","167","2","1","0","1"
"*03r7z*","Norman Powell","MIA","G,F,Flx","60","PartyMar","CLE Mon 7:30PM","3239","46.94","99%","0%","69","480.0","171","35","1,283","42","215","129","82","18","119","5","0","0","0"
"*049ka*","Lonzo Ball","CLE","G,Flx","61","FA","@MIA Mon 7:30PM","3183","57.87","48%","-4.9%","55","410.0","172","14","802","33","263","316","82","31","123","0","0","1","5"
"*042n6*","Jakob Poeltl","TOR","C,Flx","62","TRUMP","","3178","46.06","94%","-1.5%","69","165.0","0","61","593","219","547","134","47","123","83","0","0","0","15"
"*03byk*","Jordan Clarkson","NY","G,F,Flx","63","FA","","3132","46.06","31%","-2.4%","68","618.0","208","15","1,251","47","274","168","61","10","115","3","0","0","0"
"*038xi*","Robert Covington","(N/A)","F,Flx","64","FA","","3127","44.67","0%","0%","70","305.0","135","12","593","61","466","117","101","84","64","4","0","0","6"
"*03kqi*","Joe Ingles","MIN","F,Flx","65","FA","@UTA Mon 9:00PM","3104","46.33","2%","0%","67","287.0","183","14","809","27","244","318","45","12","117","6","0","0","2"
"*051os*","P.J. Washington","DAL","F,C,Flx","66","Penta","MIL Mon 8:30PM","3093","48.33","95%","+1.8%","64","384.0","112","37","824","93","418","161","69","79","128","2","0","0","10"
"*051on*","Coby White","CHI","G,Flx","67","TRUMP","SA Mon 8:00PM","3079","44.62","99%","-0.2%","69","527.0","163","14","1,041","28","284","328","38","15","156","0","0","0","5"
"*02nf7*","Harrison Barnes","SA","F,Flx","68","FA","@CHI Mon 8:00PM","3057","52.71","35%","+8.8%","58","323.0","100","40","933","64","385","201","43","11","93","0","0","0","6"
"*04fj8*","Chris Boucher","BOS","F,Flx","69","FA","","3027","50.45","23%","-5.6%","60","272.0","90","41","818","117","404","63","35","111","46","3","0","0","12"
"*04qrp*","Miles Bridges","CHA","F,Flx","70","BALL","LAL Mon 7:00PM","3015","45.68","100%","0%","66","309.0","116","15","840","81","397","147","44","52","106","0","0","0","11"
"*03e6z*","Joe Harris","(N/A)","G,F,Flx","71","FA","","2992","43.36","0%","0%","69","350.0","211","14","974","43","248","130","46","14","62","2","0","0","0"
"*031lx*","CJ McCollum","WAS","G,Flx","72","9/11ST","@DET Mon 7:00PM","2987","63.55","93%","-2.1%","47","479.0","169","25","1,087","30","185","223","44","21","65","1","0","0","2"
"*05qto*","LaMelo Ball","CHA","G,Flx","73","BALL","LAL Mon 7:00PM","2974","58.31","100%","0%","51","379.0","92","40","803","63","302","313","81","18","145","2","0","1","7"
"*05qve*","JaeSean Tate","HOU","F,Flx","74","FA","","2971","42.44","3%","-0.2%","70","309.0","60","45","794","132","374","178","85","36","98","3","0","0","3"
"*05qtv*","Tyrese Haliburton","IND","G,Flx","75","FA","","2929","50.5","48%","-0.1%","58","327.0","121","8","753","39","173","309","77","28","92","0","0","0","5"
"*0015e*","Mike Conley","MIN","G,Flx","76","FA","@UTA Mon 9:00PM","2922","57.29","29%","-0.9%","51","356.0","138","21","827","36","177","305","70","9","99","0","0","0","6"
"*031m9*","Mason Plumlee","CHA","C,Flx","77","FA","LAL Mon 7:00PM","2913","52.02","8%","-1.2%","56","147.0","0","56","581","145","519","202","43","50","105","0","0","2","16"
"*03r7h*","Delon Wright","(N/A)","G,Flx","78","FA","","2910","46.19","1%","-0.2%","63","278.0","64","25","645","65","269","278","101","30","83","0","0","0","3"
"*042n4*","Jamal Murray","DEN","G,Flx","79","L Bozo","","2905","60.52","99%","+0.1%","48","414.0","129","20","1,018","37","194","231","64","13","108","0","1","0","1"
"*04s00*","Duncan Robinson","DET","G,F,Flx","80","FA","WAS Mon 7:00PM","2885","40.07","38%","+2%","72","402.0","250","13","942","7","250","127","43","20","81","0","0","0","1"
"*04qrw*","Kevin Huerter","CHI","G,Flx","81","FA","SA Mon 8:00PM","2861","41.46","57%","+4%","69","415.0","140","14","822","38","231","241","82","18","79","0","0","0","3"
"*03aq2*","Jerami Grant","POR","F,Flx","82","HAIRY","@ORL Mon 7:00PM","2859","52.94","86%","+1%","54","532.0","115","53","1,205","35","250","152","35","58","109","1","0","0","3"
"*03byg*","Montrezl Harrell","(N/A)","C,Flx","83","FA","","2854","41.36","0%","0%","69","228.0","0","75","931","158","428","73","46","49","74","9","1","0","8"
"*0015b*","Kyle Lowry","PHI","G,Flx","84","FA","","2852","62","4%","-0.6%","46","336.0","131","20","791","35","247","338","45","14","126","8","3","2","9"
"*031m4*","Dennis Schroder","SAC","G,Flx","85","Bomb","","2837","46.51","89%","+1.3%","61","428.0","71","37","942","30","211","351","70","13","163","5","1","0","6"
"*031mb*","Tim Hardaway","DEN","G,F,Flx","86","FA","","2835","40.5","23%","+0.3%","70","504.0","207","32","1,163","20","229","126","31","11","64","5","0","0","0"
"*04qru*","Donte DiVincenzo","MIN","G,Flx","87","PRO","@UTA Mon 9:00PM","2823","42.77","93%","+2.6%","66","350.0","131","20","688","81","380","203","72","15","91","1","0","0","5"
"*04ewr*","Kyle Kuzma","MIL","F,Flx","88","FA","@DAL Mon 8:30PM","2808","41.29","73%","-4%","68","422.0","137","30","874","108","417","127","35","41","113","0","0","0","13"
"*005ki*","Brook Lopez","LAC","C,Flx","89","FA","ATL Mon 10:30PM","2799","39.99","50%","-7.6%","70","318.0","95","22","859","104","347","50","40","103","64","5","0","0","3"
"*001aw*","Kevin Durant","HOU","G,F,Flx","90","UBER","","2779","79.4","99%","+0.1%","35","279.0","85","28","943","13","247","195","25","45","120","1","0","0","12"
"*042nt*","Ivica Zubac","LAC","C,Flx","91","TRUMP","ATL Mon 10:30PM","2772","38.5","100%","0%","72","137.0","1","36","650","189","519","90","24","62","81","0","0","0","13"
"*04jwd*","Royce ONeale","PHO","F,Flx","92","TRUMP","NO Mon 9:00PM","2767","38.97","70%","+4.8%","71","219.0","107","7","496","88","485","181","57","32","83","3","0","0","3"
"*03nwn*","Bobby Portis","MIL","F,C,Flx","93","FA","@DAL Mon 8:30PM","2756","41.76","74%","-6.3%","66","285.0","74","19","754","124","466","71","52","26","56","1","0","0","12"
"*042nf*","Caris LeVert","DET","G,F,Flx","94","FA","WAS Mon 7:00PM","2706","57.57","39%","-7%","47","455.0","84","34","948","33","214","245","66","30","102","5","0","0","6"
"*01uyx*","Eric Bledsoe","(N/A)","G,Flx","95","FA","","2699","38.01","0%","0%","71","423.0","121","61","869","29","244","268","55","24","114","3","1","0","4"
"*051ol*","Darius Garland","CLE","G,Flx","96","BALL","@MIA Mon 7:30PM","2663","49.31","97%","+0.2%","54","440.0","105","20","941","23","129","329","66","6","164","1","1","0","6"
"*04qsb*","Devonte Graham","(N/A)","G,Flx","97","FA","","2657","48.31","0%","0%","55","417.0","179","25","816","22","148","295","48","6","84","2","0","0","3"
"*02nf9*","Andre Drummond","PHI","C,Flx","98","FA","","2652","57.65","33%","+6.8%","46","290.0","0","82","687","166","551","94","63","49","124","8","0","0","28"
"*051p9*","Keldon Johnson","SA","G,F,Flx","99","9/11FT","@CHI Mon 8:00PM","2649","38.39","52%","-1.4%","69","367.0","60","51","881","93","412","121","40","24","78","0","0","0","8"
"*03nwq*","Christian Wood","(N/A)","F,Flx","100","FA","","2641","64.41","2%","-0.1%","41","311.0","77","73","860","76","395","71","34","48","80","1","0","0","19"
"*04ex8*","Dillon Brooks","PHO","G,F,Flx","101","UBER","NO Mon 9:00PM","2636","39.34","76%","+0.3%","67","599.0","128","36","1,151","53","196","157","78","26","119","11","0","0","0"
"*05qt0*","Saddiq Bey","NO","F,Flx","102","FA","@PHO Mon 9:00PM","2616","37.37","32%","+4.5%","70","412.0","175","23","857","43","318","95","52","14","60","0","0","0","3"
"*03el5*","Kristaps Porzingis","ATL","F,C,Flx","103","GWBush","@LAC Mon 10:30PM","2611","60.72","99%","-0.1%","43","358.0","97","20","865","82","381","68","20","58","51","6","0","0","16"
"*04qsa*","Jalen Brunson","NY","G,Flx","104","GN","","2592","38.12","100%","0%","68","299.0","81","31","857","27","231","239","35","1","80","0","0","0","1"
"*01uz7*","Gordon Hayward","(N/A)","F,Flx","105","FA","","2548","57.91","0%","0%","44","347.0","85","29","863","37","258","181","52","14","91","0","0","0","2"
"*005l0*","Nicolas Batum","LAC","F,Flx","106","FA","ATL Mon 10:30PM","2544","37.97","9%","+1.1%","67","221.0","110","10","540","50","316","148","69","37","53","0","0","0","1"
"*031lz*","Steven Adams","HOU","C,Flx","107","420","","2491","42.95","43%","-4.9%","58","119.0","0","75","438","213","514","111","54","38","78","3","0","1","13"
"*03ad2*","Myles Turner","MIL","C,Flx","108","PRO","@DAL Mon 8:30PM","2485","52.87","99%","-0.1%","47","226.0","69","31","592","63","306","48","40","159","67","2","0","0","7"
"*0527h*","Naz Reid","MIN","F,C,Flx","109","PartyMar","@UTA Mon 9:00PM","2450","35","96%","-1.1%","70","277.0","61","51","784","82","322","72","34","76","69","2","0","0","1"
"*03nwk*","Kelly Oubre Jr.","PHI","F,Flx","110","9/11FT","","2437","44.31","93%","+1.3%","55","406.0","90","54","849","82","329","73","57","42","70","3","0","0","6"
"*05qub*","Isaiah Stewart","DET","C,Flx","111","PartyMar","WAS Mon 7:00PM","2419","35.57","68%","+10%","68","183.0","21","28","537","159","453","59","39","86","67","5","1","0","8"
"*04hoo*","Daniel Theis","(N/A)","C,Flx","112","FA","","2408","37.05","0%","-0.1%","65","214.0","49","36","627","93","356","108","41","57","66","4","0","0","6"
"*031lt*","Nerlens Noel","(N/A)","C,Flx","113","FA","","2400","37.5","0%","0%","64","86.0","0","20","324","142","407","46","70","141","65","2","0","0","2"
"*043ib*","Dorian Finney-Smith","HOU","F,Flx","114","FA","","2393","39.88","15%","-0.4%","60","246.0","119","10","590","98","326","102","52","25","48","3","0","0","1"
"*03al1*","Marcus Smart","LAL","G,Flx","115","9/11FT","@CHA Mon 7:00PM","2370","49.38","42%","+5.9%","48","307.0","93","34","627","36","167","273","72","23","96","4","2","0","3"
"*051ot*","Tyler Herro","MIA","G,Flx","116","420","CLE Mon 7:30PM","2353","43.57","97%","0%","54","392.0","107","23","815","25","268","184","35","17","101","0","0","0","5"
"*04xgj*","Kendrick Nunn","(N/A)","G,Flx","117","FA","","2347","41.91","0%","0%","56","339.0","122","4","816","21","179","148","52","14","80","0","0","0","0"
"*04qrl*","Wendell Carter","ORL","C,Flx","118","ASS","POR Mon 7:00PM","2341","43.35","84%","+1.2%","54","227.0","15","48","606","132","443","104","35","42","78","3","0","0","13"
"*02nf1*","Anthony Davis","DAL","F,C,Flx","119","9/11FT","MIL Mon 8:30PM","2338","64.94","99%","-0.2%","36","312.0","26","56","785","62","286","110","45","59","74","0","0","0","12"
"*001ax*","Jeff Green","HOU","F,Flx","120","FA","","2335","34.34","2%","0%","68","269.0","103","36","750","34","263","108","36","27","54","0","0","0","0"
"*04qs4*","Robert Williams","POR","C,Flx","121","FA","@ORL Mon 7:00PM","2321","44.63","19%","-0.4%","52","72.0","0","28","417","133","358","94","43","91","52","1","0","0","4"
"*051p1*","Brandon Clarke","MEM","F,Flx","122","FA","","2315","39.24","16%","-0.2%","59","239.0","20","35","610","97","328","95","60","51","33","0","0","0","3"
"*04qro*","Shai Gilgeous-Alexander","OKC","G,Flx","123","L Bozo","","2299","65.69","100%","0%","35","278.0","71","44","830","19","166","207","27","23","106","0","0","0","3"
"*03e6u*","Bogdan Bogdanovic","LAC","G,F,Flx","124","FA","ATL Mon 10:30PM","2297","52.2","22%","+2.5%","44","298.0","146","4","720","20","160","147","49","13","54","0","0","0","0"
"*031mc*","Reggie Bullock","(N/A)","F,Flx","125","FA","","2295","35.31","0%","0%","65","313.0","163","5","709","16","223","99","52","11","45","1","0","0","0"
"*05qsl*","Patrick Williams","CHI","F,Flx","126","FA","SA Mon 8:00PM","2293","32.3","23%","+1.7%","71","273.0","54","34","655","66","327","99","64","46","98","0","0","0","3"
"*04ewn*","OG Anunoby","NY","F,Flx","127","Penta","","2292","53.3","99%","+0.5%","43","270.0","104","22","682","54","237","94","66","32","75","1","1","0","3"
"*027p9*","Reggie Jackson","(N/A)","G,Flx","128","FA","","2286","34.12","0%","0%","67","322.0","122","15","715","24","192","205","41","7","74","0","0","0","0"
"*02nfy*","Jae Crowder","(N/A)","F,Flx","129","FA","","2282","38.03","0%","-0.1%","60","293.0","148","18","603","31","281","127","48","27","55","4","0","0","0"
"*04qsj*","Bruce Brown","DEN","G,Flx","130","FA","","2275","35","22%","-2.2%","65","188.0","17","31","573","111","349","104","58","28","54","2","0","0","6"
"*03avi*","Doug McDermott","SAC","F,Flx","131","FA","","2274","34.45","1%","-0.1%","66","311.0","111","18","899","60","221","85","20","6","53","2","0","0","0"
"*03ad4*","DAngelo Russell","DAL","G,Flx","132","L Bozo","MIL Mon 8:30PM","2257","53.74","89%","-0.2%","42","371.0","120","35","796","16","111","244","45","18","112","3","1","0","6"
"*03kdj*","Khem Birch","(N/A)","C,Flx","133","FA","","2222","33.16","0%","0%","67","191.0","13","38","482","174","387","89","48","50","44","0","0","0","6"
"*02ng4*","Will Barton","(N/A)","G,Flx","134","FA","","2220","39.64","0%","0%","56","349.0","98","26","711","39","226","181","50","23","96","1","0","0","0"
"*03llx*","Josh Jackson","(N/A)","F,Flx","135","FA","","2194","35.39","0%","0%","62","411.0","77","59","828","57","254","143","53","47","142","6","0","0","2"
"*031lv*","Kentavious Caldwell-Pope","MEM","G,F,Flx","136","FA","","2177","32.49","39%","-4.7%","67","288.0","120","15","653","27","179","127","62","26","66","2","0","0","1"
"*04qse*","Gary Trent","MIL","G,F,Flx","137","L Bozo","@DAL Mon 8:30PM","2173","37.47","64%","-1.7%","58","465.0","165","23","888","27","152","80","56","10","43","1","0","0","0"
"*03r7u*","Josh Richardson","(N/A)","G,Flx","138","FA","","2169","36.76","1%","-0.1%","59","354.0","88","9","715","51","195","153","61","24","79","2","0","0","0"
"*005l3*","DeAndre Jordan","NO","C,Flx","139","FA","@PHO Mon 9:00PM","2136","37.47","3%","-0.7%","57","59.0","0","46","426","117","427","93","17","65","85","3","0","0","6"
"*04t8w*","Kenrich Williams","OKC","F,Flx","140","FA","","2123","32.17","5%","-0.1%","66","192.0","52","27","526","84","273","152","55","17","76","1","0","0","0"
"*01sc8*","John Wall","(N/A)","G,Flx","141","FA","","2120","53","0%","0%","40","433.0","79","53","823","17","129","275","42","31","141","11","0","1","7"
"*038ia*","Seth Curry","(N/A)","G,Flx","142","FA","","2105","36.93","3%","-0.5%","57","294.0","126","8","711","10","136","155","44","8","65","2","0","0","0"
"*03al0*","Aaron Gordon","DEN","F,Flx","143","9/11FT","","2099","41.98","96%","-0.2%","50","268.0","59","52","618","77","284","161","33","34","97","1","0","1","3"
"*027oy*","Marcus Morris","(N/A)","F,Flx","144","FA","","2097","36.79","0%","0%","57","308.0","140","16","765","35","234","58","34","15","57","6","1","0","0"
"*01eog*","Patty Mills","(N/A)","G,Flx","145","FA","","2092","30.76","0%","0%","68","359.0","161","7","736","18","116","162","42","3","66","1","0","0","0"
"*051op*","Rui Hachimura","LAL","F,Flx","146","PartyMar","@CHA Mon 7:00PM","2087","36.61","73%","+2.8%","57","338.0","45","37","789","49","312","82","44","7","68","0","0","0","3"
"*051p3*","Darius Bazley","(N/A)","F,Flx","147","FA","","2084","37.89","0%","0%","55","417.0","83","53","754","51","396","99","29","25","122","0","0","0","11"
"*03r7v*","Pat Connaughton","CHA","G,F,Flx","148","FA","LAL Mon 7:00PM","2082","30.17","3%","+0.1%","69","219.0","101","9","468","63","332","81","49","23","33","0","0","0","0"
"*02nfk*","Evan Fournier","(N/A)","G,Flx","149","FA","","2070","49.29","0%","0%","42","294.0","117","29","719","10","128","144","47","19","73","2","0","0","0"
"*04qsu*","Shake Milton","(N/A)","G,Flx","150","FA","","2061","32.71","1%","-0.3%","63","367.0","71","30","817","33","148","193","39","18","103","5","0","0","0"
"*05qt3*","Desmond Bane","ORL","G,F,Flx","151","UBER","POR Mon 7:00PM","2059","30.28","99%","-0.7%","68","265.0","117","9","625","31","210","118","41","16","59","0","0","0","0"
"*05qsr*","Theo Maledon","(N/A)","G,Flx","152","FA","","2051","31.55","0%","0%","65","388.0","105","34","658","25","211","227","56","11","141","0","0","0","1"
"*051pp*","Isaiah Roby","(N/A)","F,Flx","153","FA","","2020","33.11","0%","0%","61","222.0","32","30","533","89","341","107","52","37","113","1","0","0","3"
"*04azw*","Lauri Markkanen","UTA","F,Flx","154","TRUMP","MIN Mon 9:00PM","2015","39.51","99%","0%","51","271.0","119","16","695","35","268","45","26","15","52","0","0","0","2"
"*04qsi*","Jarred Vanderbilt","LAL","F,Flx","155","FA","@CHA Mon 7:00PM","2010","31.41","21%","-6.1%","64","93.0","1","45","344","118","368","76","64","46","53","1","0","0","3"
"*05qv8*","Facundo Campazzo","(N/A)","G,Flx","156","FA","","1993","30.66","0%","0%","65","195.0","76","11","396","22","134","232","79","14","73","0","0","0","1"
