"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","FG-","3PTM","FT-","PTS","OREB","REB","AST","ST","BLK","TO","TF","EJ","3D","2D"
"*04ewf*","Bam Adebayo","MIA","F,C","31","GN","LAC Mon 7:30PM","4753","66.94","100%","0%","71","487.0","15","95","1,367","159","737","278","81","66","162","3","0","2","42"
"*05uiq*","Alperen Sengun","HOU","F,C","33","PRO","@UTA Mon 9:00PM","4424","70.22","100%","0%","63","455.0","33","108","1,331","183","589","312","76","46","162","6","1","2","29"
"*05uie*","Scottie Barnes","TOR","F","32","UBER","","4424","73.73","100%","0%","60","495.0","101","55","1,191","141","494","363","75","88","165","1","0","4","25"
"*051oh*","Zion Williamson","NO","F","34","Bomb","","4411","63.01","99%","+0.1%","70","470.0","6","147","1,601","122","406","352","77","47","193","4","0","0","12"
"*03ad4*","DAngelo Russell","DAL","G","35","FA","@DEN Mon 9:00PM","4397","57.86","77%","-5.1%","76","588.0","226","33","1,369","28","236","482","69","36","156","5","1","0","10"
"*03e6n*","Jusuf Nurkic","UTA","C","36","Bomb","HOU Mon 9:00PM","4355","57.3","75%","-0.1%","76","307.0","22","94","829","224","837","301","81","80","175","5","0","0","28"
"*05uus*","Austin Reaves","LAL","G,F","37","GOD","PHO Mon 10:00PM","4345","52.99","100%","0%","82","483.0","154","40","1,300","57","352","450","66","25","174","1","0","1","9"
"*04qrn*","Mikal Bridges","NY","G,F","38","9/11FT","","4322","52.71","100%","0%","82","730.0","220","59","1,606","68","372","299","81","30","164","5","0","0","3"
"*051on*","Coby White","CHI","G","39","TRUMP","@ORL Mon 7:30PM","4302","54.46","99%","+0.2%","79","668.0","209","42","1,509","44","358","405","53","18","166","3","0","0","5"
"*04ewt*","Derrick White","BOS","G","40","GWBush","","4273","58.53","100%","0%","73","452.0","196","15","1,107","51","310","377","74","87","112","0","0","1","5"
"*04ewe*","Donovan Mitchell","CLE","G","41","Penta","@IND Mon 7:00PM","4268","77.6","100%","0%","55","586.0","182","43","1,463","46","280","333","101","30","154","4","1","0","6"
"*04qrk*","Trae Young","ATL","G","42","9/11ST","@DET Mon 7:00PM","4228","78.3","99%","+0.1%","54","575.0","175","59","1,389","23","149","583","72","11","235","13","1","0","37"
"*027oj*","Kyrie Irving","DAL","G","43","Penta","@DEN Mon 9:00PM","4220","72.76","78%","-0.2%","58","569.0","173","20","1,487","44","290","299","74","28","106","0","0","0","5"
"*03lls*","Jaylen Brown","BOS","G,F","44","GWBush","","4191","59.87","99%","+0.1%","70","629.0","145","89","1,610","84","387","249","83","37","166","8","1","1","6"
"*03ad2*","Myles Turner","MIL","C","45","PRO","@WAS Mon 7:00PM","4175","54.22","99%","0%","77","433.0","116","72","1,313","113","533","100","39","144","109","0","0","0","17"
"*04qrr*","Michael Porter","BKN","F","46","GWBush","CHA Mon 7:30PM","4160","51.36","99%","-0.2%","81","557.0","220","18","1,356","106","565","122","42","53","92","3","0","0","14"
"*04qrp*","Miles Bridges","CHA","F","47","BALL","@BKN Mon 7:30PM","4108","59.54","100%","0%","69","651.0","157","37","1,449","71","505","231","65","33","138","3","0","0","19"
"*05uic*","Jalen Green","PHO","G","48","TRUMP","@LAL Mon 10:00PM","4106","50.07","96%","-0.3%","82","769.0","201","69","1,610","41","423","291","66","28","191","4","0","1","7"
"*04qru*","Donte DiVincenzo","MIN","G","49","PartyMar","","4068","50.22","93%","0%","81","559.0","283","28","1,259","63","297","216","107","36","113","3","0","0","0"
"*0621b*","Jalen Williams","OKC","G,F","50","9/11ST","","4051","57.06","100%","+0.1%","71","457.0","103","41","1,355","37","282","322","80","45","123","1","0","0","3"
"*031lx*","CJ McCollum","WAS","G","51","9/11ST","MIL Mon 7:00PM","4039","61.2","95%","+1%","66","571.0","239","24","1,322","39","286","305","62","41","110","1","0","0","2"
"*04ewr*","Kyle Kuzma","MIL","F","52","FA","@WAS Mon 7:00PM","4027","57.53","80%","-1%","70","705.0","151","54","1,553","62","464","296","37","49","192","4","1","0","14"
"*03ad3*","Karl-Anthony Towns","NY","F,C","53","Penta","","3966","63.97","100%","0%","62","472.0","136","37","1,349","94","515","189","43","41","177","1","0","0","22"
"*03al2*","Joel Embiid","PHI","C","54","ASS","","3955","101.41","98%","0%","39","401.0","54","53","1,353","95","430","219","46","66","150","5","0","2","30"
"*027oo*","Jonas Valanciunas","DEN","C","55","FA","DAL Mon 9:00PM","3934","47.98","32%","-1.2%","82","317.0","37","44","1,002","186","721","173","32","68","111","4","0","0","33"
"*051pb*","Nicolas Claxton","BKN","C","56","9/11ST","CHA Mon 7:30PM","3933","55.39","98%","-0.1%","71","216.0","1","88","841","193","706","147","46","146","93","10","1","0","30"
"*04qrm*","Collin Sexton","CHA","G","57","PartyMar","@BKN Mon 7:30PM","3932","50.41","88%","-1.1%","78","532.0","128","52","1,458","71","205","383","62","18","165","2","0","0","4"
"*03e6s*","Clint Capela","HOU","C","58","FA","@UTA Mon 9:00PM","3912","53.59","17%","-0.4%","73","265.0","0","76","836","335","776","91","43","106","74","0","0","0","38"
"*03e6u*","Bogdan Bogdanovic","LAC","G,F","59","FA","@MIA Mon 7:30PM","3907","49.46","26%","-9.8%","79","629.0","240","13","1,333","53","272","247","96","26","112","1","0","0","1"
"*051pi*","Daniel Gafford","DAL","C","60","UBER","@DEN Mon 9:00PM","3873","52.34","81%","-1.1%","74","132.0","0","57","814","195","562","115","65","153","74","2","0","0","15"
"*05qtj*","Deni Avdija","POR","G,F","61","GOD","","3869","51.59","100%","0%","75","397.0","88","71","1,102","84","540","286","60","36","160","2","0","0","18"
"*05uii*","Franz Wagner","ORL","F","62","BALL","CHI Mon 7:30PM","3855","53.54","100%","0%","72","569.0","94","48","1,421","72","381","269","76","28","137","3","0","0","0"
"*05uib*","Cade Cunningham","DET","G","63","BALL","ATL Mon 7:00PM","3844","62","100%","0%","62","643.0","119","36","1,405","33","268","464","56","22","212","3","0","0","14"
"*042n4*","Jamal Murray","DEN","G","64","L Bozo","DAL Mon 9:00PM","3824","64.81","99%","0%","59","512.0","145","27","1,250","42","242","384","57","39","125","3","1","0","11"
"*04qrj*","Jaren Jackson","MEM","F,C","65","ASS","","3802","57.61","99%","0%","66","646.0","117","80","1,486","85","365","154","80","106","160","3","1","0","5"
"*04azw*","Lauri Markkanen","UTA","F","67","TRUMP","HOU Mon 9:00PM","3797","69.04","100%","+0.1%","55","463.0","175","28","1,278","122","449","110","50","26","77","1","0","0","19"
"*0015e*","Mike Conley","MIN","G","66","FA","","3797","49.96","22%","-1%","76","350.0","179","10","869","37","218","449","88","17","102","0","0","0","5"
"*027pe*","Jimmy Butler","GS","F","68","GWBush","","3782","63.03","99%","0%","60","397.0","60","65","1,246","105","318","298","79","17","102","2","1","1","5"
"*05uig*","Josh Giddey","CHI","G","69","Bomb","@ORL Mon 7:30PM","3775","47.19","100%","0%","80","445.0","82","24","986","111","514","386","51","44","168","2","0","3","10"
"*005ki*","Brook Lopez","LAC","C","70","FA","@MIA Mon 7:30PM","3774","47.77","37%","-1.7%","79","389.0","148","24","990","117","409","127","43","188","79","6","0","0","5"
"*04ewu*","Josh Hart","NY","G,F","71","9/11ST","","3765","46.48","98%","+1.2%","81","384.0","80","24","761","128","675","331","75","23","118","7","2","6","21"
"*027p4*","Tobias Harris","DET","F","72","TRUMP","ATL Mon 7:00PM","3758","53.69","91%","+0.3%","70","488.0","91","26","1,204","80","453","217","70","46","93","2","0","0","9"
"*06213*","Keegan Murray","SAC","F","73","9/11FT","","3755","48.77","96%","+3.2%","77","532.0","183","21","1,172","106","420","129","79","59","64","0","0","0","8"
"*042n1*","Brandon Ingram","TOR","F","74","420","","3753","58.64","99%","+0.1%","64","517.0","86","61","1,332","43","324","363","50","40","163","0","0","1","3"
"*031m4*","Dennis Schroder","SAC","G","75","FA","","3698","46.23","82%","-2.8%","80","524.0","138","35","1,122","39","242","488","63","17","153","6","0","0","8"
"*05qtr*","Devin Vassell","SA","G,F","76","9/11FT","","3682","54.15","94%","+0.7%","68","558.0","166","40","1,323","27","261","277","73","23","108","0","0","0","0"
"*04qry*","Grayson Allen","PHO","G,F","77","Bomb","@LAL Mon 10:00PM","3668","48.91","82%","-0.7%","75","342.0","205","18","1,014","48","295","227","69","45","95","0","0","0","1"
"*06212*","Jabari Smith","HOU","F,C","78","GN","@UTA Mon 9:00PM","3667","48.25","95%","+0.7%","76","455.0","138","35","1,044","139","616","121","52","61","89","9","1","0","16"
"*03nwn*","Bobby Portis","MIL","F,C","79","TRUMP","@WAS Mon 7:00PM","3644","44.44","78%","-0.8%","82","452.0","100","26","1,130","142","607","104","68","34","91","12","1","0","17"
"*03al0*","Aaron Gordon","DEN","F","80","9/11FT","DAL Mon 9:00PM","3641","49.88","93%","-3%","73","318.0","40","92","1,013","174","471","259","56","45","105","4","0","0","12"
"*03el5*","Kristaps Porzingis","ATL","F,C","81","GWBush","@DET Mon 7:00PM","3631","63.7","99%","+0.1%","57","364.0","110","43","1,145","97","409","115","42","111","89","8","0","0","13"
"*04ex6*","Isaiah Hartenstein","OKC","C","82","L Bozo","","3625","48.33","99%","-0.2%","75","130.0","1","46","582","244","626","188","87","85","93","2","0","0","10"
"*01eo9*","Jrue Holiday","POR","G","83","9/11ST","","3593","52.07","97%","-0.8%","69","358.0","138","12","860","84","373","333","61","53","124","0","0","0","7"
"*03nwl*","Terry Rozier","MIA","G","84","FA","LAC Mon 7:30PM","3540","58.03","9%","-0.3%","61","556.0","149","26","1,205","35","247","342","63","21","106","0","0","0","4"
"*051p8*","Jordan Poole","NO","G","85","PartyMar","","3520","45.13","92%","-0.6%","78","696.0","184","27","1,356","32","212","343","86","25","188","11","0","0","4"
"*0621c*","Jalen Duren","DET","C","86","Penta","ATL Mon 7:00PM","3503","57.43","100%","0%","61","215.0","0","38","841","192","709","147","33","47","129","5","3","0","44"
"*027ou*","Klay Thompson","DAL","G,F","87","FA","@DEN Mon 9:00PM","3499","45.44","53%","-0.6%","77","643.0","268","10","1,375","35","254","176","50","35","117","4","1","0","0"
"*04ewk*","John Collins","LAC","F","88","L Bozo","@MIA Mon 7:30PM","3486","51.26","85%","-1.2%","68","349.0","86","38","1,027","157","575","77","40","61","98","2","0","0","24"
"*05qtq*","Tre Jones","CHI","G","89","ASS","@ORL Mon 7:30PM","3485","45.26","69%","-1.8%","77","297.0","64","17","771","58","289","478","78","9","116","0","0","1","5"
"*031m0*","Kelly Olynyk","SA","C","90","FA","","3481","44.63","12%","-3.7%","78","221.0","60","30","762","108","411","347","74","30","152","1","0","0","6"
"*05qu9*","Immanuel Quickley","TOR","G","91","Bomb","","3463","50.93","99%","0%","68","506.0","171","36","1,156","17","259","331","50","10","101","2","0","0","8"
"*03ad0*","Tyus Jones","ORL","G","92","FA","CHI Mon 7:30PM","3445","52.2","21%","-0.2%","66","340.0","106","8","790","20","179","485","71","18","66","0","0","1","9"
"*0527h*","Naz Reid","MIN","F,C","93","GWBush","","3431","42.36","97%","-0.2%","81","445.0","169","39","1,090","73","423","106","63","73","111","4","1","0","6"
"*042n3*","Buddy Hield","GS","G,F","94","FA","","3405","40.54","32%","-1.5%","84","479.0","219","7","1,013","61","269","236","70","42","103","1","0","0","1"
"*05uiu*","Jalen Johnson","ATL","F","95","ASS","@DET Mon 7:00PM","3396","60.64","100%","0%","56","343.0","71","40","896","74","488","203","67","47","101","1","0","1","19"
"*0496e*","Alex Caruso","OKC","G,F","96","PRO","","3376","47.55","43%","-2.3%","71","288.0","136","23","715","62","273","247","120","70","102","2","0","0","1"
"*06cca*","Brandon Miller","CHA","G,F","97","TRUMP","@BKN Mon 7:30PM","3349","45.26","99%","+0.1%","74","607.0","184","30","1,279","60","315","175","66","42","132","4","1","0","1"
"*049kc*","Malik Monk","SAC","G","98","FA","","3307","45.93","79%","-3.8%","72","497.0","148","35","1,110","28","212","370","45","39","150","4","0","0","2"
"*042nt*","Ivica Zubac","LAC","C","99","TRUMP","@MIA Mon 7:30PM","3303","48.57","100%","0%","68","182.0","0","46","794","196","626","93","22","83","79","0","0","0","23"
"*049kd*","Deandre Ayton","LAL","C","100","TRUMP","PHO Mon 10:00PM","3277","59.58","99%","-0.2%","55","322.0","1","14","920","176","609","90","56","42","99","1","0","0","32"
"*05uj9*","Herbert Jones","NO","F","101","HAIRY","","3258","42.87","74%","-5.3%","76","295.0","114","21","837","74","272","199","105","62","93","7","1","0","0"
"*042nf*","Caris LeVert","DET","G,F","102","FA","ATL Mon 7:00PM","3226","47.44","36%","-1.4%","68","475.0","108","47","952","39","280","346","76","34","117","2","1","0","6"
"*051p9*","Keldon Johnson","SA","G,F","103","9/11FT","","3217","46.62","66%","-0.1%","69","471.0","127","46","1,084","95","377","195","51","20","100","0","0","0","9"
"*05uif*","Jalen Suggs","ORL","G","104","420","CHI Mon 7:30PM","3202","42.69","94%","+0.6%","75","378.0","153","38","943","48","229","205","106","47","132","5","0","0","0"
"*06214*","Jaden Ivey","DET","G","105","PRO","ATL Mon 7:00PM","3184","41.35","88%","-0.6%","77","556.0","124","76","1,185","86","264","296","57","41","190","1","0","0","2"
"*0558t*","Max Strus","CLE","G,F","106","FA","@IND Mon 7:00PM","3157","45.1","17%","-0.3%","70","424.0","168","20","853","66","338","283","64","29","112","12","0","1","5"
"*05uih*","Jonathan Kuminga","GS","F,C","107","FA","","3152","42.59","87%","-2.4%","74","406.0","53","76","1,188","92","355","163","55","36","122","6","0","0","5"
"*02nf9*","Andre Drummond","PHI","C","108","Bomb","","3119","39.48","70%","+0.1%","79","213.0","0","89","663","265","708","37","73","48","81","4","0","0","18"
"*06218*","Jeremy Sochan","SA","F,C","109","FA","","3119","42.15","43%","-2.5%","74","436.0","70","33","861","137","476","249","62","40","140","4","0","0","7"
"*05uid*","Evan Mobley","CLE","F,C","110","GN","@IND Mon 7:00PM","3117","62.34","100%","0%","50","232.0","22","48","785","111","468","160","45","72","90","0","0","0","22"
"*051os*","P.J. Washington","DAL","F,C","111","Penta","@DEN Mon 9:00PM","3112","42.63","95%","+0.4%","73","457.0","132","46","939","85","411","141","72","59","96","2","1","0","4"
"*05uj1*","Cameron Thomas","BKN","G,F","112","GN","CHA Mon 7:30PM","3108","47.09","94%","-0.5%","66","664.0","144","48","1,482","28","214","192","45","16","124","5","0","0","0"
"*051ol*","Darius Garland","CLE","G","113","BALL","@IND Mon 7:00PM","3064","53.75","97%","+0.2%","57","466.0","132","29","1,028","30","152","373","74","7","176","4","0","0","6"
"*03ajv*","Julius Randle","MIN","F","114","PRO","","3056","66.43","100%","0%","46","441.0","76","66","1,102","99","423","229","25","12","159","2","0","1","18"
"*05ujc*","Ayo Dosunmu","CHI","G,F","115","GN","@ORL Mon 7:30PM","3029","39.86","73%","-0.5%","76","359.0","119","20","924","54","216","242","68","36","103","0","0","0","1"
"*06cc7*","Brandin Podziemski","GS","G,F","116","Penta","","3018","40.78","92%","-0.2%","74","326.0","90","29","682","118","427","273","61","14","88","0","0","0","7"
"*02nf3*","Bradley Beal","LAC","G","117","FA","@MIA Mon 7:30PM","2937","55.42","48%","-2.2%","53","358.0","101","25","964","54","232","265","52","27","131","4","1","0","3"
"*05qst*","Paul Reed","DET","C","118","FA","ATL Mon 7:00PM","2923","35.65","14%","-7.2%","82","221.0","21","24","600","193","488","109","67","84","67","1","0","0","8"
"*05qtl*","Cole Anthony","MIL","G","119","FA","@WAS Mon 7:00PM","2921","36.06","43%","-4.5%","81","431.0","93","38","937","64","311","236","64","37","126","3","0","0","3"
"*05qt1*","Payton Pritchard","BOS","G","120","9/11ST","","2920","35.61","100%","0%","82","338.0","147","10","787","70","265","281","39","6","61","0","0","0","3"
"*03nwk*","Kelly Oubre Jr.","PHI","F","121","9/11FT","","2902","42.68","85%","-2.7%","68","491.0","101","58","1,049","94","341","101","77","47","87","5","0","0","4"
"*051oj*","RJ Barrett","TOR","G,F","122","GOD","","2901","50.02","99%","-0.2%","58","444.0","90","83","1,170","53","315","193","31","22","126","5","0","0","2"
"*05uip*","Corey Kispert","WAS","F","123","FA","MIL Mon 7:00PM","2899","36.24","21%","+3%","80","408.0","184","43","1,070","30","225","156","41","16","98","0","0","0","1"
"*05qsx*","Obi Toppin","IND","F,C","124","FA","CLE Mon 7:00PM","2892","35.27","44%","-1.3%","82","247.0","102","23","843","85","320","128","47","43","69","2","0","0","1"
"*04jwd*","Royce ONeale","PHO","F","125","ASS","@LAL Mon 10:00PM","2876","36.41","65%","-2.5%","79","325.0","156","11","608","60","377","219","59","44","73","3","0","0","4"
"*05qt4*","Aaron Nesmith","IND","F","126","FA","CLE Mon 7:00PM","2873","39.9","72%","-2.2%","72","320.0","140","30","877","63","275","108","65","49","64","5","0","0","1"
"*0527l*","Luguentz Dort","OKC","G,F","127","FA","","2870","36.33","38%","-1.3%","79","369.0","156","27","860","74","284","113","72","47","74","1","0","0","0"
"*042ne*","Malik Beasley","(N/A)","G","128","FA","","2849","36.06","16%","-0.7%","79","402.0","224","10","889","41","290","108","59","9","54","3","0","0","1"
"*03e74*","Spencer Dinwiddie","(N/A)","G","129","FA","","2843","37.41","6%","-0.5%","76","389.0","124","41","795","30","205","356","51","22","91","6","0","0","4"
"*000zv*","Al Horford","GS","F,C","130","FA","","2838","43.66","29%","-1.7%","65","205.0","108","4","562","82","413","168","38","62","48","0","0","0","3"
"*02ng3*","Khris Middleton","WAS","F","131","FA","MIL Mon 7:00PM","2816","51.2","47%","+1.4%","55","326.0","94","20","828","40","257","292","51","15","127","2","0","1","5"
"*03wr4*","T.J. McConnell","IND","G","132","GOD","CLE Mon 7:00PM","2803","39.48","68%","+9.6%","71","263.0","18","13","727","36","191","390","72","8","108","3","0","0","4"
"*005kc*","Russell Westbrook","SAC","G","133","9/11FT","","2801","41.19","86%","-0.2%","68","362.0","42","50","754","93","343","306","74","23","144","6","0","1","8"
"*05qtd*","Nick Richards","PHO","C","134","FA","@LAL Mon 10:00PM","2795","41.72","15%","-0.3%","67","116.0","0","47","652","172","539","54","26","74","73","4","0","0","19"
"*06cbx*","Jaime Jaquez","MIA","G,F","135","420","LAC Mon 7:30PM","2791","37.21","84%","-0.7%","75","356.0","65","33","889","82","285","195","77","20","110","0","0","0","1"
"*05uir*","Trey Murphy","NO","G,F","136","420","","2781","48.79","100%","0%","57","346.0","169","28","842","42","280","124","51","28","34","1","1","0","1"
"*031lv*","Kentavious Caldwell-Pope","MEM","G,F","137","FA","","2771","36.46","28%","-3.1%","76","317.0","125","12","766","31","183","183","98","42","75","7","0","0","0"
"*0621l*","Walker Kessler","UTA","C","138","FA","HOU Mon 9:00PM","2768","43.25","63%","-0.6%","64","121.0","4","37","518","165","481","60","30","154","66","0","0","0","7"
"*031mb*","Tim Hardaway","DEN","G,F","139","FA","DAL Mon 9:00PM","2767","35.03","26%","-4.1%","79","584.0","211","25","1,139","22","254","139","42","6","69","6","0","0","0"
"*05qt3*","Desmond Bane","ORL","G,F","140","UBER","CHI Mon 7:30PM","2758","65.67","99%","+0.1%","42","416.0","137","21","997","36","185","230","43","22","112","4","0","0","3"
"*02nfz*","Draymond Green","GS","F,C","142","GWBush","","2757","50.13","90%","+0.3%","55","187.0","51","20","475","76","398","332","55","47","135","10","4","1","10"
"*05qt0*","Saddiq Bey","NO","F","141","ASS","","2757","43.76","68%","+18.9%","63","407.0","113","33","863","167","411","92","51","11","54","0","0","0","8"
"*02nf7*","Harrison Barnes","SA","F","143","PartyMar","","2756","33.61","57%","-3.4%","82","385.0","149","39","1,000","67","249","99","54","12","58","0","0","0","0"
"*06ca8*","Amen Thompson","HOU","G,F","144","GN","@UTA Mon 9:00PM","2674","43.13","100%","+0.1%","62","207.0","8","49","592","148","409","163","78","38","90","1","1","1","13"
"*0017e*","Chris Paul","LAC","G","145","FA","@MIA Mon 7:30PM","2668","46","33%","-1.6%","58","261.0","78","9","533","18","225","393","70","6","76","6","2","0","5"
"*03aq2*","Jerami Grant","POR","F","146","HAIRY","","2659","49.24","86%","+0.5%","54","467.0","111","57","1,132","37","191","152","45","34","116","0","0","0","1"
"*06cby*","Keyonte George","UTA","G","147","UBER","HOU Mon 9:00PM","2656","35.41","99%","+0.1%","75","496.0","147","34","974","15","211","332","36","7","188","2","0","0","1"
"*04qse*","Gary Trent","MIL","G,F","148","L Bozo","@WAS Mon 7:00PM","2646","37.27","44%","-3.6%","71","486.0","178","22","974","25","188","119","77","10","47","2","0","0","1"
"*03r7z*","Norman Powell","MIA","G,F","149","PRO","LAC Mon 7:30PM","2642","34.76","99%","0%","76","395.0","167","29","1,056","16","195","82","43","22","66","3","0","0","0"
"*04s00*","Duncan Robinson","DET","G,F","150","FA","ATL Mon 7:00PM","2640","38.82","59%","-2.8%","68","371.0","187","10","875","15","173","192","46","16","95","1","0","0","0"
"*051op*","Rui Hachimura","LAL","F","151","PartyMar","PHO Mon 10:00PM","2632","38.71","69%","-0.5%","68","313.0","98","35","923","58","294","81","41","25","46","1","0","0","4"
"*042n6*","Jakob Poeltl","TOR","C","152","TRUMP","","2627","52.54","95%","-0.1%","50","130.0","0","48","555","146","429","127","35","76","77","0","0","0","20"
"*04ewc*","Zach Collins","CHI","F,C","153","FA","@ORL Mon 7:30PM","2614","37.88","15%","-0.3%","69","318.0","58","40","776","118","370","194","34","52","132","4","1","0","3"
"*051p2*","Grant Williams","CHA","F","154","FA","@BKN Mon 7:30PM","2612","34.37","13%","-0.3%","76","329.0","126","34","784","86","318","174","44","39","109","12","2","0","2"
"*02ym0*","Andrew Wiggins","MIA","G,F","155","Penta","LAC Mon 7:30PM","2611","36.77","96%","-0.5%","71","427.0","91","47","939","108","321","119","42","41","87","0","0","0","3"
"*04qs1*","Anfernee Simons","BOS","G","156","BALL","","2598","56.48","89%","-0.8%","46","477.0","156","15","1,039","22","167","255","23","5","126","3","0","0","3"
"*04qs2*","Moritz Wagner","ORL","C","157","FA","CHI Mon 7:30PM","2597","32.46","18%","-0.3%","80","219.0","38","38","868","117","347","96","39","21","97","2","0","0","3"
"*05qtm*","Precious Achiuwa","SAC","F,C","158","FA","","2571","34.74","18%","+0.2%","74","234.0","26","43","565","191","487","97","46","68","83","0","0","0","9"
"*03aq3*","Kyle Anderson","UTA","F","159","FA","HOU Mon 9:00PM","2556","32.35","11%","+2.7%","79","234.0","11","40","506","60","273","331","71","47","91","2","0","0","0"
