ID,Player,Team,Position,RkOv,Status,FPts,FP/G,GP,FG-,3PTM,FT-,PTS,OREB,REB,AST,ST,BLK,TO,TF,EJ,3D,2D
*06cce*,Jalen Hood-Schifino,PHI,"G,Flx",448,FA,319,21.27,15,61,14,3,106,3,27,37,5,7,18,0,0,0,0
*06219*,Johnny Davis,(N/A),"G,Flx",450,FA,302,8.88,34,46,7,6,80,10,38,11,15,6,7,0,0,0,0
*051ow*,Chuma Okeke,CLE,"F,Flx",451,FA,302,33.56,9,20,11,1,53,21,47,15,5,4,3,0,0,0,1
*01ng2*,Garrett Temple,TOR,"G,Flx",452,FA,289,10.32,28,42,6,1,53,9,29,31,17,2,10,0,0,0,0
*05ujb*,JT Thor,WAS,"F,Flx",453,FA,285,14.25,20,34,6,7,71,20,48,6,8,9,9,0,0,0,0
*051pe*,Bruno Fernando,(N/A),"C,Flx",454,FA,277,16.29,17,23,0,2,58,21,51,18,4,9,14,0,0,0,0
*06ceo*,Jaylen Martin,WAS,"F,Flx",455,FA,270,16.88,16,43,7,1,78,11,44,17,9,0,12,0,0,0,0
*03acy*,Dario Saric,SAC,"C,Flx",457,FA,259,16.19,16,37,7,3,56,14,50,23,7,1,15,0,0,0,1
*0598b*,Moses Brown,(N/A),"C,Flx",456,FA,259,19.92,13,15,0,3,76,12,44,2,6,4,11,0,0,0,1
*04ews*,Tony Bradley,IND,"C,Flx",458,FA,251,17.93,14,16,1,4,61,18,42,6,2,9,5,0,0,0,1
*06hdy*,Drew Peterson,CHA,"F,Flx",459,FA,247,9.88,25,24,13,2,54,9,40,13,5,2,8,0,0,0,0
*06mm4*,Ariel Hukporti,NY,"C,Flx",460,FA,242,9.68,25,10,0,7,48,14,51,11,1,15,21,0,0,0,0
*0621n*,MarJon Beauchamp,NY,"F,Flx",461,FA,237,6.77,35,38,10,5,79,11,44,11,4,1,15,0,0,0,0
*05qt9*,Killian Hayes,(N/A),"G,Flx",462,FA,236,39.33,6,25,8,2,54,5,18,31,4,4,9,0,0,0,0
*04qsm*,DeAnthony Melton,BKN,"G,Flx",463,FA,227,37.83,6,32,13,3,62,6,20,17,7,2,10,0,0,0,1
*0623c*,Lester Quinones,NO,"G,Flx",464,FA,227,17.46,13,47,13,2,86,4,19,24,3,2,14,0,0,0,0
*05qsj*,Lamar Stevens,MEM,"F,Flx",465,FA,227,13.35,17,34,8,3,74,4,38,8,5,3,10,0,0,0,0
*049s6*,Markelle Fultz,SAC,"G,Flx",466,FA,221,10.52,21,39,4,0,61,6,20,27,10,2,15,0,0,0,0
*06mlf*,Tyler Smith,MIL,"F,Flx",467,FA,205,8.91,23,26,13,2,67,6,25,4,3,4,8,0,0,0,0
*06mm1*,Bronny James,LAL,"G,Flx",468,FA,202,7.48,27,46,9,3,62,4,18,22,9,3,13,0,0,0,0
*0621r*,Patrick Baldwin,LAC,"F,Flx",469,FA,191,7.96,24,16,13,2,53,5,25,3,3,2,5,0,0,0,0
*0484l*,Damion Lee,PHO,"G,Flx",470,FA,190,7.6,25,47,9,1,83,3,20,11,6,0,10,0,0,0,0
*06mm8*,Keshad Johnson,MIA,"F,Flx",471,FA,186,11.62,16,8,3,5,43,6,28,4,5,4,4,0,0,0,0
*06hrn*,Adam Flagler,OKC,"G,Flx",472,FA,178,4.81,37,71,14,1,65,7,27,12,8,3,4,0,0,0,0
*05qtf*,Xavier Tillman,BOS,"C,Flx",473,FA,177,5.36,33,40,5,1,34,10,43,7,11,5,14,0,0,0,0
*0623n*,Cole Swider,TOR,"F,Flx",474,FA,172,17.2,10,41,15,1,59,5,27,3,4,2,4,0,0,0,0
*0664y*,Nate Williams,HOU,"G,Flx",475,FA,169,8.45,20,35,6,3,65,5,13,9,8,4,14,0,0,0,0
*05uiw*,Isaiah Jackson,IND,"C,Flx",477,FA,167,33.4,5,9,0,7,35,11,28,5,3,8,5,0,0,0,0
*06qdz*,Elijah Harkless,UTA,"G,Flx",476,FA,167,16.7,10,24,7,3,32,9,21,8,10,1,3,0,0,0,0
*06pst*,Kylor Kelley,NO,"C,Flx",478,FA,167,15.18,11,8,0,4,34,12,39,5,1,3,4,0,0,0,1
*051pn*,Jaylen Nowell,(N/A),"G,Flx",479,FA,166,20.75,8,47,8,4,67,6,20,18,1,4,8,0,0,0,0
*06mmj*,Alex Ducas,OKC,"G,F,Flx",480,FA,164,7.81,21,18,10,0,36,9,26,5,5,0,4,0,0,0,0
*06ca4*,Kobe Bufkin,ATL,"G,Flx",481,FA,163,16.3,10,29,4,5,53,5,21,17,3,2,8,0,0,0,0
*06mlw*,Enrique Freeman,IND,"F,Flx",482,FA,163,7.41,22,21,1,6,46,11,30,9,3,3,6,0,0,0,0
*059ca*,Oshae Brissett,(N/A),"F,Flx",483,FA,159,26.5,6,20,6,6,52,7,22,4,4,3,8,0,0,0,0
*06gno*,Pete Nance,MIL,"F,Flx",484,FA,155,11.92,13,18,9,1,38,5,21,10,2,2,4,0,0,0,0
*027ox*,Markieff Morris,LAL,"F,Flx",485,FA,154,10.27,15,49,9,1,56,3,23,21,2,3,5,2,0,0,0
*06pw1*,RayJ Dennis,IND,"G,Flx",486,FA,142,12.91,11,22,6,0,30,2,12,14,7,2,5,0,0,0,0
*049kh*,Kevin Knox,GS,"F,Flx",487,FA,142,10.14,14,18,4,2,46,7,17,5,2,4,4,0,0,0,0
*062do*,Tyson Etienne,BKN,"G,Flx",488,FA,140,20,7,35,13,2,55,3,9,12,3,1,8,0,0,0,0
*06pvy*,Yuki Kawamura,CHI,"G,Flx",489,FA,136,6.18,22,19,7,2,36,0,12,19,2,0,5,0,0,0,0
*06cde*,Chris Livingston,MIL,"F,Flx",490,FA,133,6.33,21,18,0,4,30,10,35,5,5,0,6,0,0,0,0
*03r7u*,Josh Richardson,(N/A),"G,Flx",492,FA,130,16.25,8,27,6,0,32,6,12,12,8,1,8,0,0,0,0
*05uin*,Chris Duarte,(N/A),"G,Flx",491,FA,130,7.65,17,14,6,2,36,5,20,9,0,0,1,0,0,0,0
*04exc*,Vlatko Cancar,DEN,"F,Flx",493,FA,129,9.92,13,16,4,0,24,6,32,9,3,2,11,0,0,0,0
*06mm5*,PJ Hall,MEM,"C,Flx",494,FA,125,6.58,19,10,2,1,33,6,22,4,0,4,2,0,0,0,0
*064s6*,Jaylen Sims,CHA,"G,Flx",495,FA,124,20.67,6,16,6,3,42,3,6,12,3,1,8,0,0,0,0
*06cel*,Sidy Cissoko,POR,"F,Flx",496,FA,122,5.55,22,17,3,6,32,8,21,15,2,1,11,0,0,0,0
*064q6*,Daeqwon Plowden,PHO,"G,Flx",497,FA,119,19.83,6,9,9,0,43,4,11,2,0,0,4,0,0,0,0
*06mm6*,NFaly Dante,HOU,"C,Flx",498,FA,117,29.25,4,3,0,1,24,6,21,2,1,5,2,0,0,0,0
*0622g*,JD Davison,HOU,"G,Flx",499,FA,107,6.69,16,22,4,2,33,2,13,13,5,1,13,0,0,0,0
*0621s*,TyTy Washington,LAC,"G,Flx",500,FA,107,6.69,16,31,4,3,35,4,13,16,3,0,3,0,0,0,0
*06mkh*,Pacome Dadiet,NY,"G,Flx",501,FA,106,5.89,18,21,6,2,30,3,18,5,3,2,4,0,0,0,0
*06nv9*,Spencer Jones,DEN,"F,Flx",502,FA,106,5.3,20,23,1,0,26,8,17,5,5,5,5,0,0,0,0
*06cd3*,Emoni Bates,CLE,"F,Flx",503,FA,101,10.1,10,25,11,0,37,0,7,8,1,1,2,0,0,0,0
*02nfy*,Jae Crowder,SAC,"F,Flx",504,FA,101,11.22,9,15,4,1,23,6,20,6,3,0,4,0,0,0,0
*06prl*,NaeQwan Tomlin,CLE,"F,Flx",506,FA,98,19.6,5,19,2,3,36,9,21,2,0,1,2,0,0,0,1
*05wah*,Marcus Garrett,(N/A),"G,Flx",505,FA,98,24.5,4,16,3,1,28,1,6,13,3,2,6,0,0,0,0
*05uiy*,Josh Christopher,MIA,"G,Flx",507,FA,92,6.57,14,20,2,2,28,0,9,8,5,3,6,0,0,0,0
*03kqi*,Joe Ingles,MIN,"F,Flx",508,FA,92,4.84,19,17,3,0,15,2,11,23,2,0,9,0,0,0,0
*06cep*,Jacob Toppin,ATL,"F,Flx",509,FA,92,5.41,17,13,5,0,23,3,15,6,2,0,3,0,0,0,0
*06cc0*,Taylor Hendricks,UTA,"F,Flx",510,FA,91,30.33,3,14,3,1,14,5,15,2,5,4,2,0,0,0,0
*06mo8*,Jackson Rowe,GS,"F,Flx",511,FA,91,15.17,6,9,3,3,22,3,11,4,4,0,1,0,0,0,0
*06avs*,Justin Minaya,POR,"F,Flx",512,FA,90,4.74,19,13,2,2,18,5,10,7,6,1,5,0,0,0,0
*05qy1*,Mason Jones,SAC,"G,Flx",513,FA,85,8.5,10,9,1,1,23,2,9,11,0,1,1,0,0,0,0
*06mls*,Cam Christie,LAC,"G,Flx",514,FA,81,6.23,13,17,2,2,18,3,12,6,5,1,2,0,0,0,0
*065ve*,Stanley Umude,MIL,"G,Flx",515,FA,81,3.68,22,21,3,2,15,4,17,4,3,6,3,0,0,0,0
*06mp4*,Trey Alexander,NO,"G,Flx",516,FA,80,3.33,24,28,3,1,32,1,12,11,2,1,5,0,0,0,0
*0623l*,Jamaree Bouyea,MIL,"G,Flx",517,FA,80,16,5,6,1,2,17,1,5,10,4,2,8,0,0,0,0
*06mlj*,Bobi Klintman,DET,"F,Flx",518,FA,77,9.62,8,4,2,1,15,1,7,7,2,1,1,0,0,0,0
*06224*,E.J. Liddell,CHI,"F,Flx",519,FA,73,6.08,12,7,3,0,21,3,9,3,1,1,2,0,0,0,0
*05qsn*,Malachi Flynn,(N/A),"G,Flx",520,FA,66,16.5,4,8,1,1,16,3,7,7,3,0,4,0,0,0,0
*05xco*,Matt Ryan,(N/A),"F,Flx",521,FA,63,3.32,19,21,6,0,28,0,8,3,2,0,3,0,0,0,0
*0622j*,Luke Travers,CLE,"G,Flx",522,FA,60,5,12,15,0,0,12,8,20,8,1,1,8,0,0,0,0
*06cei*,Leonard Miller,MIN,"F,Flx",524,FA,59,4.54,13,9,0,0,20,3,11,0,2,1,2,0,0,0,0
*06hi9*,Jazian Gortman,(N/A),"G,Flx",523,FA,59,3.69,16,14,4,2,24,1,5,6,2,1,5,1,0,0,0
*06mme*,Armel Traore,(N/A),"F,Flx",525,FA,58,6.44,9,13,0,5,14,2,15,1,4,2,3,0,0,0,0
*06mlu*,Harrison Ingram,SA,"F,Flx",527,FA,49,9.8,5,2,0,0,4,2,9,3,3,0,1,0,0,0,0
*05wvu*,David Duke,SA,"G,Flx",526,FA,49,8.17,6,8,3,1,16,1,5,4,1,0,2,0,0,0,0
*06mmg*,Isaiah Crawford,SAC,"F,Flx",528,FA,47,3.13,15,6,1,2,13,1,8,1,1,2,1,0,0,0,0
*02q81*,P.J. Tucker,NY,"F,Flx",529,FA,47,15.67,3,4,3,0,9,4,8,0,1,1,1,0,0,0,0
*06hil*,Liam Robbins,(N/A),"F,C,Flx",530,FA,46,3.54,13,6,0,5,9,7,12,2,2,2,6,0,0,0,0
*06ps5*,Jahmir Young,CHI,"G,Flx",531,FA,46,7.67,6,1,1,0,11,1,3,6,0,0,1,0,0,0,0
*06pu0*,Emanuel Miller,CHI,"F,Flx",532,FA,44,7.33,6,4,0,0,10,4,8,2,1,0,0,0,0,0,0
*04ik2*,PJ Dozier,(N/A),"G,Flx",533,FA,43,4.78,9,1,2,5,7,1,5,5,1,0,1,0,0,0,0
*06cp3*,Miles Norris,BOS,"F,Flx",534,FA,41,13.67,3,7,2,1,7,2,9,0,2,1,0,0,0,0,0
*0622c*,Isaiah Mobley,PHI,"F,Flx",535,FA,38,38,1,5,1,1,6,1,4,5,1,1,0,0,0,0,0
*06pwq*,Tolu Smith,DET,"F,Flx",536,FA,37,37,1,3,0,1,14,4,8,0,0,0,2,0,0,0,0
*06muu*,Jack McVeigh,HOU,"F,Flx",537,FA,35,3.89,9,12,4,0,14,2,5,1,0,2,2,0,0,0,0
*06mm2*,Kevin McCullar,NY,"F,Flx",538,FA,34,8.5,4,5,0,0,6,0,8,2,1,1,0,0,0,0,0
*06ho6*,Yuri Collins,(N/A),"G,Flx",539,FA,32,16,2,2,0,0,2,2,3,4,2,0,0,0,0,0,0
*06mm3*,Ulrich Chomche,TOR,"F,Flx",540,FA,29,4.14,7,3,0,1,5,4,8,2,0,1,2,0,0,0,0
*06ho4*,Taze Moore,(N/A),"G,Flx",541,FA,29,14.5,2,8,1,1,6,4,8,1,2,0,2,0,0,0,0
*06cek*,Adama Sanogo,(N/A),"C,Flx",542,FA,28,7,4,3,0,0,8,5,6,1,0,0,1,0,0,0,0
*06mm0*,Anton Watson,NY,"F,Flx",543,FA,21,2.33,9,5,0,0,8,1,3,2,1,0,2,0,0,0,0
*01en7*,James Johnson,IND,"F,Flx",544,FA,19,1.58,12,7,0,1,8,0,6,4,0,2,4,1,0,0,0
*042np*,Skal Labissiere,(N/A),"F,C,Flx",545,FA,19,4.75,4,2,1,0,5,1,3,1,0,0,0,0,0,0,0
*06233*,Ron Harper,DET,"F,Flx",546,FA,18,18,1,7,0,0,4,4,7,2,0,0,0,0,0,0,0
*06223*,Bryce McGowens,POR,"G,Flx",547,FA,17,1.31,13,10,0,1,13,2,3,2,1,0,4,0,0,0,0
*0623h*,Alondes Williams,(N/A),"G,Flx",549,FA,16,16,1,0,1,0,5,0,0,1,0,0,0,0,0,0,0
*06rur*,Phillip Wheeler,PHI,"F,Flx",548,FA,16,3.2,5,18,0,0,8,2,8,2,1,2,1,0,0,0,0
*06pfe*,Trentyn Flowers,LAC,"F,Flx",551,FA,15,2.5,6,7,0,0,11,1,4,0,0,0,1,0,0,0,0
*05wvx*,D.J. Carton,(N/A),"G,Flx",550,FA,15,3.75,4,6,0,0,3,0,4,3,2,0,4,0,0,0,0
*06mma*,Jalen Bridges,PHO,"F,Flx",552,FA,13,1.62,8,5,2,1,9,0,4,0,0,0,4,0,0,0,0
*06mmf*,Daniss Jenkins,DET,"G,Flx",553,FA,12,1.71,7,7,1,2,7,0,2,3,0,0,1,0,0,0,0
*05qu1*,James Wiseman,IND,"C,Flx",556,FA,10,10,1,2,0,0,6,0,1,0,0,0,0,0,0,0,0
*06mlv*,Tristen Newton,MIN,"G,Flx",555,FA,10,1.25,8,7,0,0,3,2,4,2,1,0,2,0,0,0,0
*05ycx*,Braxton Key,GS,"F,Flx",554,FA,10,3.33,3,4,0,3,3,1,2,0,2,0,1,0,0,0,0
*051pw*,Jalen McDaniels,(N/A),"F,Flx",557,FA,9,2.25,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0
*05vyx*,Daishen Nix,(N/A),"G,Flx",558,FA,8,2.67,3,1,0,1,1,0,4,3,0,0,4,0,0,0,0
*05uuu*,Mac McClung,ORL,"G,Flx",559,FA,7,3.5,2,2,0,0,0,0,1,3,0,0,0,0,0,0,0
*05uuj*,Terry Taylor,SAC,"F,Flx",560,FA,7,2.33,3,1,0,0,0,1,1,2,0,0,0,0,0,0,0
*06mp0*,Isaiah Stevens,SAC,"G,Flx",562,FA,6,2,3,2,0,0,0,0,2,0,1,0,0,0,0,0,0
*06pvs*,Malevy Leons,(N/A),"F,Flx",561,FA,6,1,6,2,0,2,2,1,3,1,0,0,1,0,0,0,0
*03ad1*,Jahlil Okafor,(N/A),"C,Flx",563,FA,5,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
*06mq1*,Jesse Edwards,MIN,"C,Flx",564,FA,3,1.5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
*06mog*,Riley Minix,SA,"F,Flx",565,FA,2,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
*06mob*,Quincy Olivari,(N/A),"G,Flx",566,FA,2,1,2,4,1,0,3,0,0,1,0,0,1,0,0,0,0
*056aq*,Terence Davis,SAC,"G,Flx",567,FA,1,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0
*06v5l*,Cooper Flagg,DAL,"G,F,Flx",1059,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v5y*,Dylan Harper,SA,"G,Flx",1178,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v5k*,VJ Edgecombe,PHI,"G,Flx",995,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v5n*,Kon Knueppel,CHA,"G,F,Flx",1358,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v57*,Ace Bailey,UTA,"G,F,Flx",654,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v5r*,Egor Demin,BKN,"G,Flx",941,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v5e*,Yang Hansen,POR,"C,Flx",1175,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v5f*,Khaman Maluach,PHO,"C,Flx",1437,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v58*,Tre Johnson,WAS,"G,Flx",1305,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v5h*,Derik Queen,NO,"C,Flx",1701,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v56*,Walter Clayton,UTA,"G,Flx",857,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06mk4*,Nikola Topic,OKC,"G,Flx",1903,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v5x*,Carter Bryant,SA,"F,Flx",791,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v5v*,Cedric Coward,MEM,"G,F,Flx",888,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v5g*,Jeremiah Fears,NO,"G,Flx",1041,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v80*,Ryan Kalkbrenner,CHA,"C,Flx",1330,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v55*,Kasparas Jakucionis,MIA,"G,Flx",1268,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v5a*,Collin Murray-Boyles,TOR,"F,Flx",1557,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v5u*,Noa Essengue,CHI,"F,Flx",1022,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v5w*,Nique Clifford,SAC,"G,Flx",860,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v5m*,Joan Beringer,MIN,"C,Flx",699,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v5i*,Thomas Sorber,OKC,"F,C,Flx",1823,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v5p*,Nolan Traore,BKN,"G,Flx",1906,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v5q*,Danny Wolf,BKN,"F,C,Flx",2023,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v5c*,Asa Newell,ATL,"F,Flx",1573,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v72*,Rasheer Fleming,PHO,"F,Flx",1062,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v5j*,Jase Richardson,ORL,"G,Flx",1726,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v5o*,Liam McNeeley,CHA,"F,Flx",1491,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v88*,Maxime Raynaud,SAC,"F,C,Flx",1713,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06mke*,DaRon Holmes,DEN,"F,C,Flx",1227,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v5d*,Hugo Gonzalez,BOS,"G,F,Flx",1122,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v81*,Johni Broome,PHI,"F,C,Flx",771,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v5s*,Drake Powell,BKN,"G,F,Flx",1686,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v59*,Will Riley,WAS,"F,Flx",1728,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v5t*,Ben Saraf,BKN,"G,Flx",1762,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v82*,Adou Thiero,LAL,"F,Flx",1873,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v5b*,Yanic Konan Niederhauser,LAC,"F,C,Flx",1361,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v87*,Koby Brea,PHO,"G,Flx",759,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v7y*,Noah Penda,ORL,"F,Flx",1654,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qt0*,Saddiq Bey,NO,"F,Flx",707,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v84*,Kam Jones,IND,"G,Flx",1319,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v8d*,Bogoljub Markovic,MIL,"F,Flx",1446,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06y3q*,Ryan Nembhard,DAL,"G,Flx",1570,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v8f*,Tyrese Proctor,CLE,"G,Flx",1698,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v8c*,Amari Williams,BOS,"C,Flx",1993,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v8a*,Brooks Barnhizer,OKC,"G,Flx",672,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v83*,Chaz Lanier,DET,"G,Flx",1381,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v7z*,Sion James,CHA,"G,Flx",1274,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v86*,Micah Peavy,NO,"G,F,Flx",1651,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v85*,Alijah Martin,TOR,"G,Flx",1448,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v89*,Jamir Watkins,WAS,"G,Flx",1958,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06mlp*,Nikola Djurisic,ATL,"F,Flx",965,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v8i*,Alex Toohey,GS,"F,Flx",1901,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v8b*,Rocco Zikarsky,MIN,"C,Flx",2058,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v8e*,Javon Small,MEM,"G,Flx",1807,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v8p*,Will Richard,GS,"G,Flx",1723,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v8j*,John Tonje,UTA,"G,Flx",1900,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v8h*,Mohamed Diawara,NY,"F,Flx",955,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06vxy*,Vladislav Goldin,MIA,"C,Flx",1121,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06vxp*,Taelon Peter,IND,"G,Flx",1661,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06vyb*,Lachlan Olbrich,CHI,"F,Flx",1613,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06mlx*,Melvin Ajinca,DAL,"F,Flx",583,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06va1*,Max Shulga,BOS,"G,Flx",1786,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06v8g*,Kobe Sanders,LAC,"G,Flx",1759,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06vxt*,Mark Sears,MIL,"G,Flx",1774,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06vy3*,Caleb Love,POR,"G,Flx",1415,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06mor*,David Jones,SA,"F,Flx",1315,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03nwq*,Christian Wood,(N/A),"F,Flx",2025,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06y0j*,Tamar Bates,DEN,"G,Flx",676,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06mli*,Juan Nunez,(N/A),"G,Flx",1589,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06vy1*,Eric Dixon,LAL,"F,Flx",963,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06vxz*,RJ Luis,UTA,"G,Flx",1417,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06va2*,Saliou Niang,CLE,"F,Flx",1575,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*027pg*,Bojan Bogdanovic,(N/A),"F,Flx",734,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04k0q*,Nigel Hayes,PHO,"F,Flx",1194,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06vxw*,Hunter Dickinson,NO,"C,Flx",957,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06vxq*,Jahmai Mashack,GS,"G,Flx",1453,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06vxs*,Hunter Sallis,PHI,"G,Flx",1753,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06rph*,Taran Armstrong,GS,"G,Flx",628,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06cdb*,Amari Bailey,(N/A),"G,Flx",655,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06y2o*,Dylan Cardwell,SAC,"C,Flx",815,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06235*,Kenneth Lofton,(N/A),"F,Flx",1410,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06vy2*,Chucky Hepburn,TOR,"G,Flx",1204,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06y4e*,CJ Huntley,PHO,"F,Flx",1248,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06vy0*,Eli John Ndiaye,ATL,"F,Flx",1563,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06ces*,Mojave King,IND,"G,Flx",1349,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*065b6*,Ibou Badji,(N/A),"C,Flx",653,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*031lp*,Victor Oladipo,(N/A),"G,Flx",1612,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06cdi*,Tarik Biberovic,(N/A),"F,Flx",713,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03r7m*,Cedi Osman,(N/A),"F,Flx",1624,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
