ID,Player,Team,Position,RkOv,Status,FPts,FP/G,GP,FG-,3PTM,FT-,PTS,OREB,REB,AST,ST,BLK,TO,TF,EJ,3D,2D
*06dob*,Leaky Black,(N/A),"F,Flx",722,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03jr4*,Tarik Black,(N/A),"F,C,Flx",723,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*023z2*,Marqus Blakely,(N/A),"F,Flx",725,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04ggl*,Antonio Blakeney,(N/A),"G,Flx",726,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01uyx*,Eric Bledsoe,(N/A),"G,Flx",727,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*059q8*,Keljin Blevins,(N/A),"G,Flx",728,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0393h*,Vander Blue,(N/A),"G,Flx",730,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04sax*,Trevon Bluiett,(N/A),"G,Flx",731,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*059y5*,Bennie Boatwright,(N/A),"F,Flx",732,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*00166*,Andrew Bogut,(N/A),"C,Flx",735,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*059q2*,Marques Bolden,(N/A),"C,Flx",737,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*042ob*,Joel Bolomboy,(N/A),"F,Flx",739,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04xmx*,Tim Bond,(N/A),"G,Flx",740,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*051q1*,Jordan Bone,(N/A),"G,Flx",741,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04qsg*,Isaac Bonga,(N/A),"G,Flx",742,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*001ad*,Matt Bonner,(N/A),"F,C,Flx",743,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01uys*,Trevor Booker,(N/A),"F,C,Flx",745,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*059gh*,Phil Booth,(N/A),"G,Flx",746,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*001bi*,Carlos Boozer,(N/A),"F,C,Flx",747,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06exl*,Souley Boum,(N/A),"G,Flx",750,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qyz*,Jordan Bowden,(N/A),"G,Flx",751,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*059ce*,Brian Bowen,(N/A),"G,F,Flx",752,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*00177*,Ryan Bowen,(N/A),"F,Flx",753,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*059fx*,Ky Bowman,(N/A),"G,Flx",754,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01uyd*,Avery Bradley,(N/A),"G,Flx",755,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06mnu*,Pedro Bradshaw,(N/A),"F,Flx",756,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0016o*,Corey Brewer,(N/A),"G,F,Flx",760,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*001bn*,Ronnie Brewer,(N/A),"G,F,Flx",762,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04lbx*,Amida Brimah,(N/A),"C,Flx",763,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04l1o*,Isaiah Briscoe,(N/A),"G,Flx",764,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*064s9*,Izaiah Brockington,(N/A),"G,Flx",765,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04tk0*,Ryan Broekhoff,(N/A),"G,F,Flx",766,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*058n6*,Armoni Brooks,(N/A),"G,Flx",767,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*065us*,Garrison Brooks,(N/A),"F,Flx",769,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*027pa*,MarShon Brooks,(N/A),"G,F,Flx",770,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*059vu*,Barry Brown Jr.,(N/A),"G,Flx",772,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03r7o*,Anthony Brown,(N/A),"F,Flx",774,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*00qrq*,Bobby Brown,(N/A),"G,Flx",775,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*059g4*,Bryce Brown,(N/A),"G,Flx",776,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*059cd*,Charlie Brown,(N/A),"G,Flx",777,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05uut*,Chaundee Brown,(N/A),"G,Flx",778,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03kqr*,Jabari Brown,(N/A),"G,Flx",781,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*031n2*,Lorenzo Brown,(N/A),"G,Flx",783,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03e78*,Markel Brown,(N/A),"G,Flx",784,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0011j*,Shannon Brown,(N/A),"G,Flx",785,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04ex9*,Sterling Brown,(N/A),"G,Flx",786,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0666e*,Tevin Brown,(N/A),"G,Flx",787,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04qrs*,Troy Brown,(N/A),"F,Flx",788,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0393r*,Justin Brownlee,(N/A),"F,Flx",789,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*043vz*,Nicolas Brussino,(N/A),"G,F,Flx",790,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05s01*,Elijah Bryant,(N/A),"G,F,Flx",792,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05r0f*,Shaq Buchanan,(N/A),"G,Flx",793,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06qq7*,Boo Buie,(N/A),"G,Flx",794,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*031lw*,Trey Burke,(N/A),"G,Flx",796,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05xok*,Jordan Burns,(N/A),"G,Flx",798,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03kt8*,Deonte Burton,(N/A),"G,Flx",799,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04rvx*,Deonte Burton,(N/A),"G,F,Flx",800,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06mp1*,JC Butler,(N/A),"F,Flx",801,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*02h01*,Dwight Buycks,(N/A),"G,Flx",803,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03e6o*,Bruno Caboclo,(N/A),"F,Flx",804,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*059cc*,Devontae Cacok,(N/A),"F,Flx",805,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0051u*,Justin Cage,(N/A),"F,Flx",806,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*001b9*,Jose Calderon,(N/A),"G,Flx",807,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*059q9*,Perrion Callandret,(N/A),"G,Flx",808,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*00120*,Marcus Camby,(N/A),"F,C,Flx",809,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qv8*,Facundo Campazzo,(N/A),"G,Flx",810,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0051e*,Nik Caner-Medley,(N/A),"F,Flx",812,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*059vy*,Devin Cannady,(N/A),"G,Flx",813,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qtn*,Vernon Carey,(N/A),"C,Flx",816,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*052u4*,Jordan Caroline,(N/A),"F,Flx",817,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04xl5*,Phillip Carr,(N/A),"F,Flx",818,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01enq*,DeMarre Carroll,(N/A),"F,Flx",820,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04vu1*,Jeffrey Carroll,(N/A),"G,Flx",821,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0010i*,Matt Carroll,(N/A),"G,F,Flx",822,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03x59*,Sampson Carter,(N/A),"F,Flx",824,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*023z7*,Tweety Carter,(N/A),"G,Flx",825,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0016s*,Vince Carter,(N/A),"G,F,Flx",826,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01ng9*,Warren Carter,(N/A),"F,Flx",827,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*031ly*,Michael Carter-Williams,(N/A),"G,Flx",828,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03wlh*,Kyle Casey,(N/A),"F,Flx",829,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01eoi*,Omri Casspi,(N/A),"F,Flx",830,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03apz*,Willie Cauley-Stein,(N/A),"C,Flx",831,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04kjg*,Troy Caupain,(N/A),"G,Flx",832,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04kpp*,Tyler Cavanaugh,(N/A),"F,C,Flx",833,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qzv*,Ahmad Caver,(N/A),"G,Flx",834,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06cnb*,Malcolm Cazalon,(N/A),"G,Flx",835,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*005kn*,Mario Chalmers,(N/A),"G,Flx",836,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*00179*,Tyson Chandler,(N/A),"C,Flx",838,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0017y*,Wilson Chandler,(N/A),"F,Flx",839,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*027pd*,Norris Cole,(N/A),"G,Flx",861,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06ajv*,Xavier Cooks,(N/A),"F,Flx",876,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*038xi*,Robert Covington,(N/A),"F,Flx",887,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04xhx*,Angel Delgado,(N/A),"C,Flx",938,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06gnm*,Henri Drell,(N/A),"F,Flx",979,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04qss*,Vincent Edwards,(N/A),"F,Flx",1001,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06pw5*,Boogie Ellis,(N/A),"G,Flx",1010,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06prk*,Tristan Enaruna,(N/A),"F,Flx",1017,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qzf*,Jordan Ford,(N/A),"G,Flx",1069,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qu7*,Trent Forrest,(N/A),"G,Flx",1071,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06fwl*,Alex Fudge,(N/A),"F,Flx",1089,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06hdv*,Andrew Funk,(N/A),"G,Flx",1090,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*001bb*,Jorge Garbajosa,(N/A),"F,C,Flx",1102,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03xmw*,Harry Giles,(N/A),"C,Flx",1115,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05ujx*,RaiQuan Gray,(N/A),"F,Flx",1136,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*063u8*,Mouhamadou Gueye,(N/A),"F,Flx",1149,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*059qb*,Donta Hall,(N/A),"F,Flx",1156,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03e6z*,Joe Harris,(N/A),"G,F,Flx",1185,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04qsx*,Kevin Hervey,(N/A),"F,Flx",1208,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*059fv*,Ahmed Hill,(N/A),"G,Flx",1213,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0522u*,Jaylen Hoard,(N/A),"F,Flx",1221,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05uun*,Matthew Hurt,(N/A),"F,Flx",1249,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*031me*,Livio Jean-Charles,(N/A),"F,Flx",1278,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0016w*,Richard Jefferson,(N/A),"G,F,Flx",1283,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05ujy*,Georgios Kalaitzakis,(N/A),"F,Flx",1328,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03nwo*,Frank Kaminsky,(N/A),"C,Flx",1335,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*059qc*,Louis King,(N/A),"F,Flx",1348,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05ujv*,Balsa Koprivica,(N/A),"C,Flx",1364,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04qsv*,Arnoldas Kulboka,(N/A),"F,Flx",1373,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04exd*,Mathias Lessort,(N/A),"F,Flx",1398,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qtc*,Kira Lewis,(N/A),"G,Flx",1402,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qsr*,Theo Maledon,(N/A),"G,Flx",1436,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qu3*,Nico Mannion,(N/A),"G,Flx",1440,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01ngg*,Wesley Matthews,(N/A),"G,Flx",1463,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04uq7*,Brandon McCoy,(N/A),"C,Flx",1474,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*005lx*,JaVale McGee,(N/A),"C,Flx",1482,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06hdz*,Nathan Mensah,(N/A),"F,C,Flx",1499,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*062xs*,Chima Moneke,(N/A),"F,Flx",1526,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06cej*,Omari Moore,(N/A),"G,F,Flx",1535,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05wqk*,RJ Nembhard,(N/A),"G,Flx",1569,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06cer*,Markquis Nowell,(N/A),"G,Flx",1587,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qt6*,Jordan Nwora,(N/A),"F,Flx",1593,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06239*,Shareef ONeal,(N/A),"F,Flx",1599,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04fj9*,Cameron Oliver,(N/A),"F,Flx",1614,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*051pl*,Eric Paschall,(N/A),"F,Flx",1644,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04ewp*,Anzejs Pasecniks,(N/A),"C,Flx",1645,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05uj7*,Jason Preston,(N/A),"G,Flx",1691,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qtp*,Grant Riller,(N/A),"G,Flx",1729,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qt8*,Cassius Stanley,(N/A),"G,Flx",1830,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03ku8*,David Stockton,(N/A),"G,Flx",1840,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03yxu*,Milos Teodosic,(N/A),"G,Flx",1865,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qyv*,Brodric Thomas,(N/A),"G,Flx",1875,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05uj5*,Isaiah Todd,(N/A),"F,Flx",1894,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06ceu*,Azuolas Tubelis,(N/A),"F,Flx",1912,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05uuh*,Duane Washington,(N/A),"G,Flx",1953,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0590m*,Lindell Wigginton,(N/A),"G,Flx",1987,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*051px*,Justin Wright-Foreman,(N/A),"G,Flx",2039,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qu8*,Omer Yurtseven,(N/A),"C,Flx",2050,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03xmu*,Dragan Bender,GS,"F,C,Flx",695,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03kuc*,Jerrelle Benimon,UTA,"F,Flx",696,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*042oa*,Ben Bentil,DAL,"F,Flx",698,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03iy1*,Sim Bhullar,SAC,"C,Flx",710,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*051pr*,Ignas Brazdeikis,ORL,"F,Flx",758,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05l9e*,Corey Brewer,SAC,"G,Flx",761,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*031mk*,Isaiah Canaan,MIL,"G,Flx",811,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05xni*,Jalen Crutcher,ORL,"G,Flx",897,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*062sp*,Darius Days,PHI,"F,Flx",929,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06mnz*,Allen Flanigan,GS,"G,Flx",1060,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03r7i*,Rondae Hollis-Jefferson,POR,"F,Flx",1225,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04exn*,Alpha Kaba,ATL,"F,Flx",1325,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03r7k*,Nikola Milutinov,SA,"C,Flx",1515,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03r86*,SirDominic Pointer,CLE,"F,Flx",1675,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05uum*,Yves Pons,MEM,"F,Flx",1681,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05gwp*,Jontay Porter,TOR,"F,C,Flx",1683,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03r8a*,Nikola Radicevic,DEN,"G,Flx",1706,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04qsl*,Issuf Sanon,WAS,"G,Flx",1761,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03e6l*,Nik Stauskas,IND,"G,Flx",1832,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06hi8*,Vincent Valerio-Bodon,LAL,"F,Flx",1924,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06mo5*,Jimmy Whitt,GS,"G,Flx",1983,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04exj*,Jabari Bird,(N/A),"G,Flx",719,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0666f*,Eli Brooks,(N/A),"G,Flx",768,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01uzj*,Derrick Caracter,(N/A),"F,Flx",814,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*004zn*,Brian Chase,(N/A),"G,Flx",840,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04xhq*,Joe Chealey,(N/A),"G,Flx",841,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0554x*,Zylan Cheatham,(N/A),"F,Flx",842,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0051n*,Eric Chenowith,(N/A),"C,Flx",843,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03h91*,Will Cherry,(N/A),"G,Flx",844,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qzi*,Yoeli Childs,(N/A),"F,Flx",845,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04xgm*,Chris Chiozza,(N/A),"G,Flx",846,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*042n5*,Marquese Chriss,(N/A),"F,Flx",847,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03r7q*,Rakeem Christmas,(N/A),"F,Flx",848,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0390d*,Patrick Christopher,(N/A),"G,Flx",849,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04ug6*,Gary Clark,(N/A),"F,Flx",850,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*033h9*,Ian Clark,(N/A),"G,Flx",851,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06hsm*,Kihei Clark,(N/A),"G,Flx",852,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03woy*,Coty Clarke,BOS,"F,Flx",853,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04hot*,Gian Clavell,(N/A),"G,Flx",854,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01eod*,Victor Claver,(N/A),"G,F,Flx",855,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*000zm*,Speedy Claxton,(N/A),"G,Flx",856,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0570u*,Chris Clemons,(N/A),"G,Flx",858,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04laz*,Antonius Cleveland,(N/A),"G,Flx",859,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05xac*,Matt Coleman,(N/A),"G,Flx",862,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*044ia*,Kyle Collinsworth,(N/A),"G,Flx",863,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01eo2*,Darren Collison,(N/A),"G,Flx",864,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04xhu*,Bonzie Colson,(N/A),"F,Flx",865,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06aw1*,Chance Comanche,(N/A),"C,Flx",866,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06giy*,George Conditt,(N/A),"F,Flx",867,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*00523*,Will Conroy,(N/A),"G,Flx",868,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0484m*,Elgin Cook,(N/A),"F,Flx",869,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qzl*,Keandre Cook,(N/A),"G,Flx",870,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03xh1*,Quinn Cook,(N/A),"G,Flx",871,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*057ot*,Tyler Cook,(N/A),"F,Flx",872,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*048zr*,Derek Cooke Jr.,(N/A),"F,Flx",873,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04is9*,Charles Cooke,MIA,"G,Flx",874,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06fzs*,Javonte Cooke,(N/A),"G,Flx",875,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03j8m*,Jack Cooley,(N/A),"F,C,Flx",877,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*02oiz*,Chris Copeland,(N/A),"F,Flx",879,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*042oc*,Petr Cornelie,(N/A),"F,Flx",880,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04838*,Matt Costello,(N/A),"F,Flx",881,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
