"ID","Player","Team","Position","Status","Roster Status","Opponent","FPts","FP/G","Ros","+/-","FG-","3PTM","FT-","PTS","OREB","REB","AST","ST","BLK","TO","TF","EJ","3D","2D"
"*05uie*","Scottie Barnes","TOR","G,F,Flx","J&J","Active","","682","68.2","100%","0%","9.4","1.5","1.7","20.7","2.4","8.7","7.0","1.4","0.6","3.4","0.40","0.00","0.1","5"
"*03xmt*","Guerschon Yabusele","PHI","F,C,Flx","BabyOil","Reserve","","678","37.67","40%","+2.9%","3.8","1.7","0.6","9.7","1.8","5.5","1.7","0.7","0.5","1.3","0.00","0.00","0.0","1"
"*000zv*","Al Horford","BOS","F,C,Flx","Fent","Active","MIA Mon 7:30PM","677","42.31","79%","-2.4%","4.0","2.2","0.0","9.4","1.0","5.1","2.3","0.8","0.9","0.9","0.00","0.00","0.0","1"
"*05qu0*","Jaden McDaniels","MIN","F,Flx","TRH","Active","LAL Mon 8:00PM","667","35.11","74%","-1.4%","5.2","1.2","0.4","10.2","1.3","3.7","1.9","1.2","0.8","1.1","0.05","0.00","0.0","0"
"*06mk6*","Carlton Carrington","WAS","G,Flx","DBD","Active","","656","36.44","70%","-6.9%","4.7","1.4","0.3","8.8","0.2","3.9","4.4","1.2","0.3","1.9","0.06","0.00","0.0","1"
"*049kc*","Malik Monk","SAC","G,Flx","J&J","Active","","655","46.79","83%","+6.3%","6.4","2.1","0.5","15.4","0.1","3.5","3.9","0.9","0.6","1.3","0.07","0.00","0.0","0"
"*03nwk*","Kelly Oubre Jr.","PHI","G,F,Flx","EE","Active","","653","36.28","77%","-0.4%","6.6","1.1","0.5","12.7","1.6","5.1","1.3","1.1","0.6","1.4","0.00","0.00","0.0","0"
"*06mjw*","Stephon Castle","SA","G,Flx","EE","Active","","647","32.35","80%","+1.9%","6.3","1.2","0.8","11.3","0.8","2.6","3.7","0.8","0.5","1.8","0.00","0.00","0.0","0"
"*042nf*","Caris LeVert","CLE","G,F,Flx","TRH","Active","","643","42.87","74%","-4.3%","3.7","1.7","0.5","11.6","0.6","3.0","4.1","0.9","0.5","1.3","0.07","0.00","0.0","0"
"*03e6n*","Jusuf Nurkic","PHO","C,Flx","TRUMP","Active","","634","39.62","93%","+0.2%","4.1","0.9","1.1","8.9","1.8","9.9","1.3","0.9","0.6","2.3","0.06","0.00","0.0","6"
"*03lg1*","Ben Simmons","BKN","G,C,Flx","TRH","Active","@CHI Mon 8:00PM","634","39.62","77%","-1.3%","1.8","0.0","0.2","5.4","1.1","5.8","6.6","0.8","0.5","2.6","0.13","0.00","0.0","0"
"*05qt3*","Desmond Bane","MEM","G,F,Flx","420","Active","","631","45.07","99%","-0.1%","7.4","1.8","0.5","13.9","0.8","6.4","3.9","0.9","0.5","2.2","0.07","0.00","0.0","2"
"*04qru*","Donte DiVincenzo","MIN","G,F,Flx","ROMO","Reserve","LAL Mon 8:00PM","627","33","84%","-1.5%","5.6","2.2","0.2","8.9","0.3","2.9","3.3","1.2","0.3","1.8","0.00","0.00","0.0","0"
"*027ou*","Klay Thompson","DAL","G,F,Flx","TRH","Inj Res","","626","36.82","92%","-2.1%","7.6","2.9","0.1","13.2","0.7","3.6","1.8","0.6","0.4","0.9","0.00","0.00","0.0","0"
"*06211*","Chet Holmgren","OKC","F,C,Flx","Fent","Inj Res","","623","62.3","99%","0%","5.5","1.4","1.1","16.4","1.6","8.7","2.0","0.8","2.6","2.3","0.00","0.00","0.0","4"
"*06mjz*","Donovan Clingan","POR","C,Flx","MylS","Inj Res","","622","36.59","77%","-3.1%","2.1","0.2","0.4","5.8","3.2","6.7","0.3","0.5","2.2","1.0","0.00","0.00","0.0","1"
"*03nwl*","Terry Rozier","MIA","G,Flx","ROMO","Reserve","@BOS Mon 7:30PM","617","38.56","91%","-1.3%","6.6","2.2","0.3","13.0","0.6","3.6","3.4","0.6","0.4","1.8","0.00","0.00","0.0","0"
"*051op*","Rui Hachimura","LAL","F,Flx","BabyOil","Active","@MIN Mon 8:00PM","616","41.07","71%","-0.3%","5.5","1.7","0.3","12.1","2.1","5.4","1.7","0.7","0.5","0.5","0.00","0.00","0.0","1"
"*02nf9*","Andre Drummond","PHI","C,Flx","TRH","Reserve","","597","35.12","68%","-3.1%","2.9","0.1","1.2","8.1","2.9","8.2","0.6","1.3","0.5","1.7","0.06","0.00","0.0","3"
"*02nf3*","Bradley Beal","PHO","G,F,Flx","Tribunal","Reserve","","595","54.09","97%","0%","6.8","2.5","0.5","18.2","0.5","3.7","3.2","1.2","0.8","1.5","0.00","0.00","0.0","0"
"*051pb*","Nicolas Claxton","BKN","C,Flx","15","Inj Res","@CHI Mon 8:00PM","594","39.6","96%","-0.9%","2.1","0.0","1.2","8.5","1.9","7.6","2.4","0.6","1.3","1.3","0.13","0.13","0.0","3"
"*05uih*","Jonathan Kuminga","GS","F,C,Flx","DBD","Active","","592","34.82","92%","-1.9%","6.6","1.1","1.6","13.5","1.1","4.1","1.8","1.1","0.4","1.4","0.00","0.00","0.0","0"
"*0621t*","Peyton Watson","DEN","G,F,Flx","Tribunal","Reserve","","592","32.89","54%","-5.2%","3.9","0.9","0.4","9.9","1.1","3.6","1.3","0.8","1.0","0.8","0.06","0.00","0.0","0"
"*06mk1*","Zach Edey","MEM","C,Flx","MylS","Reserve","","583","41.64","93%","-0.9%","2.9","0.4","0.8","11.1","3.1","6.9","0.8","0.9","1.0","1.6","0.07","0.00","0.0","2"
"*06cdn*","Scoot Henderson","POR","G,Flx","420","Inj Res","","568","35.5","90%","-1.1%","6.1","1.0","0.7","11.7","0.7","2.9","5.4","0.9","0.1","3.1","0.00","0.00","0.0","0"
"*04qrw*","Kevin Huerter","SAC","G,Flx","MylS","Reserve","","564","31.33","41%","-12%","5.0","1.6","0.3","8.9","0.3","3.4","2.1","1.1","0.6","1.1","0.00","0.00","0.0","0"
"*06cc7*","Brandin Podziemski","GS","G,Flx","MylS","Active","","560","31.11","70%","-4.4%","4.9","0.8","0.3","7.7","1.1","4.7","3.5","0.7","0.4","1.2","0.06","0.00","0.0","0"
"*05uip*","Corey Kispert","WAS","G,F,Flx","MylS","Reserve","","536","29.78","47%","+1.5%","5.8","1.9","0.2","11.3","0.4","3.5","1.4","0.7","0.1","1.2","0.00","0.00","0.0","0"
"*05qsl*","Patrick Williams","CHI","F,Flx","Fent","Reserve","BKN Mon 8:00PM","532","35.47","50%","-11.6%","5.5","1.9","0.3","9.9","1.1","5.0","2.3","1.0","0.5","1.9","0.07","0.00","0.0","1"
"*03e74*","Spencer Dinwiddie","DAL","G,Flx","TRUMP","Active","","518","27.26","32%","+10.7%","3.4","1.2","0.3","7.4","0.2","1.6","3.2","0.7","0.2","0.7","0.00","0.00","0.0","0"
"*06216*","Shaedon Sharpe","POR","G,F,Flx","J&J","Reserve","","514","39.54","91%","-0.2%","8.5","1.8","0.8","18.0","0.8","3.2","2.3","0.9","0.2","1.9","0.00","0.00","0.0","0"
"*04qrp*","Miles Bridges","CHA","F,Flx","Tribunal","Reserve","","508","46.18","98%","-0.4%","7.6","2.2","0.5","16.0","0.7","6.5","3.0","0.6","0.5","1.4","0.09","0.09","0.0","0"
"*03byk*","Jordan Clarkson","UTA","G,F,Flx","PRO","Reserve","","503","38.69","77%","-5.5%","8.2","1.7","0.7","15.0","0.8","3.8","3.8","0.8","0.1","2.0","0.00","0.00","0.0","0"
"*05uul*","Jose Alvarado","NO","G,Flx","TRH","Inj Res","@ATL Mon 7:30PM","456","41.45","29%","-1.8%","5.5","2.2","0.3","10.7","0.5","2.2","4.5","1.5","0.3","1.3","0.00","0.00","0.0","0"
"*051ok*","De'Andre Hunter","ATL","F,Flx","EE","Active","NO Mon 7:30PM","446","44.6","73%","-0.2%","6.5","2.3","0.5","18.2","0.6","4.3","1.3","0.7","0.2","1.4","0.00","0.00","0.0","0"
"*01uyj*","Paul George","PHI","G,F,Flx","420","Active","","442","49.11","98%","-0.4%","8.2","1.8","0.7","14.4","0.9","5.7","4.8","2.1","0.2","3.1","0.00","0.00","0.0","1"
"*06cbx*","Jaime Jaquez","MIA","G,F,Flx","MylS","Active","@BOS Mon 7:30PM","438","31.29","70%","-2.3%","4.4","0.6","0.7","8.6","1.4","5.4","2.4","0.9","0.1","1.6","0.00","0.00","0.0","0"
"*031lx*","CJ McCollum","NO","G,Flx","TRUMP","Active","@ATL Mon 7:30PM","414","51.75","97%","+0.1%","9.8","2.9","0.9","20.0","0.6","3.5","3.3","1.4","0.5","1.6","0.00","0.00","0.0","0"
"*03al0*","Aaron Gordon","DEN","F,Flx","Fent","Active","","404","50.5","92%","-0.3%","4.5","1.6","0.5","14.8","2.4","6.0","3.3","0.8","0.3","1.3","0.13","0.00","0.0","2"
"*04ewr*","Kyle Kuzma","WAS","F,Flx","DBD","Inj Res","","401","33.42","96%","-0.9%","8.8","1.3","0.8","15.8","0.7","5.6","1.9","0.4","0.3","2.4","0.00","0.00","0.0","1"
"*04qrl*","Wendell Carter","ORL","C,Flx","Tribunal","Inj Res","","395","43.89","80%","+0.7%","2.8","0.4","0.7","8.9","1.9","7.9","2.2","1.1","0.7","1.1","0.00","0.00","0.0","1"
"*06210*","Paolo Banchero","ORL","F,Flx","Tribunal","Inj Res","","393","78.6","100%","0%","9.8","2.2","4.2","29.0","2.4","8.8","5.6","0.6","0.8","2.2","0.20","0.00","0.0","2"
"*0496e*","Alex Caruso","OKC","G,Flx","PRO","Reserve","","374","28.77","67%","-3%","3.6","0.6","0.2","5.0","0.7","2.9","2.2","1.8","0.7","0.7","0.00","0.00","0.0","0"
"*05uir*","Trey Murphy","NO","F,Flx","Tribunal","Active","@ATL Mon 7:30PM","356","44.5","96%","+0.2%","9.8","2.5","0.6","17.8","1.0","5.4","2.0","0.8","0.6","1.5","0.00","0.00","0.0","0"
"*051oh*","Zion Williamson","NO","F,C,Flx","BabyOil","Inj Res","@ATL Mon 7:30PM","355","59.17","99%","-0.3%","9.5","0.3","3.3","22.7","2.7","8.0","5.3","0.7","1.2","3.7","0.17","0.00","0.0","3"
"*04ex6*","Isaiah Hartenstein","OKC","C,Flx","15","Active","","341","68.2","96%","+0.7%","4.2","0.0","1.2","15.2","2.8","13.8","3.8","0.4","1.6","2.2","0.00","0.00","0.0","5"
"*04qs4*","Robert Williams","POR","C,Flx","ROMO","Reserve","","334","47.71","66%","-4.2%","1.6","0.1","0.1","9.6","2.1","6.0","1.4","1.1","1.9","1.0","0.00","0.00","0.0","0"
"*05qtd*","Nick Richards","CHA","C,Flx","EE","Active","","333","55.5","70%","+3.1%","2.3","0.0","1.7","11.2","3.5","9.3","1.7","0.5","2.5","1.3","0.00","0.00","0.0","3"
"*06218*","Jeremy Sochan","SA","F,Flx","PRO","Inj Res","","323","46.14","88%","+1.1%","6.0","0.4","1.1","15.4","2.4","7.7","3.0","1.0","0.4","2.3","0.29","0.00","0.0","2"
"*042nw*","Malcolm Brogdon","WAS","G,Flx","Sar","Reserve","","292","41.71","66%","+5.5%","4.4","0.7","0.4","14.6","0.9","4.6","2.9","0.6","0.3","1.6","0.00","0.00","0.0","2"
"*03r7l*","Larry Nance","ATL","F,C,Flx","Fent","Active","NO Mon 7:30PM","282","31.33","14%","-0.9%","1.7","1.6","0.1","7.9","1.1","2.4","1.2","0.8","0.3","0.4","0.00","0.00","0.0","0"
"*05qtr*","Devin Vassell","SA","G,F,Flx","PRO","Reserve","","262","43.67","94%","-1%","6.0","2.8","0.0","16.7","0.3","1.3","3.0","0.7","0.5","2.0","0.00","0.00","0.0","0"
"*03al2*","Joel Embiid","PHI","C,Flx","EE","Reserve","","206","51.5","99%","-0.1%","9.0","0.8","0.0","19.8","1.3","7.5","3.5","0.5","1.0","3.3","0.00","0.00","0.0","1"
"*03el5*","Kristaps Porzingis","BOS","F,C,Flx","MylS","Active","MIA Mon 7:30PM","180","60","97%","+1%","6.7","2.0","1.0","19.3","0.7","7.3","1.7","1.3","0.7","0.3","0.00","0.00","0.0","0"
"*042nq*","Dejounte Murray","NO","G,Flx","420","Active","@ATL Mon 7:30PM","174","43.5","100%","+0.1%","11.5","1.3","0.5","14.8","0.5","6.5","5.8","1.8","0.3","3.5","0.00","0.00","0.0","1"
"*049ka*","Lonzo Ball","CHI","G,Flx","420","Reserve","BKN Mon 8:00PM","145","29","43%","+1.2%","2.6","1.2","0.0","4.4","0.2","2.4","3.8","1.2","0.6","1.0","0.20","0.00","0.0","0"
"*05qu9*","Immanuel Quickley","TOR","G,Flx","J&J","Inj Res","","108","36","96%","-0.9%","8.7","2.0","0.3","15.3","0.3","2.0","4.0","0.7","0.0","1.3","0.00","0.00","0.0","0"
"*027oz*","Kawhi Leonard","LAC","G,F,Flx","ROMO","Inj Res","","0","0","95%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0621e*","Mark Williams","CHA","C,Flx","TRUMP","Inj Res","","0","0","92%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02ng3*","Khris Middleton","MIL","F,Flx","Fent","Inj Res","","0","0","90%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*031m0*","Kelly Olynyk","TOR","F,C,Flx","ROMO","Inj Res","","0","0","51%","-0.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
