"ID","Player","Team","Position","RkOv","Status","Roster Status","Opponent","FPts","FP/G","Ros","+/-","FG-","3PTM","FT-","PTS","OREB","REB","AST","ST","BLK","TO","TF","EJ","3D","2D"
"*049kd*","Deandre Ayton","POR","C,Flx","126","DBD","Reserve","","2060","51.5","88%","-1.7%","5.1","0.1","0.5","14.4","3.1","10.2","1.6","0.8","1.0","1.7","0.07","0.00","0.0","20"
"*04ex8*","Dillon Brooks","HOU","G,F,Flx","127","TRH","Active","@NO Thu 8:00PM","2050","35.34","59%","-1.8%","6.9","2.4","0.3","13.5","1.2","3.9","1.6","0.8","0.2","1.0","0.21","0.00","0.0","0"
"*0623m*","Keon Ellis","SAC","G,F,Flx","128","J&J","Active","","2030","34.41","60%","-1%","2.9","1.7","0.2","8.1","0.8","2.6","1.3","1.4","0.8","0.8","0.02","0.00","0.0","0"
"*03e74*","Spencer Dinwiddie","DAL","G,Flx","129","J&J","Active","","2022","33.15","59%","+12.1%","4.7","1.3","0.5","10.1","0.2","2.3","3.8","0.9","0.2","1.2","0.03","0.00","0.0","1"
"*0015e*","Mike Conley","MIN","G,Flx","130","Sar","Inj Res","","2005","37.13","63%","-2.8%","4.1","1.8","0.1","8.1","0.5","2.6","4.5","1.2","0.2","1.1","0.00","0.00","0.0","1"
"*062dn*","Julian Champagnie","SA","F,Flx","131","ROMO","Reserve","","2000","33.33","40%","-2.3%","4.6","2.2","0.1","9.9","0.8","3.8","1.3","0.8","0.5","0.9","0.02","0.02","0.0","0"
"*05qtr*","Devin Vassell","SA","G,F,Flx","132","PRO","Reserve","","1998","44.4","92%","+0.3%","7.8","2.2","0.4","15.9","0.6","3.7","2.9","1.2","0.5","1.4","0.02","0.00","0.0","1"
"*06mju*","Alex Sarr","WAS","F,C,Flx","133","TRUMP","Active","","1997","43.41","93%","-0.4%","6.8","1.5","0.8","11.8","1.7","6.5","2.3","0.7","1.5","1.3","0.00","0.00","0.0","6"
"*06mk1*","Zach Edey","MEM","C,Flx","136","MylS","Active","","1977","41.19","91%","+0.4%","2.7","0.3","0.6","9.3","3.3","7.8","0.9","0.6","1.2","1.4","0.02","0.00","0.0","9"
"*027pe*","Jimmy Butler","GS","F,Flx","137","420","Active","@BKN Thu 7:30PM","1976","56.46","97%","-0.3%","5.2","0.4","1.2","16.8","2.3","5.3","4.9","1.1","0.4","1.2","0.00","0.00","0.0","2"
"*03wr4*","T.J. McConnell","IND","G,Flx","138","MylS","Active","@ATL Thu 7:30PM","1974","34.63","50%","0%","3.9","0.2","0.3","9.7","0.5","2.4","4.5","1.1","0.3","1.5","0.04","0.00","0.0","1"
"*03ad4*","D'Angelo Russell","BKN","G,Flx","139","EE","Active","GS Thu 7:30PM","1963","41.77","91%","-0.3%","6.6","2.0","0.3","12.9","0.3","2.7","5.1","1.0","0.4","1.9","0.04","0.00","0.0","3"
"*06cc2*","Gradey Dick","TOR","G,F,Flx","140","MylS","Inj Res","","1958","36.26","74%","-3.5%","7.1","2.1","0.4","14.4","0.8","3.6","1.8","0.9","0.2","1.5","0.00","0.00","0.0","0"
"*06cc7*","Brandin Podziemski","GS","G,F,Flx","141","Sar","Active","@BKN Thu 7:30PM","1946","39.71","87%","-0.9%","5.2","1.4","0.4","10.3","1.1","5.0","3.5","1.1","0.2","1.1","0.02","0.00","0.0","2"
"*051p9*","Keldon Johnson","SA","G,F,Flx","143","420","Reserve","","1938","34","71%","-2.1%","5.0","1.1","0.6","12.2","1.4","4.5","1.5","0.6","0.2","0.9","0.02","0.00","0.0","2"
"*04qru*","Donte DiVincenzo","MIN","G,F,Flx","144","ROMO","Active","","1934","42.98","91%","+1.8%","5.6","2.8","0.2","11.4","0.5","3.7","3.7","1.3","0.2","1.6","0.00","0.00","0.0","1"
"*06cac*","Cason Wallace","OKC","G,F,Flx","145","Sar","Active","","1934","35.81","55%","+3%","3.8","1.1","0.1","7.8","1.0","3.5","2.5","1.7","0.5","0.8","0.02","0.00","0.0","0"
"*03el5*","Kristaps Porzingis","BOS","F,C,Flx","146","MylS","Reserve","PHI Thu 7:30PM","1926","60.19","98%","0%","7.2","2.4","0.8","18.9","1.6","6.8","1.9","0.8","1.6","1.2","0.06","0.00","0.0","4"
"*042nf*","Caris LeVert","ATL","G,F,Flx","148","TRH","Active","IND Thu 7:30PM","1902","39.62","76%","+2.6%","4.7","1.6","0.6","11.6","0.6","3.1","3.5","0.9","0.5","1.3","0.02","0.00","0.0","1"
"*042nq*","Dejounte Murray","NO","G,Flx","149","420","Inj Res","HOU Thu 8:00PM","1902","61.35","70%","-0.6%","9.7","1.7","0.7","17.5","0.5","6.5","7.4","2.0","0.4","3.4","0.00","0.00","0.0","8"
"*04s00*","Duncan Robinson","MIA","G,F,Flx","150","ROMO","Reserve","","1900","32.76","41%","+2.5%","5.1","2.5","0.1","11.0","0.2","2.4","2.7","0.5","0.1","1.2","0.03","0.00","0.0","0"
"*04qrl*","Wendell Carter","ORL","F,C,Flx","151","Tribunal","Active","CHI Thu 7:00PM","1868","37.36","79%","-0.4%","3.8","0.4","0.8","8.8","2.1","7.5","2.2","0.8","0.5","1.2","0.10","0.02","0.0","8"
"*042n2*","Kris Dunn","LAC","G,Flx","152","J&J","Reserve","","1866","33.93","51%","+2.8%","3.3","0.9","0.1","6.2","0.9","3.6","3.0","1.8","0.3","1.1","0.02","0.02","0.0","0"
"*04qry*","Grayson Allen","PHO","G,F,Flx","153","MylS","Reserve","","1865","37.3","59%","-5.3%","4.3","2.4","0.3","10.6","0.6","3.3","2.1","0.9","0.3","1.1","0.00","0.00","0.0","1"
"*0621g*","Tari Eason","HOU","F,Flx","154","EE","Active","@NO Thu 8:00PM","1853","46.33","87%","-0.4%","4.8","1.1","0.5","11.7","2.3","6.4","1.3","1.9","0.9","1.1","0.07","0.00","0.0","4"
"*0621y*","Max Christie","DAL","G,F,Flx","156","J&J","Reserve","","1847","31.31","63%","-1.8%","4.0","1.4","0.3","9.5","0.5","3.0","1.8","0.8","0.4","1.0","0.00","0.00","0.0","0"
"*051p1*","Brandon Clarke","MEM","F,C,Flx","158","PRO","Reserve","","1837","32.23","37%","+4.3%","2.2","0.0","0.4","8.2","2.0","5.1","1.0","0.8","0.5","0.6","0.00","0.00","0.0","2"
"*03aq2*","Jerami Grant","POR","F,Flx","159","EE","Reserve","","1829","40.64","88%","-1.6%","7.7","2.3","0.6","14.4","0.6","3.5","2.2","0.9","1.0","1.4","0.00","0.00","0.0","0"
"*000zv*","Al Horford","BOS","F,C,Flx","160","Fent","Reserve","PHI Thu 7:30PM","1820","37.14","65%","+2.5%","4.2","1.8","0.0","8.2","1.2","5.7","1.9","0.6","0.9","0.7","0.00","0.00","0.0","3"
"*06mkg*","Kyshawn George","WAS","G,F,Flx","163","BabyOil","Reserve","","1796","32.65","52%","-2.1%","5.1","1.7","0.3","8.4","0.8","4.1","2.4","0.9","0.7","1.5","0.02","0.00","0.0","0"
"*05qzh*","Naji Marshall","DAL","G,F,Flx","164","420","Reserve","","1782","35.64","55%","+7.8%","4.5","0.9","0.3","11.3","1.0","4.3","2.7","1.0","0.1","1.5","0.06","0.02","0.0","3"
"*06210*","Paolo Banchero","ORL","F,Flx","170","EE","Active","CHI Thu 7:00PM","1755","60.52","100%","0%","10.6","1.8","2.6","24.2","1.0","6.9","5.0","0.8","0.8","3.1","0.10","0.00","0.0","4"
"*06218*","Jeremy Sochan","SA","F,Flx","172","ROMO","Inj Res","","1749","42.66","87%","-0.6%","3.8","0.5","0.7","11.3","2.4","6.9","2.5","0.9","0.6","1.6","0.12","0.00","0.0","8"
"*0621e*","Mark Williams","CHA","C,Flx","176","TRUMP","Active","","1730","57.67","98%","0%","4.3","0.0","0.9","15.5","3.1","9.9","2.3","0.6","1.2","1.2","0.00","0.00","0.0","12"
"*03nwl*","Terry Rozier","MIA","G,Flx","177","ROMO","Reserve","","1728","32.6","73%","-2.2%","6.5","1.5","0.3","11.8","0.7","3.9","2.8","0.6","0.3","1.4","0.04","0.02","0.0","0"
"*06mkl*","Isaiah Collier","UTA","G,Flx","178","EE","Active","","1713","31.72","67%","-1.6%","4.3","0.5","0.6","7.5","0.4","3.1","6.1","0.9","0.2","2.9","0.06","0.00","0.0","8"
"*051oh*","Zion Williamson","NO","F,C,Flx","181","BabyOil","Active","HOU Thu 8:00PM","1699","70.79","100%","+0.1%","7.3","0.1","2.9","24.8","2.7","7.3","5.2","1.3","0.9","2.9","0.08","0.00","0.0","6"
"*06mjz*","Donovan Clingan","POR","C,Flx","183","MylS","Active","","1696","34.61","80%","-1.9%","2.0","0.1","0.5","5.8","2.8","6.9","0.9","0.5","1.6","1.2","0.00","0.00","0.0","4"
"*05qtd*","Nick Richards","PHO","C,Flx","187","15","Reserve","","1668","38.79","69%","-1.4%","2.4","0.0","0.9","9.1","2.5","8.6","1.0","0.3","1.1","1.4","0.02","0.00","0.0","13"
"*04ewr*","Kyle Kuzma","MIL","F,Flx","190","DBD","Active","","1659","37.7","93%","-1.1%","7.8","1.4","1.2","15.2","0.8","6.2","2.5","0.6","0.2","2.3","0.00","0.00","0.0","5"
"*06ccf*","Ausar Thompson","DET","F,Flx","194","BabyOil","Active","","1638","39.95","91%","0%","3.3","0.2","0.9","9.8","1.7","5.0","2.3","1.9","0.5","1.3","0.05","0.00","0.0","1"
"*06mk7*","Kel'el Ware","MIA","F,C,Flx","201","Sar","Reserve","","1606","36.5","79%","-0.8%","3.0","0.6","0.3","8.7","1.6","6.4","0.9","0.6","1.1","0.9","0.00","0.00","0.0","7"
"*06mle*","Kyle Filipowski","UTA","F,C,Flx","202","MylS","Active","","1598","30.73","58%","+5.5%","2.8","0.9","0.7","7.9","1.3","5.3","1.9","0.5","0.2","1.3","0.00","0.00","0.0","7"
"*03lg1*","Ben Simmons","LAC","G,C,Flx","210","Tribunal","Reserve","","1543","40.61","71%","-4.3%","2.3","0.0","0.2","6.3","0.9","5.2","6.7","0.9","0.5","2.4","0.08","0.00","0.0","1"
"*06212*","Jabari Smith","HOU","F,C,Flx","215","Tribunal","Active","@NO Thu 8:00PM","1507","37.67","88%","-1.4%","5.6","1.6","0.3","11.5","1.9","6.7","0.9","0.3","0.9","1.0","0.10","0.00","0.0","5"
"*03al0*","Aaron Gordon","DEN","F,Flx","216","Fent","Inj Res","","1495","41.53","88%","-1.5%","4.4","1.2","0.6","12.9","1.6","4.9","3.1","0.5","0.3","1.3","0.06","0.00","0.0","2"
"*05uul*","Jose Alvarado","NO","G,Flx","218","TRH","Reserve","HOU Thu 8:00PM","1480","38.95","50%","-11.2%","4.8","2.0","0.2","9.5","0.5","2.4","4.4","1.3","0.2","1.1","0.05","0.00","0.0","0"
"*06mk3*","Matas Buzelis","CHI","F,Flx","226","TRUMP","Active","@ORL Thu 7:00PM","1389","23.15","67%","-1.3%","3.4","0.9","0.2","7.1","0.7","3.0","0.8","0.3","0.8","0.7","0.00","0.00","0.0","0"
"*05uih*","Jonathan Kuminga","GS","F,C,Flx","228","DBD","Inj Res","@BKN Thu 7:30PM","1380","43.12","93%","-0.5%","7.2","1.3","1.9","16.8","1.4","5.0","2.2","0.9","0.6","1.6","0.00","0.00","0.0","2"
"*03byk*","Jordan Clarkson","UTA","G,F,Flx","231","ROMO","Active","","1354","42.31","74%","-4.6%","8.2","2.4","0.7","16.6","0.7","3.2","3.9","0.8","0.3","2.1","0.06","0.03","0.0","0"
"*03e6n*","Jusuf Nurkic","CHA","C,Flx","239","MylS","Reserve","","1276","39.88","83%","-4.7%","3.5","0.7","0.8","8.2","1.9","8.8","2.3","1.0","0.7","2.2","0.06","0.03","0.0","8"
"*0496e*","Alex Caruso","OKC","G,Flx","240","PRO","Inj Res","","1273","32.64","61%","-2.9%","3.2","1.1","0.1","6.1","0.7","2.8","2.6","1.7","0.5","0.6","0.00","0.00","0.0","0"
"*02ng3*","Khris Middleton","WAS","F,Flx","241","Fent","Active","","1267","43.69","86%","0%","4.6","1.4","0.3","12.6","0.2","3.8","4.4","0.9","0.3","1.7","0.00","0.00","0.0","0"
"*049ka*","Lonzo Ball","CHI","G,Flx","242","420","Reserve","@ORL Thu 7:00PM","1258","35.94","54%","-1.6%","4.4","1.9","0.1","7.6","0.7","3.4","3.3","1.3","0.5","1.2","0.03","0.00","0.0","0"
"*0558t*","Max Strus","CLE","G,F,Flx","248","PRO","Reserve","","1229","37.24","50%","+0.2%","4.3","2.3","0.1","8.9","0.9","4.2","3.1","0.6","0.3","0.9","0.03","0.00","0.0","0"
"*02nf9*","Andre Drummond","PHI","C,Flx","249","EE","Active","@BOS Thu 7:30PM","1227","33.16","75%","+9.4%","2.8","0.1","0.9","7.4","2.7","7.9","0.8","1.0","0.4","1.4","0.08","0.00","0.0","5"
"*04ewc*","Zach Collins","CHI","F,C,Flx","263","J&J","Active","@ORL Thu 7:00PM","1119","25.43","61%","+3.5%","2.3","0.5","0.2","6.2","1.5","3.8","1.7","0.5","0.4","0.8","0.07","0.02","0.0","3"
"*06211*","Chet Holmgren","OKC","F,C,Flx","269","Fent","Active","","1091","60.61","100%","0%","5.3","1.3","1.1","15.0","1.8","8.5","1.9","0.9","2.7","2.0","0.06","0.00","0.0","7"
"*05qu9*","Immanuel Quickley","TOR","G,Flx","270","Tribunal","Active","","1086","47.22","97%","-0.3%","7.4","2.3","0.6","16.5","0.3","3.2","5.5","0.5","0.1","1.8","0.00","0.00","0.0","2"
"*05uj1*","Cameron Thomas","BKN","G,F,Flx","273","PRO","Active","GS Thu 7:30PM","1078","51.33","99%","0%","9.9","2.8","0.8","24.2","0.6","3.4","3.4","0.7","0.0","2.6","0.10","0.00","0.0","0"
"*042n1*","Brandon Ingram","TOR","G,F,Flx","274","EE","Inj Res","","1058","58.78","93%","-2.5%","9.9","2.4","0.4","22.2","0.9","5.6","5.2","0.9","0.6","3.8","0.00","0.00","0.0","0"
"*03e6u*","Bogdan Bogdanovic","LAC","G,F,Flx","279","Tribunal","Reserve","","1008","29.65","70%","+1.5%","6.1","2.0","0.2","10.6","0.4","2.6","2.4","0.8","0.2","1.5","0.00","0.00","0.0","0"
"*031m0*","Kelly Olynyk","NO","F,C,Flx","286","MylS","Active","HOU Thu 8:00PM","966","32.2","66%","+4.6%","2.8","0.8","0.4","8.1","1.3","4.6","2.5","0.6","0.3","1.5","0.03","0.00","0.0","1"
"*027oz*","Kawhi Leonard","LAC","G,F,Flx","287","ROMO","Active","","954","47.7","96%","0%","8.2","1.9","0.6","18.1","0.9","5.0","2.7","1.2","0.5","2.1","0.00","0.00","0.0","1"
"*042nw*","Malcolm Brogdon","WAS","G,Flx","297","Fent","Inj Res","","886","36.92","47%","-1.7%","5.7","0.7","0.5","12.7","0.9","3.8","4.1","0.5","0.2","1.6","0.00","0.00","0.0","2"
"*05qt4*","Aaron Nesmith","IND","F,Flx","314","Sar","Active","@ATL Thu 7:30PM","788","31.52","54%","+3.2%","3.6","1.4","0.2","9.9","0.7","3.8","1.3","0.6","0.4","0.8","0.04","0.00","0.0","0"
"*04qs4*","Robert Williams","POR","C,Flx","327","TRH","Inj Res","","707","35.35","37%","-3%","1.4","0.1","0.1","5.8","1.8","5.9","1.1","0.7","1.6","0.8","0.00","0.00","0.0","0"
"*05uit*","Kai Jones","DAL","C,Flx","384","EE","Reserve","","371","12.79","23%","+15.7%","0.4","0.0","0.1","2.8","0.6","1.9","0.3","0.2","0.5","0.4","0.00","0.00","0.0","0"
"*04qsd*","Mitchell Robinson","NY","C,Flx","481","TRUMP","Reserve","@LAL Thu 10:00PM","59","19.67","52%","-2.1%","1.3","0.0","0.0","5.0","2.3","4.0","0.3","0.0","0.3","0.3","0.00","0.00","0.0","0"
