"ID","Player","Team","Position","Status","Roster Status","Opponent","FPts","FP/G","Ros","+/-","FG-","3PTM","FT-","PTS","OREB","REB","AST","ST","BLK","TO","TF","EJ","3D","2D"
"*05uiz*","Quentin Grimes","PHI","G,F,Flx","15","Active","@TOR Wed 7:30PM","469","67","72%","+0.4%","7.3","2.9","1.0","22.4","1.0","4.6","4.0","1.9","0.6","2.6","0.00","0.00","0.0","0"
"*06210*","Paolo Banchero","ORL","F,Flx","EE","Active","","467","77.83","100%","0%","8.5","2.5","2.0","29.8","0.8","6.3","4.3","1.5","0.3","3.0","0.00","0.00","0.0","0"
"*03nwm*","Devin Booker","PHO","G,F,Flx","Sar","Active","@HOU Wed 8:00PM","467","66.71","99%","-0.1%","9.6","3.0","0.7","24.4","1.1","4.9","7.1","1.0","0.0","3.7","0.14","0.00","0.0","0"
"*03ad2*","Myles Turner","IND","C,Flx","PRO","Active","","463","57.88","100%","0%","5.3","2.5","0.6","16.4","0.6","6.0","1.9","0.8","1.8","1.0","0.00","0.00","0.0","1"
"*05qtt*","Onyeka Okongwu","ATL","C,Flx","420","Active","CHA Wed 7:30PM","460","65.71","96%","0%","4.1","0.7","0.6","15.6","4.3","11.0","2.3","1.0","1.4","1.4","0.14","0.00","0.0","4"
"*05qt3*","Desmond Bane","MEM","G,F,Flx","420","Active","UTA Wed 8:00PM","459","76.5","100%","-0.1%","9.5","1.5","0.3","23.5","1.5","10.0","5.3","1.2","0.7","2.8","0.00","0.00","0.2","3"
"*04ewn*","OG Anunoby","NY","G,F,Flx","15","Active","@POR Wed 10:00PM","455","65","98%","-0.3%","9.6","3.1","0.7","20.3","2.1","6.1","3.4","1.7","1.0","1.7","0.00","0.00","0.0","0"
"*05qu0*","Jaden McDaniels","MIN","F,Flx","TRH","Active","@DEN Wed 10:00PM","455","65","89%","-0.3%","6.4","1.7","0.1","17.6","2.0","6.9","3.9","1.9","0.6","0.9","0.00","0.00","0.0","2"
"*03xmv*","Jayson Tatum","BOS","F,Flx","ROMO","Reserve","OKC Wed 7:30PM","453","90.6","100%","0%","12.6","4.0","1.0","32.8","1.6","10.4","5.8","1.0","0.8","4.0","0.20","0.00","0.0","3"
"*051ot*","Tyler Herro","MIA","G,Flx","TRH","Active","LAC Wed 8:00PM","451","64.43","100%","0%","10.6","2.7","0.7","22.1","0.4","4.1","6.4","1.0","0.9","1.7","0.00","0.00","0.0","1"
"*051on*","Coby White","CHI","G,Flx","DBD","Active","","451","64.43","99%","0%","10.4","3.3","0.4","26.9","0.3","4.4","3.1","1.4","0.1","2.1","0.00","0.00","0.0","0"
"*04ewt*","Derrick White","BOS","G,Flx","BabyOil","Active","OKC Wed 7:30PM","448","64","100%","-0.1%","8.0","4.1","0.1","18.9","0.4","3.3","5.0","1.3","0.7","1.0","0.00","0.00","0.0","1"
"*04ewc*","Zach Collins","CHI","F,C,Flx","Sar","Active","","444","63.43","58%","-6.2%","3.9","1.3","0.6","14.3","3.3","10.4","3.6","1.0","0.6","1.7","0.00","0.00","0.0","4"
"*04ewm*","Jarrett Allen","CLE","C,Flx","ROMO","Active","","443","63.29","100%","-0.1%","2.7","0.0","0.4","14.1","2.9","9.9","1.9","1.7","1.3","1.1","0.00","0.00","0.0","4"
"*0621k*","Christian Braun","DEN","G,F,Flx","MylS","Active","MIN Wed 10:00PM","439","62.71","88%","-0.1%","6.3","2.3","0.3","19.0","1.0","5.3","3.9","1.1","0.7","0.9","0.00","0.00","0.0","1"
"*03ams*","Zach LaVine","SAC","G,F,Flx","420","Active","","430","61.43","99%","-0.3%","7.6","3.3","0.3","23.9","0.3","5.1","3.3","0.7","0.1","2.7","0.00","0.00","0.0","0"
"*027oz*","Kawhi Leonard","LAC","G,F,Flx","ROMO","Active","@MIA Wed 8:00PM","430","61.43","96%","0%","10.0","2.3","1.4","22.6","1.9","6.4","3.0","1.7","0.6","2.1","0.00","0.00","0.0","1"
"*05qzh*","Naji Marshall","DAL","G,F,Flx","420","Active","@SA Wed 8:00PM","430","61.43","70%","+0.7%","8.3","1.0","0.6","19.4","2.0","8.6","4.7","1.7","0.0","2.6","0.00","0.00","0.0","3"
"*06217*","Dyson Daniels","ATL","G,F,Flx","TRUMP","Active","CHA Wed 7:30PM","428","61.14","96%","0%","4.6","1.0","1.1","15.7","0.7","5.3","5.6","2.4","0.3","2.3","0.00","0.00","0.0","0"
"*04qru*","Donte DiVincenzo","MIN","G,F,Flx","ROMO","Active","@DEN Wed 10:00PM","425","60.71","91%","-0.8%","5.1","4.3","0.4","15.0","0.3","4.1","4.1","1.6","0.3","0.9","0.00","0.00","0.0","0"
"*05qtr*","Devin Vassell","SA","G,F,Flx","PRO","Active","DAL Wed 8:00PM","423","60.43","94%","-0.2%","7.9","2.9","0.3","18.3","0.4","5.0","3.4","1.7","0.9","1.1","0.00","0.00","0.0","1"
"*06216*","Shaedon Sharpe","POR","G,F,Flx","Fent","Reserve","NY Wed 10:00PM","423","52.88","92%","-1.2%","8.5","1.9","0.9","20.5","1.5","6.1","3.8","0.6","0.3","2.6","0.00","0.00","0.0","1"
"*06mjw*","Stephon Castle","SA","G,Flx","PRO","Active","DAL Wed 8:00PM","423","60.43","86%","-0.1%","8.6","1.7","2.1","22.0","2.4","5.1","4.9","1.3","0.0","1.6","0.00","0.00","0.0","0"
"*05uir*","Trey Murphy","NO","F,Flx","420","Active","","418","52.25","99%","0%","8.8","2.4","0.5","19.3","1.1","4.8","3.4","0.9","1.0","2.8","0.00","0.00","0.0","0"
"*05uiq*","Alperen Sengun","HOU","C,Flx","EE","Active","PHO Wed 8:00PM","415","69.17","100%","0%","4.7","0.2","2.3","20.0","3.8","9.2","5.5","1.0","1.0","4.2","0.00","0.00","0.0","2"
"*06mle*","Kyle Filipowski","UTA","F,C,Flx","MylS","Active","@MEM Wed 8:00PM","412","51.5","65%","-1.2%","5.4","2.1","1.1","16.0","2.3","7.9","2.4","0.6","0.3","2.3","0.00","0.00","0.0","3"
"*05qug*","Anthony Edwards","MIN","G,F,Flx","TRUMP","Active","@DEN Wed 10:00PM","406","67.67","100%","0%","7.3","3.5","1.0","24.5","0.3","5.8","4.7","1.0","0.2","1.3","0.33","0.17","0.0","1"
"*01eon*","DeMar DeRozan","SAC","G,F,Flx","DBD","Active","","395","56.43","100%","-0.1%","10.0","1.1","0.4","22.7","1.4","4.7","6.4","0.6","0.1","1.7","0.29","0.00","0.0","1"
"*02nfz*","Draymond Green","GS","F,C,Flx","DBD","Active","","395","56.43","95%","-0.7%","4.7","0.9","0.9","10.3","1.9","8.4","7.3","1.7","0.1","2.6","0.14","0.00","0.0","2"
"*05qt1*","Payton Pritchard","BOS","G,Flx","PRO","Reserve","OKC Wed 7:30PM","385","55","81%","-0.8%","4.9","3.9","0.0","15.4","1.1","3.0","3.4","0.9","0.3","0.4","0.00","0.00","0.0","1"
"*0621u*","Andrew Nembhard","IND","G,Flx","TRUMP","Reserve","","385","48.12","77%","+0.1%","4.0","1.1","0.3","9.8","0.6","2.8","6.5","1.9","0.5","2.0","0.00","0.00","0.0","2"
"*0621l*","Walker Kessler","UTA","C,Flx","Tribunal","Active","@MEM Wed 8:00PM","382","76.4","98%","0%","2.2","0.0","2.0","15.4","5.6","14.2","1.6","0.6","2.6","1.4","0.00","0.00","0.0","3"
"*051or*","Cameron Johnson","BKN","F,Flx","PRO","Active","","381","54.43","96%","-0.2%","7.7","2.4","1.0","17.7","1.4","4.6","4.1","1.6","0.1","1.7","0.00","0.00","0.0","0"
"*04qsa*","Jalen Brunson","NY","G,Flx","J&J","Inj Res","@POR Wed 10:00PM","379","75.8","98%","-1.8%","11.2","2.0","1.0","30.4","0.4","4.2","7.2","1.4","0.2","3.0","0.00","0.00","0.0","1"
"*04ex6*","Isaiah Hartenstein","OKC","C,Flx","15","Active","@BOS Wed 7:30PM","377","53.86","96%","-0.3%","3.1","0.0","0.3","12.0","1.6","8.7","3.9","1.0","0.6","1.0","0.00","0.00","0.0","4"
"*05uid*","Evan Mobley","CLE","F,C,Flx","J&J","Active","","375","62.5","100%","0%","5.5","1.2","1.8","17.7","2.8","9.8","3.5","0.7","1.2","2.8","0.00","0.00","0.0","3"
"*04qrk*","Trae Young","ATL","G,Flx","J&J","Active","CHA Wed 7:30PM","369","61.5","100%","-0.1%","11.2","1.3","0.2","22.3","0.0","2.7","12.0","0.7","0.0","4.0","0.17","0.00","0.0","4"
"*0527h*","Naz Reid","MIN","F,C,Flx","Fent","Active","@DEN Wed 10:00PM","366","52.29","99%","-0.1%","9.4","3.0","0.7","15.4","1.7","8.6","3.3","0.9","1.0","1.9","0.29","0.00","0.0","2"
"*04qrr*","Michael Porter","DEN","F,Flx","15","Active","MIN Wed 10:00PM","363","51.86","99%","-0.2%","8.0","2.6","0.6","17.1","1.9","8.4","1.6","0.6","0.4","1.0","0.00","0.00","0.0","3"
"*06mjz*","Donovan Clingan","POR","C,Flx","MylS","Reserve","NY Wed 10:00PM","363","45.38","78%","-2.5%","2.8","0.1","1.5","7.6","3.3","8.5","2.6","0.5","1.6","1.0","0.00","0.00","0.0","1"
"*051ol*","Darius Garland","CLE","G,Flx","J&J","Active","","360","51.43","99%","0%","10.9","2.7","0.1","18.6","0.6","3.0","6.6","1.1","0.0","2.0","0.00","0.00","0.0","1"
"*04s00*","Duncan Robinson","MIA","G,F,Flx","ROMO","Active","LAC Wed 8:00PM","360","45","39%","-5.6%","5.8","3.5","0.1","15.8","0.3","2.6","3.1","0.5","0.0","1.4","0.00","0.00","0.0","0"
"*027pe*","Jimmy Butler","GS","F,Flx","420","Active","","359","59.83","98%","-0.1%","6.0","0.7","0.8","17.2","1.7","5.3","6.0","1.2","0.2","2.0","0.00","0.00","0.2","1"
"*06cd4*","Toumani Camara","POR","G,F,Flx","TRH","Reserve","NY Wed 10:00PM","359","44.88","74%","-1.7%","5.6","1.6","0.9","11.6","2.0","5.3","2.5","1.8","0.6","1.5","0.00","0.00","0.0","0"
"*05uie*","Scottie Barnes","TOR","G,F,Flx","J&J","Active","PHI Wed 7:30PM","358","59.67","100%","0%","9.8","0.7","1.0","17.5","3.3","8.5","4.5","1.8","1.0","2.3","0.00","0.00","0.0","3"
"*0621e*","Mark Williams","CHA","C,Flx","TRUMP","Active","@ATL Wed 7:30PM","356","71.2","98%","0%","4.0","0.0","1.2","19.6","2.6","11.8","2.2","0.8","1.6","1.8","0.00","0.00","0.0","4"
"*04ewu*","Josh Hart","NY","G,F,Flx","Sar","Active","@POR Wed 10:00PM","351","50.14","98%","0%","5.3","1.1","1.1","12.1","1.6","10.3","3.9","0.9","0.4","3.0","0.00","0.00","0.0","2"
"*05ujt*","Aaron Wiggins","OKC","G,F,Flx","EE","Active","@BOS Wed 7:30PM","350","43.75","57%","-4%","6.1","2.4","0.4","15.0","1.3","4.8","2.1","0.8","0.1","1.1","0.00","0.00","0.0","0"
"*05qu9*","Immanuel Quickley","TOR","G,Flx","Tribunal","Active","PHI Wed 7:30PM","346","57.67","97%","-0.3%","8.3","3.0","1.2","21.5","0.7","4.0","5.0","0.5","0.0","1.3","0.00","0.00","0.0","0"
"*06ccf*","Ausar Thompson","DET","F,Flx","BabyOil","Active","","345","43.12","90%","-0.6%","3.9","0.0","0.8","9.9","2.6","5.4","2.4","2.1","0.8","1.5","0.00","0.00","0.0","0"
"*06mkg*","Kyshawn George","WAS","G,F,Flx","BabyOil","Active","","341","48.71","59%","+2.8%","6.0","2.0","0.1","11.1","0.6","5.4","3.6","1.1","1.9","2.3","0.00","0.00","0.0","0"
"*042n2*","Kris Dunn","LAC","G,Flx","J&J","Reserve","@MIA Wed 8:00PM","341","42.62","49%","-2.7%","3.6","0.9","0.0","7.6","0.5","3.4","4.3","2.1","0.6","0.9","0.00","0.00","0.0","0"
"*042nf*","Caris LeVert","ATL","G,F,Flx","TRH","Active","CHA Wed 7:30PM","340","56.67","76%","-2.8%","6.7","2.5","0.3","20.0","0.3","2.7","3.2","1.3","0.7","1.2","0.00","0.00","0.0","0"
"*03lls*","Jaylen Brown","BOS","G,F,Flx","420","Active","OKC Wed 7:30PM","339","67.8","99%","-0.2%","12.0","1.8","1.8","26.8","1.6","6.4","5.4","1.8","0.6","3.2","0.20","0.00","0.0","0"
"*05qt4*","Aaron Nesmith","IND","F,Flx","Sar","Reserve","","338","42.25","62%","-0.4%","6.0","2.5","0.1","14.4","0.8","4.3","1.6","0.8","0.5","1.1","0.00","0.00","0.0","0"
"*027ou*","Klay Thompson","DAL","G,F,Flx","TRH","Active","@SA Wed 8:00PM","336","48","92%","-0.6%","9.3","3.7","0.1","18.9","0.6","3.1","2.4","0.4","0.7","1.0","0.00","0.00","0.0","0"
"*005kc*","Russell Westbrook","DEN","G,Flx","Fent","Active","MIN Wed 10:00PM","335","47.86","91%","-0.2%","6.9","1.9","0.6","12.7","2.4","5.3","4.6","1.0","0.9","2.4","0.00","0.00","0.0","0"
"*04qrn*","Mikal Bridges","NY","G,F,Flx","DBD","Active","@POR Wed 10:00PM","334","47.71","99%","-0.2%","5.9","0.9","0.3","15.1","0.9","3.1","4.9","0.7","0.7","1.0","0.00","0.00","0.0","0"
"*051pb*","Nicolas Claxton","BKN","C,Flx","15","Active","","332","47.43","97%","-0.3%","3.1","0.0","0.7","9.7","2.1","6.1","3.7","0.6","1.7","1.0","0.00","0.00","0.0","0"
"*06213*","Keegan Murray","SAC","F,Flx","TRH","Active","","330","47.14","97%","-0.4%","5.9","2.6","0.1","15.1","1.6","5.1","1.4","0.3","0.9","0.4","0.00","0.00","0.0","0"
"*051oi*","Ja Morant","MEM","G,Flx","420","Active","UTA Wed 8:00PM","329","65.8","100%","0%","11.8","1.4","1.0","28.2","0.6","3.8","7.8","1.4","0.0","3.6","0.20","0.00","0.0","1"
"*051oj*","RJ Barrett","TOR","G,F,Flx","ROMO","Active","PHI Wed 7:30PM","326","54.33","99%","-0.1%","9.3","2.0","2.0","19.0","1.3","6.8","6.3","0.3","0.3","3.2","0.00","0.00","0.0","1"
"*05qtd*","Nick Richards","PHO","C,Flx","15","Reserve","@HOU Wed 8:00PM","326","46.57","69%","-1.9%","2.1","0.0","0.3","13.0","2.4","9.9","1.1","0.0","0.7","1.4","0.14","0.00","0.0","3"
"*05qtq*","Tre Jones","CHI","G,Flx","Tribunal","Active","","324","46.29","46%","+0.7%","3.9","0.7","0.3","12.7","1.0","3.4","4.9","0.7","0.4","0.7","0.00","0.00","0.0","0"
"*005ki*","Brook Lopez","MIL","C,Flx","Fent","Active","","323","46.14","97%","-0.3%","4.0","1.1","0.1","12.6","2.1","6.1","1.6","0.4","1.3","1.0","0.00","0.00","0.0","1"
"*06mkl*","Isaiah Collier","UTA","G,Flx","EE","Reserve","@MEM Wed 8:00PM","322","40.25","65%","-2.9%","4.8","0.4","1.5","11.0","0.4","3.3","7.1","1.1","0.3","3.0","0.13","0.00","0.0","2"
"*0017e*","Chris Paul","SA","G,Flx","Sar","Active","DAL Wed 8:00PM","314","44.86","95%","-0.9%","2.3","1.7","0.1","7.3","0.3","2.0","6.7","1.1","0.3","0.9","0.00","0.00","0.0","0"
"*03ajv*","Julius Randle","MIN","F,C,Flx","Tribunal","Active","@DEN Wed 10:00PM","312","62.4","100%","0%","6.8","1.2","0.4","17.6","3.2","8.2","7.2","0.2","0.2","2.8","0.00","0.00","0.0","3"
"*027p4*","Tobias Harris","DET","F,Flx","Tribunal","Active","","311","51.83","97%","+0.3%","5.5","1.3","0.3","15.5","1.2","8.2","2.0","1.0","0.7","1.2","0.17","0.00","0.0","1"
"*06ca8*","Amen Thompson","HOU","G,F,Flx","BabyOil","Inj Res","PHO Wed 8:00PM","311","62.2","97%","-1.8%","5.0","0.2","1.4","16.0","3.6","10.4","5.0","0.4","0.8","2.2","0.00","0.00","0.0","3"
"*06mkd*","Yves Missi","NO","C,Flx","TRH","Reserve","","310","38.75","71%","-1.3%","3.0","0.0","1.3","11.0","3.3","6.4","1.1","0.8","0.6","1.1","0.00","0.00","0.0","1"
"*051p9*","Keldon Johnson","SA","G,F,Flx","420","Reserve","DAL Wed 8:00PM","309","44.14","69%","-2.6%","5.1","1.6","0.7","15.9","1.7","5.4","1.7","0.4","0.3","1.3","0.00","0.00","0.0","0"
"*05qtj*","Deni Avdija","POR","G,F,Flx","PRO","Active","NY Wed 10:00PM","308","61.6","97%","-0.3%","5.4","1.4","1.0","18.0","1.4","8.4","4.6","0.4","0.4","3.4","0.00","0.00","0.2","2"
"*031lx*","CJ McCollum","NO","G,Flx","420","Reserve","","306","51","98%","-0.3%","8.5","3.5","0.2","17.8","1.0","3.3","4.3","0.8","0.2","1.8","0.00","0.00","0.0","0"
"*049kb*","De'Aaron Fox","SA","G,Flx","TRUMP","Active","DAL Wed 8:00PM","305","43.57","100%","0%","8.0","1.4","0.3","16.3","0.1","3.3","5.7","0.3","0.3","1.9","0.00","0.00","0.0","0"
"*05uul*","Jose Alvarado","NO","G,Flx","TRH","Reserve","","304","38","50%","-1.5%","6.0","1.8","0.1","9.3","0.4","2.0","5.0","1.5","0.3","0.9","0.00","0.00","0.0","1"
"*042ne*","Malik Beasley","DET","G,F,Flx","BabyOil","Active","","303","37.88","75%","-1%","7.4","3.8","0.5","16.3","0.6","2.3","1.3","1.0","0.3","0.9","0.25","0.13","0.0","0"
"*06mk1*","Zach Edey","MEM","C,Flx","MylS","Active","UTA Wed 8:00PM","301","50.17","91%","-1.1%","3.2","0.2","0.2","10.3","5.3","9.7","0.8","0.3","1.7","0.8","0.00","0.00","0.0","1"
"*05uic*","Jalen Green","HOU","G,Flx","Tribunal","Active","PHO Wed 8:00PM","300","42.86","99%","-0.1%","9.3","2.4","0.4","16.1","0.3","5.0","4.4","0.9","0.1","2.6","0.14","0.00","0.0","0"
"*04ewe*","Donovan Mitchell","CLE","G,Flx","J&J","Active","","298","59.6","100%","-0.2%","11.2","2.2","2.0","26.8","0.6","5.0","4.4","1.0","0.2","3.0","0.00","0.00","0.0","0"
"*06cdn*","Scoot Henderson","POR","G,Flx","420","Reserve","NY Wed 10:00PM","296","37","92%","-1.7%","7.3","1.6","0.9","14.0","0.8","3.1","4.4","1.0","0.1","2.6","0.13","0.00","0.0","0"
"*06mk6*","Carlton Carrington","WAS","G,Flx","DBD","Active","","293","41.86","67%","-2.7%","6.7","2.0","0.3","10.4","0.9","4.6","5.0","1.0","0.4","1.7","0.00","0.00","0.0","0"
"*031m4*","Dennis Schroder","DET","G,Flx","15","Inj Res","","292","41.71","82%","-0.1%","4.9","1.6","0.4","11.0","0.7","3.1","5.0","0.7","0.4","1.3","0.00","0.00","0.0","0"
"*05uii*","Franz Wagner","ORL","G,F,Flx","MylS","Active","","291","48.5","100%","0%","10.3","1.0","0.7","21.8","0.7","4.5","3.7","1.3","0.2","1.8","0.17","0.00","0.0","0"
"*03ad0*","Tyus Jones","PHO","G,Flx","DBD","Active","@HOU Wed 8:00PM","290","41.43","78%","-3.5%","3.6","2.4","0.0","8.6","0.1","2.0","5.7","0.9","0.0","0.7","0.00","0.00","0.0","1"
"*0527l*","Luguentz Dort","OKC","G,F,Flx","ROMO","Active","@BOS Wed 7:30PM","286","40.86","57%","-2.3%","5.7","3.1","0.0","11.1","1.4","4.4","1.9","1.6","0.3","0.6","0.14","0.14","0.0","0"
"*02nf9*","Andre Drummond","PHI","C,Flx","EE","Active","@TOR Wed 7:30PM","282","47","70%","-6%","4.5","0.3","0.8","10.2","4.0","10.0","2.2","0.8","0.5","0.8","0.00","0.00","0.0","2"
"*06cby*","Keyonte George","UTA","G,Flx","Fent","Active","@MEM Wed 8:00PM","277","46.17","95%","-0.8%","9.2","2.5","1.2","16.5","0.3","4.2","5.7","0.7","0.2","2.3","0.00","0.00","0.0","0"
"*03nwk*","Kelly Oubre Jr.","PHI","G,F,Flx","PRO","Inj Res","@TOR Wed 7:30PM","277","55.4","90%","-1.1%","7.0","2.2","1.2","20.8","1.0","3.4","2.4","1.6","0.6","1.8","0.00","0.00","0.0","0"
"*03ad3*","Karl-Anthony Towns","NY","F,C,Flx","BabyOil","Active","@POR Wed 10:00PM","276","55.2","99%","-0.1%","8.4","1.8","1.2","18.2","2.4","11.2","1.6","0.8","0.6","2.6","0.00","0.00","0.0","3"
"*000zv*","Al Horford","BOS","F,C,Flx","Fent","Reserve","OKC Wed 7:30PM","274","54.8","65%","-2%","4.6","1.6","0.2","11.8","1.4","8.6","2.4","1.6","0.8","1.0","0.00","0.00","0.0","0"
"*06211*","Chet Holmgren","OKC","F,C,Flx","Fent","Active","@BOS Wed 7:30PM","272","54.4","100%","0%","5.8","0.6","0.8","12.4","1.8","8.8","2.4","0.8","2.4","1.2","0.00","0.00","0.0","2"
"*05qto*","LaMelo Ball","CHA","G,Flx","J&J","Active","@ATL Wed 7:30PM","269","53.8","100%","0%","13.4","3.6","0.6","20.2","1.4","6.6","6.6","0.6","0.2","4.2","0.00","0.00","0.0","2"
"*031m0*","Kelly Olynyk","NO","F,C,Flx","MylS","Reserve","","268","44.67","58%","-8.6%","4.2","1.0","0.8","11.3","1.3","5.8","3.8","0.7","0.7","1.5","0.00","0.00","0.0","0"
"*05uja*","Miles McBride","NY","G,Flx","J&J","Active","@POR Wed 10:00PM","263","37.57","51%","-1.1%","5.3","1.7","0.6","9.9","0.9","3.1","3.7","1.0","0.3","0.4","0.00","0.00","0.0","0"
"*0015e*","Mike Conley","MIN","G,Flx","Sar","Inj Res","@DEN Wed 10:00PM","261","43.5","63%","-1.9%","2.8","2.2","0.0","9.3","0.5","2.8","4.0","1.2","0.3","0.8","0.00","0.00","0.0","0"
"*06212*","Jabari Smith","HOU","F,C,Flx","J&J","Reserve","PHO Wed 8:00PM","260","37.14","89%","-0.4%","7.0","1.9","1.0","12.4","2.0","7.3","0.6","0.3","0.6","0.4","0.00","0.00","0.0","0"
"*04jwd*","Royce O'Neale","PHO","G,F,Flx","TRH","Reserve","@HOU Wed 8:00PM","260","37.14","47%","-2.8%","2.7","2.7","0.0","8.1","0.7","3.6","2.4","0.6","0.1","0.3","0.00","0.00","0.0","0"
"*042n6*","Jakob Poeltl","TOR","C,Flx","15","Reserve","PHI Wed 7:30PM","259","51.8","98%","-0.4%","3.2","0.0","0.6","14.8","2.4","6.4","3.0","1.4","0.4","1.2","0.20","0.00","0.0","1"
"*0558t*","Max Strus","CLE","G,F,Flx","PRO","Active","","258","36.86","51%","-0.4%","5.0","2.4","0.0","9.7","1.4","4.9","2.7","0.6","0.0","1.0","0.00","0.00","0.0","0"
"*051p8*","Jordan Poole","WAS","G,Flx","DBD","Active","","257","64.25","99%","-0.1%","8.3","3.8","0.0","22.3","0.8","3.8","3.0","1.8","0.5","1.8","0.00","0.00","0.0","0"
