"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","FG-","3PTM","FT-","PTS","OREB","REB","AST","ST","BLK","TO","TF","EJ","3D","2D"
"*03e75*","Nikola Jokic","DEN","C,Flx","1","PartyMar","@HOU Fri 9:30PM","347","115.67","100%","-0.1%","3","29.0","6","4","91","11","41","36","3","3","17","0","0","3","3"
"*05qsq*","Tyrese Maxey","PHI","G,Flx","3","420","","338","112.67","100%","-0.1%","3","32.0","15","4","117","1","10","24","7","4","12","0","0","0","0"
"*05uiu*","Jalen Johnson","ATL","F,Flx","7","ASS","","279","93","100%","-0.1%","3","19.0","7","3","76","2","30","23","5","1","13","0","0","0","2"
"*04qro*","Shai Gilgeous-Alexander","OKC","G,Flx","2","L Bozo","@UTA Fri 10:00PM","269","89.67","100%","-0.1%","3","22.0","7","3","89","3","14","18","7","1","7","0","0","0","0"
"*01eo6*","James Harden","LAC","G,Flx","5","ASS","","257","85.67","100%","-0.1%","3","39.0","12","3","96","3","18","21","4","2","12","0","0","0","0"
"*05uig*","Josh Giddey","CHI","G,Flx","22","Bomb","MIA Fri 8:00PM","254","84.67","100%","-0.1%","3","22.0","4","4","56","6","32","32","3","3","13","0","0","1","2"
"*049kb*","DeAaron Fox","SA","G,Flx","160","Penta","","249","83","98%","0%","3","26.0","9","5","80","2","8","23","6","1","6","0","0","0","1"
"*05qtj*","Deni Avdija","POR","G,F,Flx","13","GOD","@GS Fri 10:00PM","242","80.67","100%","-0.1%","3","31.0","7","6","80","4","22","23","2","3","8","0","0","1","1"
"*06mjz*","Donovan Clingan","POR","C,Flx","60","GOD","@GS Fri 10:00PM","242","80.67","97%","+0.4%","3","16.0","3","1","42","24","44","8","1","9","2","0","0","0","2"
"*051ox*","Nickeil Alexander-Walker","ATL","G,Flx","74","PRO","","235","78.33","79%","+0.7%","3","24.0","12","3","88","2","10","12","2","3","4","0","0","0","0"
"*04ewe*","Donovan Mitchell","CLE","G,Flx","9","Penta","IND Fri 7:00PM","228","76","100%","-0.1%","3","28.0","11","5","88","2","13","14","5","0","10","0","0","0","0"
"*04kj6*","Luka Doncic","LAL","G,Flx","8","GOD","","227","113.5","100%","-0.1%","2","21.0","7","5","78","1","14","16","5","2","11","0","0","0","1"
"*042nm*","Pascal Siakam","IND","F,C,Flx","30","BALL","@CLE Fri 7:00PM","227","75.67","99%","-0.2%","3","26.0","10","3","81","5","15","11","4","2","5","0","0","0","0"
"*05uir*","Trey Murphy","NO","G,F,Flx","25","420","@DAL Fri 8:30PM","214","71.33","100%","0%","3","17.0","11","0","61","3","15","6","11","1","11","1","0","0","0"
"*0527h*","Naz Reid","MIN","F,C,Flx","84","GWBush","@PHO Fri 9:00PM","214","71.33","96%","+0.6%","3","19.0","12","1","69","5","23","6","3","1","5","1","0","0","1"
"*042n4*","Jamal Murray","DEN","G,Flx","38","L Bozo","@HOU Fri 9:30PM","213","71","99%","-0.2%","3","32.0","8","3","73","0","17","24","2","0","8","0","0","0","2"
"*06217*","Dyson Daniels","ATL","G,F,Flx","45","TRUMP","","205","68.33","100%","-0.1%","3","8.0","0","1","31","9","22","23","9","1","12","0","0","0","1"
"*05qtt*","Onyeka Okongwu","ATL","F,C,Flx","31","UBER","","205","68.33","99%","0%","3","16.0","10","0","63","2","12","13","3","4","9","0","0","0","0"
"*03ajv*","Julius Randle","MIN","F,Flx","6","PRO","@PHO Fri 9:00PM","203","67.67","100%","-0.1%","3","28.0","3","6","70","4","22","18","3","0","4","0","0","0","1"
"*027p0*","Nikola Vucevic","CHI","C,Flx","37","9/11ST","MIA Fri 8:00PM","202","67.33","100%","-0.2%","3","27.0","10","0","56","2","29","10","2","4","4","0","0","0","1"
"*04ex6*","Isaiah Hartenstein","OKC","C,Flx","17","L Bozo","@UTA Fri 10:00PM","201","67","99%","-0.1%","3","8.0","0","1","32","14","31","14","5","3","5","0","0","0","1"
"*05qt3*","Desmond Bane","ORL","G,F,Flx","77","UBER","","199","66.33","99%","0%","3","30.0","7","0","64","4","17","14","7","1","8","0","0","0","0"
"*04azw*","Lauri Markkanen","UTA","F,Flx","15","TRUMP","OKC Fri 10:00PM","195","97.5","99%","-0.1%","2","27.0","9","2","78","4","12","4","4","2","2","0","0","0","0"
"*06v5n*","Kon Knueppel","CHA","G,F,Flx","42","Bomb","","193","64.33","94%","+0.3%","3","23.0","11","0","60","9","19","11","3","2","10","0","0","0","0"
"*06211*","Chet Holmgren","OKC","F,C,Flx","65","L Bozo","@UTA Fri 10:00PM","190","63.33","100%","-0.1%","3","19.0","6","2","72","7","24","3","1","5","11","0","0","0","0"
"*05qu9*","Immanuel Quickley","TOR","G,Flx","36","Bomb","WAS Fri 7:30PM","190","63.33","99%","-0.2%","3","18.0","9","0","45","0","18","17","5","0","6","0","0","0","1"
"*06v5h*","Derik Queen","NO","C,Flx","108","L Bozo","@DAL Fri 8:30PM","186","62","76%","+1.5%","3","15.0","1","5","48","9","24","13","4","6","11","0","0","0","0"
"*042nt*","Ivica Zubac","LAC","C,Flx","33","TRUMP","","183","61","100%","-0.1%","3","19.0","0","0","44","12","44","3","2","1","2","0","0","0","3"
"*051p9*","Keldon Johnson","SA","G,F,Flx","100","9/11FT","","182","60.67","57%","+5.4%","3","14.0","4","1","57","4","26","5","3","0","4","0","0","0","1"
"*0621c*","Jalen Duren","DET","C,Flx","27","Penta","","180","90","100%","-0.1%","2","5.0","0","7","55","9","23","6","2","1","3","0","0","0","1"
"*042n1*","Brandon Ingram","TOR","F,Flx","41","420","WAS Fri 7:30PM","180","60","99%","-0.2%","3","21.0","5","4","68","3","11","10","5","3","11","0","0","0","0"
"*06227*","Ryan Rollins","MIL","G,Flx","19","ASS","","180","60","83%","+0.1%","3","33.0","7","2","66","1","10","22","4","0","10","0","0","0","1"
"*04qrr*","Michael Porter","BKN","F,Flx","39","GWBush","@BOS Fri 7:30PM","179","89.5","99%","+0.1%","2","15.0","7","1","59","2","15","9","3","0","3","0","0","0","0"
"*06cby*","Keyonte George","UTA","G,Flx","34","UBER","OKC Fri 10:00PM","178","89","98%","0%","2","27.0","8","0","67","0","6","14","6","0","8","0","0","0","0"
"*042n6*","Jakob Poeltl","TOR","C,Flx","141","TRUMP","WAS Fri 7:30PM","178","59.33","95%","-0.2%","3","4.0","0","10","54","8","26","6","2","1","3","0","0","0","0"
"*05uj4*","Santi Aldama","MEM","F,C,Flx","64","L Bozo","","178","59.33","93%","-0.1%","3","17.0","7","3","51","3","22","7","2","3","2","0","0","0","1"
"*04qrl*","Wendell Carter","ORL","C,Flx","58","ASS","","178","59.33","85%","+0.4%","3","16.0","4","1","39","7","25","10","3","4","2","0","0","0","1"
"*04qrp*","Miles Bridges","CHA","F,Flx","26","BALL","","177","59","100%","-0.1%","3","34.0","9","1","62","6","17","9","4","3","4","0","0","0","0"
"*05uie*","Scottie Barnes","TOR","F,Flx","12","UBER","WAS Fri 7:30PM","174","58","100%","-0.1%","3","21.0","0","1","46","8","26","17","3","4","9","1","0","0","1"
"*02nf7*","Harrison Barnes","SA","F,Flx","99","PartyMar","","174","58","52%","+14.1%","3","17.0","9","1","59","0","12","8","3","0","1","0","0","0","0"
"*0621t*","Peyton Watson","DEN","F,Flx","154","FA","@HOU Fri 9:30PM","170","56.67","40%","+1.2%","3","14.0","6","2","49","4","18","4","4","4","6","0","0","0","1"
"*027pe*","Jimmy Butler","GS","F,Flx","18","GWBush","POR Fri 10:00PM","167","83.5","98%","+0.1%","2","8.0","1","2","51","2","10","14","6","0","9","1","0","0","1"
"*05uii*","Franz Wagner","ORL","F,Flx","20","BALL","","166","55.33","100%","0%","3","31.0","3","5","67","2","19","10","4","1","4","0","0","0","0"
"*05uiq*","Alperen Sengun","HOU","F,C,Flx","11","PRO","DEN Fri 9:30PM","165","82.5","100%","-0.1%","2","27.0","0","4","58","10","23","15","1","3","10","0","0","0","2"
"*06226*","Moussa Diabate","CHA","C,Flx","79","ASS","","164","54.67","78%","-0.1%","3","7.0","0","2","29","13","30","9","1","5","4","0","0","0","1"
"*05uio*","Moses Moody","GS","G,F,Flx","116","L Bozo","POR Fri 10:00PM","163","54.33","56%","+4.6%","3","19.0","10","2","47","3","14","6","6","2","7","0","0","0","0"
"*06v5k*","VJ Edgecombe","PHI","G,Flx","55","HAIRY","","161","53.67","95%","-0.2%","3","28.0","5","3","47","8","22","13","3","2","5","0","0","0","1"
"*05uiz*","Quentin Grimes","PHI","G,F,Flx","62","ASS","","161","53.67","92%","-0.2%","3","20.0","10","2","54","0","8","9","3","2","2","0","0","0","0"
"*05qt1*","Payton Pritchard","BOS","G,Flx","52","GOD","BKN Fri 7:30PM","159","79.5","99%","+0.1%","2","16.0","13","0","52","3","13","7","0","0","3","0","0","0","1"
"*05qtr*","Devin Vassell","SA","G,F,Flx","106","9/11FT","","159","53","93%","0%","3","21.0","5","0","41","1","11","15","5","3","3","0","0","0","0"
"*06v5v*","Cedric Coward","MEM","G,F,Flx","46","Bomb","","159","53","82%","-0.2%","3","19.0","11","0","48","5","23","7","0","1","6","0","0","0","1"
"*01eon*","DeMar DeRozan","SAC","F,Flx","66","Bomb","","158","52.67","99%","-0.1%","3","12.0","1","1","51","3","5","11","6","0","2","0","0","0","0"
"*06cc5*","Anthony Black","ORL","G,Flx","121","PartyMar","","158","52.67","53%","+2.8%","3","17.0","2","5","51","1","11","10","7","1","5","0","0","0","0"
"*04qrn*","Mikal Bridges","NY","G,F,Flx","29","9/11FT","","156","78","100%","0%","2","11.0","3","3","39","2","8","10","5","6","4","0","0","0","0"
"*02nf9*","Andre Drummond","PHI","C,Flx","102","Bomb","","155","51.67","66%","+4%","3","10.0","1","2","27","11","38","1","4","2","5","0","0","0","2"
"*0622a*","Vince Williams","MEM","G,F,Flx","207","GOD","","155","51.67","44%","+22.5%","3","19.0","3","3","26","4","18","29","4","0","8","0","0","0","0"
"*051on*","Coby White","CHI","G,Flx","311","TRUMP","MIA Fri 8:00PM","154","77","99%","+0.2%","2","17.0","8","1","52","0","5","15","3","0","6","0","0","0","0"
"*03al0*","Aaron Gordon","DEN","F,Flx","88","9/11FT","@HOU Fri 9:30PM","152","76","97%","-0.1%","2","15.0","5","2","47","6","20","1","2","2","1","0","0","0","2"
"*005kc*","Russell Westbrook","SAC","G,Flx","35","9/11FT","","152","50.67","86%","+0.2%","3","17.0","6","6","32","3","27","17","5","0","11","1","0","0","0"
"*02xg9*","Rudy Gobert","MIN","C,Flx","56","HAIRY","@PHO Fri 9:00PM","151","50.33","98%","-0.4%","3","4.0","0","4","28","14","30","7","2","5","10","0","0","0","0"
"*05qug*","Anthony Edwards","MIN","G,F,Flx","86","GN","@PHO Fri 9:00PM","150","50","100%","-0.1%","3","38.0","2","2","57","5","14","11","7","3","6","0","0","0","0"
"*05uid*","Evan Mobley","CLE","F,C,Flx","23","GN","IND Fri 7:00PM","150","50","100%","-0.1%","3","20.0","4","12","54","4","25","10","0","5","13","0","0","0","1"
"*06mka*","Tristan da Silva","ORL","F,Flx","117","FA","","150","50","52%","+4.1%","3","22.0","8","1","45","6","18","5","4","1","2","0","0","0","0"
"*05ujc*","Ayo Dosunmu","CHI","G,F,Flx","137","GN","MIA Fri 8:00PM","149","49.67","70%","+0.7%","3","7.0","5","2","53","1","8","11","0","1","5","0","0","0","0"
"*06mkg*","Kyshawn George","WAS","G,F,Flx","63","9/11ST","@TOR Fri 7:30PM","148","74","95%","0%","2","16.0","9","3","52","2","13","12","1","1","8","1","0","0","0"
"*049kd*","Deandre Ayton","LAL","C,Flx","68","TRUMP","","147","73.5","99%","-0.1%","2","7.0","0","2","40","6","24","1","3","2","4","0","0","0","2"
"*051oj*","RJ Barrett","TOR","G,F,Flx","51","9/11ST","WAS Fri 7:30PM","146","48.67","99%","-0.3%","3","23.0","6","6","60","1","12","11","1","0","2","0","0","0","0"
"*06mk1*","Zach Edey","MEM","C,Flx","317","HAIRY","","146","48.67","91%","+1.2%","3","10.0","1","2","37","9","22","2","4","4","4","0","0","0","0"
"*05uus*","Austin Reaves","LAL","G,F,Flx","24","GOD","","145","72.5","100%","-0.1%","2","12.0","6","2","51","4","11","9","2","0","7","0","0","0","0"
"*03ad2*","Myles Turner","MIL","C,Flx","47","PRO","","143","47.67","99%","-0.1%","3","16.0","8","2","32","3","25","4","3","2","3","0","0","0","1"
"*06mk3*","Matas Buzelis","CHI","F,Flx","104","GOD","MIA Fri 8:00PM","143","47.67","98%","-0.5%","3","17.0","5","1","42","4","15","7","1","6","3","0","0","0","0"
"*03aq2*","Jerami Grant","POR","F,Flx","91","HAIRY","@GS Fri 10:00PM","143","71.5","85%","-0.7%","2","21.0","9","4","59","6","14","6","0","0","4","0","0","0","0"
"*04ewt*","Derrick White","BOS","G,Flx","40","GWBush","BKN Fri 7:30PM","140","70","100%","0%","2","19.0","7","0","37","2","12","13","2","4","5","0","0","0","0"
"*03lls*","Jaylen Brown","BOS","G,F,Flx","32","GWBush","BKN Fri 7:30PM","140","70","99%","-0.1%","2","29.0","4","5","62","4","17","7","3","1","9","0","0","0","1"
"*05uif*","Jalen Suggs","ORL","G,Flx","103","420","","139","69.5","91%","0%","2","14.0","5","0","36","1","8","15","4","3","6","1","0","0","0"
"*03ad3*","Karl-Anthony Towns","NY","F,C,Flx","14","Penta","","138","69","99%","-0.1%","2","22.0","2","4","40","8","29","8","2","1","7","0","0","0","2"
"*04ewu*","Josh Hart","NY","G,F,Flx","114","9/11ST","","133","66.5","96%","+0.3%","2","10.0","3","2","30","4","15","14","3","2","7","1","0","0","1"
"*051os*","P.J. Washington","DAL","F,C,Flx","87","Penta","NO Fri 8:30PM","133","44.33","94%","-0.5%","3","27.0","7","3","40","3","24","8","5","0","8","0","0","0","0"
"*05uiw*","Isaiah Jackson","IND","C,Flx","147","420","@CLE Fri 7:00PM","132","44","60%","-4.5%","3","3.0","0","3","24","10","20","5","2","5","4","0","0","0","1"
"*0621u*","Andrew Nembhard","IND","G,Flx","238","PRO","@CLE Fri 7:00PM","130","43.33","96%","-0.5%","3","20.0","6","2","53","2","7","16","0","2","12","0","0","0","0"
"*04qru*","Donte DiVincenzo","MIN","G,Flx","69","PartyMar","@PHO Fri 9:00PM","130","43.33","92%","-0.9%","3","15.0","8","1","37","2","15","9","1","2","5","0","0","0","0"
"*031m2*","Giannis Antetokounmpo","MIL","F,C,Flx","4","HAIRY","","129","64.5","100%","-0.1%","2","10.0","1","6","46","7","15","9","1","1","9","0","0","0","1"
"*03e6n*","Jusuf Nurkic","UTA","C,Flx","97","Bomb","OKC Fri 10:00PM","129","64.5","73%","-0.1%","2","5.0","0","1","15","5","24","11","5","1","7","0","0","0","1"
"*0623e*","Collin Gillespie","PHO","G,Flx","85","GWBush","MIN Fri 9:00PM","129","64.5","60%","-0.8%","2","13.0","5","0","34","3","11","13","3","0","5","0","0","0","0"
"*05qty*","Jalen Smith","CHI","C,Flx","145","FA","MIA Fri 8:00PM","128","42.67","30%","+1.4%","3","14.0","6","0","29","5","17","5","3","3","2","0","0","0","0"
"*06215*","Bennedict Mathurin","IND","G,F,Flx","263","L Bozo","@CLE Fri 7:00PM","127","63.5","99%","+0.1%","2","15.0","5","7","49","3","15","4","2","0","5","0","0","0","1"
"*031m4*","Dennis Schroder","SAC","G,Flx","95","FA","","127","42.33","84%","-2.4%","3","25.0","7","3","46","3","13","14","1","1","7","0","0","0","0"
"*03nwm*","Devin Booker","PHO","G,F,Flx","16","HAIRY","MIN Fri 9:00PM","125","62.5","99%","-0.1%","2","20.0","1","0","46","2","8","12","4","1","6","0","0","0","0"
"*06v80*","Ryan Kalkbrenner","CHA","C,Flx","96","GN","","125","41.67","82%","-0.6%","3","4.0","0","3","30","10","26","0","1","3","2","0","0","0","0"
"*06234*","AJ Green","MIL","G,Flx","129","PartyMar","","124","41.33","33%","0%","3","13.0","12","0","36","0","12","4","2","0","3","0","0","0","0"
"*06mk7*","Kelel Ware","MIA","F,C,Flx","59","9/11FT","@CHI Fri 8:00PM","123","61.5","98%","+0.2%","2","9.0","1","1","23","10","30","1","1","3","1","0","0","0","1"
"*01enh*","Stephen Curry","GS","G,Flx","28","GWBush","POR Fri 10:00PM","120","60","99%","-0.2%","2","20.0","8","3","43","1","8","12","3","0","9","0","0","0","0"
"*04ex8*","Dillon Brooks","PHO","G,F,Flx","166","UBER","MIN Fri 9:00PM","120","60","82%","+0.9%","2","17.0","4","1","46","2","8","5","6","0","6","1","0","0","0"
"*03ad4*","DAngelo Russell","DAL","G,Flx","131","FA","NO Fri 8:30PM","120","40","79%","-4%","3","20.0","5","2","43","1","9","18","1","0","9","0","0","0","0"
"*049ka*","Lonzo Ball","CLE","G,Flx","162","GN","IND Fri 7:00PM","120","40","47%","-2.9%","3","14.0","6","2","22","2","14","12","5","1","6","0","0","0","0"
"*05qu0*","Jaden McDaniels","MIN","F,Flx","70","PRO","@PHO Fri 9:00PM","118","59","98%","-0.2%","2","10.0","4","1","30","1","9","6","4","3","3","0","0","0","0"
"*06cac*","Cason Wallace","OKC","G,F,Flx","112","FA","@UTA Fri 10:00PM","118","39.33","81%","-5%","3","14.0","5","0","29","0","6","9","7","1","6","0","0","0","0"
"*0527l*","Luguentz Dort","OKC","G,F,Flx","248","FA","@UTA Fri 10:00PM","118","39.33","38%","-2.3%","3","12.0","9","0","34","2","9","3","2","3","3","0","0","0","0"
"*062dn*","Julian Champagnie","SA","F,Flx","133","FA","","118","39.33","32%","+0.8%","3","14.0","10","0","41","1","7","5","1","1","3","0","0","0","0"
"*04ewm*","Jarrett Allen","CLE","C,Flx","81","9/11ST","IND Fri 7:00PM","116","38.67","99%","-0.2%","3","11.0","0","2","36","5","19","7","1","2","5","0","0","0","0"
"*06mmf*","Daniss Jenkins","DET","G,Flx","195","UBER","","115","57.5","53%","+10.2%","2","14.0","2","2","40","2","5","15","3","0","5","1","0","0","0"
"*06216*","Shaedon Sharpe","POR","G,F,Flx","90","TRUMP","@GS Fri 10:00PM","114","57","99%","0%","2","32.0","3","4","65","2","6","9","2","0","5","0","0","0","0"
"*051oy*","Goga Bitadze","ORL","C,Flx","138","FA","","114","38","32%","-0.7%","3","1.0","0","2","20","5","12","7","4","2","2","0","0","0","0"
"*06mkk*","Ryan Dunn","PHO","F,Flx","123","FA","MIN Fri 9:00PM","112","56","50%","-6.6%","2","9.0","3","0","21","3","7","8","7","0","2","0","0","0","0"
"*06ca8*","Amen Thompson","HOU","G,F,Flx","73","GN","DEN Fri 9:30PM","111","55.5","100%","-0.1%","2","17.0","0","0","24","5","19","8","5","0","2","0","0","0","1"
"*06v5l*","Cooper Flagg","DAL","G,F,Flx","75","PRO","NO Fri 8:30PM","110","55","100%","-0.1%","2","11.0","3","2","36","2","9","7","1","2","1","0","0","0","0"
"*051pi*","Daniel Gafford","DAL","C,Flx","188","UBER","NO Fri 8:30PM","110","55","80%","-0.2%","2","3.0","0","3","27","5","14","4","1","4","1","0","0","0","0"
"*051ok*","DeAndre Hunter","CLE","F,Flx","119","PartyMar","IND Fri 7:00PM","109","36.33","89%","-1.7%","3","15.0","7","0","45","2","12","6","0","0","5","1","0","0","0"
"*051or*","Cameron Johnson","DEN","F,Flx","237","9/11ST","@HOU Fri 9:30PM","109","54.5","79%","-1%","2","8.0","6","1","33","2","7","8","1","0","2","0","0","0","0"
"*03r7z*","Norman Powell","MIA","G,F,Flx","67","PRO","@CHI Fri 8:00PM","108","54","99%","-0.1%","2","15.0","4","0","44","0","7","6","2","0","3","0","0","0","0"
"*03nwn*","Bobby Portis","MIL","F,C,Flx","153","FA","","108","36","73%","+2%","3","14.0","4","2","38","4","20","0","2","0","0","1","0","0","0"
"*05y9y*","Brandon Williams","DAL","G,Flx","163","UBER","NO Fri 8:30PM","108","36","58%","-2%","3","22.0","2","1","39","3","10","12","3","1","6","0","0","0","0"
"*0529c*","Dean Wade","CLE","F,Flx","194","FA","IND Fri 7:00PM","108","36","11%","-2.1%","3","7.0","2","3","13","1","19","8","2","5","1","0","0","0","0"
"*06cd4*","Toumani Camara","POR","F,Flx","105","BALL","@GS Fri 10:00PM","107","35.67","94%","-1.2%","3","25.0","5","0","31","8","17","8","4","1","9","0","0","0","1"
"*05qto*","LaMelo Ball","CHA","G,Flx","94","BALL","","106","53","100%","-0.1%","2","29.0","3","0","38","4","12","17","3","0","9","0","0","0","0"
"*02nfz*","Draymond Green","GS","F,C,Flx","111","GWBush","POR Fri 10:00PM","106","53","90%","-2.3%","2","13.0","4","0","20","4","16","12","2","3","8","0","0","0","0"
"*05qzh*","Naji Marshall","DAL","F,Flx","107","FA","NO Fri 8:30PM","106","35.33","55%","-5.3%","3","13.0","3","6","39","3","17","4","3","0","8","0","0","0","0"
"*06218*","Jeremy Sochan","SA","F,C,Flx","279","FA","","106","35.33","45%","-1.7%","3","11.0","4","0","27","1","16","9","1","1","4","0","0","0","0"
"*06cc7*","Brandin Podziemski","GS","G,F,Flx","82","Penta","POR Fri 10:00PM","105","35","91%","-1.1%","3","23.0","6","1","44","3","17","5","0","0","3","0","0","0","0"
"*04jwb*","Luke Kornet","SA","C,Flx","252","GOD","","105","35","57%","+6.6%","3","3.0","0","2","18","7","18","6","1","3","3","0","0","0","1"
"*05uup*","Jay Huff","IND","C,Flx","216","FA","@CLE Fri 7:00PM","104","34.67","40%","-8%","3","14.0","7","1","33","2","8","4","0","5","2","0","0","0","0"
"*031m0*","Kelly Olynyk","SA","C,Flx","321","FA","","103","34.33","15%","+3.8%","3","8.0","3","2","23","3","13","11","3","0","4","1","0","0","0"
"*05qtb*","Sam Merrill","CLE","G,Flx","149","UBER","IND Fri 7:00PM","102","51","40%","-6.5%","2","7.0","8","1","33","2","9","1","1","1","3","0","0","0","0"
"*06cp4*","Craig Porter","CLE","G,Flx","143","FA","IND Fri 7:00PM","102","34","15%","-5.9%","3","6.0","2","1","23","3","11","6","3","2","3","0","0","0","0"
"*001aw*","Kevin Durant","HOU","G,F,Flx","61","UBER","DEN Fri 9:30PM","101","50.5","99%","-0.1%","2","23.0","3","1","55","0","8","9","0","1","9","0","0","0","0"
"*051pb*","Nicolas Claxton","BKN","C,Flx","54","9/11ST","@BOS Fri 7:30PM","101","50.5","98%","-0.2%","2","10.0","0","5","24","6","19","10","0","5","5","1","0","0","0"
"*01uyj*","Paul George","PHI","F,Flx","355","Penta","","101","50.5","94%","+0.1%","2","12.0","5","4","30","0","12","6","2","2","4","0","0","0","0"
"*06mlk*","Ajay Mitchell","OKC","G,F,Flx","57","ASS","@UTA Fri 10:00PM","101","33.67","81%","-0.9%","3","25.0","1","1","38","0","11","11","4","2","7","0","0","0","0"
"*0622e*","Tyrese Martin","BKN","G,Flx","228","FA","@BOS Fri 7:30PM","101","50.5","11%","-1.3%","2","7.0","4","1","28","2","3","6","3","2","2","0","0","0","0"
"*0621y*","Max Christie","DAL","G,F,Flx","101","TRUMP","NO Fri 8:30PM","100","33.33","60%","-5.3%","3","9.0","6","2","30","0","11","6","2","0","5","0","0","0","0"
"*06ca5*","Kris Murray","POR","F,Flx","240","FA","@GS Fri 10:00PM","100","33.33","13%","+0.4%","3","10.0","3","1","18","8","15","4","4","1","1","0","0","0","0"
"*031mb*","Tim Hardaway","DEN","G,F,Flx","179","FA","@HOU Fri 9:30PM","99","33","30%","-5.7%","3","14.0","6","0","34","1","6","2","3","1","0","0","0","0","0"
"*05ux3*","Jordan Goodwin","PHO","G,Flx","218","FA","MIN Fri 9:00PM","99","49.5","16%","+2.6%","2","9.0","3","0","24","5","11","3","4","1","2","0","0","0","0"
"*06cc1*","Bilal Coulibaly","WAS","F,Flx","270","420","@TOR Fri 7:30PM","98","49","76%","-1%","2","5.0","2","0","19","0","7","8","2","4","1","0","0","0","0"
"*06mkd*","Yves Missi","NO","F,C,Flx","266","FA","@DAL Fri 8:30PM","98","32.67","63%","-5.9%","3","10.0","0","3","21","13","17","6","2","2","3","0","0","0","0"
"*027ou*","Klay Thompson","DAL","G,F,Flx","222","FA","NO Fri 8:30PM","98","32.67","52%","-2%","3","21.0","9","0","39","1","5","4","2","1","2","0","0","0","0"
"*06v5g*","Jeremiah Fears","NO","G,Flx","124","PRO","@DAL Fri 8:30PM","97","32.33","72%","+0.3%","3","22.0","2","2","57","2","9","3","0","2","7","0","0","0","0"
"*03ams*","Zach LaVine","SAC","G,F,Flx","83","420","","95","31.67","98%","-0.2%","3","17.0","5","0","42","1","8","7","2","0","10","0","0","0","0"
"*0015e*","Mike Conley","MIN","G,Flx","168","FA","@PHO Fri 9:00PM","95","31.67","23%","-1.8%","3","8.0","3","2","20","1","4","11","4","0","1","0","0","0","0"
"*06caa*","Ben Sheppard","IND","G,Flx","225","FA","@CLE Fri 7:00PM","95","31.67","19%","-3.6%","3","14.0","2","0","22","4","11","7","4","1","1","0","0","0","0"
"*04qrm*","Collin Sexton","CHA","G,Flx","127","PartyMar","","94","31.33","89%","-1.9%","3","24.0","5","1","41","2","7","10","2","0","6","0","0","0","0"
"*05ujd*","Neemias Queta","BOS","C,Flx","89","PartyMar","BKN Fri 7:30PM","94","47","83%","0%","2","11.0","0","1","20","8","16","5","1","4","0","0","0","0","0"
"*042n3*","Buddy Hield","GS","G,F,Flx","220","GWBush","POR Fri 10:00PM","94","31.33","33%","-2.4%","3","19.0","7","0","31","0","8","5","5","0","6","0","0","0","0"
"*06mjv*","Reed Sheppard","HOU","G,Flx","118","GOD","DEN Fri 9:30PM","93","46.5","84%","+0.7%","2","11.0","4","0","28","1","9","4","2","1","0","0","0","0","0"
"*04qrw*","Kevin Huerter","CHI","G,F,Flx","113","HAIRY","MIA Fri 8:00PM","93","31","64%","-1.5%","3","16.0","4","0","28","2","12","5","2","2","2","0","0","0","0"
"*04s00*","Duncan Robinson","DET","G,F,Flx","110","W <small>(Fri)</small>","","93","46.5","56%","+3%","2","13.0","7","1","27","2","5","7","3","0","3","0","0","0","0"
"*06v8g*","Kobe Sanders","LAC","G,Flx","328","FA","","93","31","19%","+9.7%","3","15.0","6","0","34","4","9","3","2","2","7","0","0","0","0"
"*031lx*","CJ McCollum","WAS","G,Flx","120","9/11ST","@TOR Fri 7:30PM","92","46","93%","-1.2%","2","15.0","5","0","31","2","7","7","2","0","2","0","0","0","0"
"*06mkl*","Isaiah Collier","UTA","G,Flx","267","BALL","OKC Fri 10:00PM","92","46","77%","+1.4%","2","5.0","0","3","25","0","6","15","2","0","7","0","0","0","0"
"*05uuq*","Jock Landale","MEM","C,Flx","109","FA","","92","30.67","34%","-12.1%","3","14.0","1","4","30","8","18","3","2","1","4","0","0","0","0"
"*05ujs*","Sandro Mamukelashvili","TOR","F,C,Flx","170","FA","WAS Fri 7:30PM","92","30.67","22%","-2%","3","11.0","2","2","26","2","10","6","2","2","1","0","0","0","0"
"*06212*","Jabari Smith","HOU","F,C,Flx","134","GN","DEN Fri 9:30PM","91","45.5","93%","-0.3%","2","12.0","5","1","24","3","19","2","1","1","1","1","0","0","1"
"*049kc*","Malik Monk","SAC","G,Flx","174","GOD","","90","30","83%","-4.8%","3","19.0","5","1","34","1","7","5","3","1","3","0","0","0","0"
"*03wr4*","T.J. McConnell","IND","G,Flx","335","FA","@CLE Fri 7:00PM","90","30","57%","-9.1%","3","11.0","2","0","23","0","8","14","1","0","2","0","0","0","0"
"*05qsp*","Isaiah Joe","OKC","G,Flx","183","ASS","@UTA Fri 10:00PM","90","30","40%","-4.9%","3","14.0","6","0","24","2","10","6","2","1","2","0","0","0","0"
"*0558v*","Javonte Green","DET","G,F,Flx","173","FA","","90","45","20%","+4.9%","2","6.0","2","0","29","1","7","1","4","0","2","0","0","0","0"
"*05uj3*","DayRon Sharpe","BKN","C,Flx","180","FA","@BOS Fri 7:30PM","88","44","28%","-0.9%","2","5.0","0","1","22","4","12","5","3","0","3","0","0","0","0"
