"ID","Player","Team","Position","RkOv","Status","Roster Status","Opponent","FPts","FP/G","Ros","+/-","FG-","3PTM","FT-","PTS","OREB","REB","AST","ST","BLK","TO","TF","EJ","3D","2D"
"*04ex8*","Dillon Brooks","HOU","G,F,Flx","122","TRH","Active","PHO Wed 8:00PM","2200","36.07","59%","-2%","7.0","2.5","0.3","13.8","1.2","3.9","1.6","0.8","0.2","1.0","0.20","0.00","0.0","0"
"*01uyj*","Paul George","PHI","G,F,Flx","123","TRUMP","Active","@TOR Wed 7:30PM","2185","53.29","96%","-1%","7.9","2.3","0.4","16.2","0.6","5.3","4.3","1.8","0.5","2.6","0.07","0.00","0.0","3"
"*05qtr*","Devin Vassell","SA","G,F,Flx","124","PRO","Active","DAL Wed 8:00PM","2150","44.79","94%","-0.2%","7.9","2.3","0.4","15.9","0.6","3.7","2.9","1.3","0.5","1.4","0.02","0.00","0.0","1"
"*051ok*","De'Andre Hunter","CLE","F,Flx","126","EE","Active","","2145","43.78","75%","-2%","6.5","2.6","0.7","17.8","0.7","4.0","1.5","0.7","0.2","1.4","0.08","0.00","0.0","1"
"*03nwn*","Bobby Portis","MIL","F,C,Flx","128","420","Inj Res","","2139","46.5","69%","-1.1%","6.5","1.3","0.3","13.7","1.8","8.3","2.2","0.7","0.5","1.2","0.04","0.00","0.0","9"
"*03ad4*","D'Angelo Russell","BKN","G,Flx","130","EE","Active","","2126","42.52","91%","-1.2%","6.6","2.0","0.4","13.0","0.3","2.8","5.1","1.0","0.4","1.9","0.04","0.00","0.0","3"
"*051op*","Rui Hachimura","LAL","F,Flx","131","BabyOil","Reserve","","2117","42.34","70%","-2.5%","4.9","1.7","0.5","13.3","1.5","5.2","1.5","0.8","0.5","0.9","0.00","0.00","0.0","1"
"*0015e*","Mike Conley","MIN","G,Flx","132","Sar","Inj Res","@DEN Wed 10:00PM","2112","37.71","63%","-1.9%","4.1","1.8","0.1","8.3","0.5","2.6","4.5","1.2","0.2","1.1","0.00","0.00","0.0","1"
"*06mju*","Alex Sarr","WAS","F,C,Flx","133","TRUMP","Active","","2110","43.06","94%","0%","7.0","1.5","0.9","11.7","1.8","6.7","2.3","0.7","1.5","1.4","0.00","0.00","0.0","8"
"*03wr4*","T.J. McConnell","IND","G,Flx","134","MylS","Reserve","","2095","34.34","49%","-3.1%","3.9","0.2","0.3","9.5","0.5","2.4","4.5","1.2","0.3","1.4","0.03","0.00","0.0","1"
"*06mk1*","Zach Edey","MEM","C,Flx","135","MylS","Active","UTA Wed 8:00PM","2076","41.52","91%","-1.1%","2.8","0.3","0.5","9.2","3.5","7.9","0.9","0.6","1.2","1.3","0.02","0.00","0.0","9"
"*051p9*","Keldon Johnson","SA","G,F,Flx","136","420","Reserve","DAL Wed 8:00PM","2073","34.55","69%","-2.6%","5.0","1.2","0.6","12.4","1.4","4.5","1.5","0.6","0.2","0.9","0.02","0.00","0.0","2"
"*049kd*","Deandre Ayton","POR","C,Flx","137","DBD","Reserve","NY Wed 10:00PM","2060","51.5","86%","-2%","5.1","0.1","0.5","14.4","3.1","10.2","1.6","0.8","1.0","1.7","0.07","0.00","0.0","20"
"*04qru*","Donte DiVincenzo","MIN","G,F,Flx","139","ROMO","Active","@DEN Wed 10:00PM","2037","43.34","91%","-0.8%","5.6","2.8","0.3","11.6","0.5","3.7","3.7","1.3","0.2","1.6","0.00","0.00","0.0","1"
"*05qzh*","Naji Marshall","DAL","G,F,Flx","141","420","Active","@SA Wed 8:00PM","2029","38.28","70%","+0.7%","4.8","0.9","0.3","12.3","1.1","4.6","2.8","1.1","0.1","1.5","0.06","0.02","0.0","5"
"*062dn*","Julian Champagnie","SA","F,Flx","142","ROMO","Reserve","DAL Wed 8:00PM","2026","32.16","37%","-3.9%","4.6","2.1","0.1","9.6","0.8","3.8","1.3","0.8","0.4","0.9","0.02","0.02","0.0","0"
"*01eo9*","Jrue Holiday","BOS","G,Flx","143","EE","Reserve","OKC Wed 7:30PM","2022","41.27","86%","-1.3%","5.1","1.7","0.1","10.7","1.1","4.3","3.6","1.0","0.4","1.4","0.00","0.00","0.0","0"
"*04s00*","Duncan Robinson","MIA","G,F,Flx","144","ROMO","Active","LAC Wed 8:00PM","2003","32.84","39%","-5.6%","5.2","2.5","0.1","11.2","0.2","2.4","2.6","0.5","0.1","1.2","0.03","0.00","0.0","0"
"*042nf*","Caris LeVert","ATL","G,F,Flx","146","TRH","Active","CHA Wed 7:30PM","1990","39.8","76%","-2.8%","4.8","1.7","0.7","11.8","0.6","3.1","3.4","0.9","0.5","1.2","0.02","0.00","0.0","1"
"*04qry*","Grayson Allen","PHO","G,F,Flx","148","MylS","Active","@HOU Wed 8:00PM","1986","37.47","58%","-1.7%","4.2","2.4","0.3","10.7","0.5","3.1","2.2","0.9","0.4","1.1","0.00","0.00","0.0","1"
"*0621g*","Tari Eason","HOU","F,Flx","150","EE","Active","PHO Wed 8:00PM","1971","45.84","88%","-0.6%","5.0","1.1","0.4","11.8","2.2","6.2","1.3","1.9","0.9","1.1","0.07","0.00","0.0","4"
"*042n2*","Kris Dunn","LAC","G,Flx","151","J&J","Reserve","@MIA Wed 8:00PM","1967","33.91","49%","-2.7%","3.4","0.9","0.1","6.2","0.8","3.5","3.1","1.8","0.4","1.1","0.02","0.02","0.0","0"
"*06cc2*","Gradey Dick","TOR","G,F,Flx","152","MylS","Inj Res","PHI Wed 7:30PM","1958","36.26","69%","-4%","7.1","2.1","0.4","14.4","0.8","3.6","1.8","0.9","0.2","1.5","0.00","0.00","0.0","0"
"*0621y*","Max Christie","DAL","G,F,Flx","153","J&J","Reserve","@SA Wed 8:00PM","1957","31.56","59%","-4.1%","4.2","1.5","0.3","9.5","0.5","3.0","1.9","0.8","0.4","1.0","0.00","0.00","0.0","0"
"*06mkg*","Kyshawn George","WAS","G,F,Flx","154","BabyOil","Active","","1955","33.71","59%","+2.8%","5.1","1.7","0.3","8.5","0.7","4.2","2.4","0.9","0.8","1.5","0.02","0.00","0.0","0"
"*06cc7*","Brandin Podziemski","GS","G,F,Flx","157","Tribunal","Reserve","","1946","38.92","83%","-4%","5.1","1.4","0.4","10.1","1.0","4.9","3.4","1.1","0.2","1.1","0.02","0.00","0.0","2"
"*06210*","Paolo Banchero","ORL","F,Flx","158","EE","Active","","1927","60.22","100%","0%","10.5","1.8","2.5","24.3","1.1","6.9","4.8","0.8","0.7","3.0","0.09","0.00","0.0","4"
"*03el5*","Kristaps Porzingis","BOS","F,C,Flx","159","MylS","Active","OKC Wed 7:30PM","1926","60.19","97%","-0.4%","7.2","2.4","0.8","18.9","1.6","6.8","1.9","0.8","1.6","1.2","0.06","0.00","0.0","4"
"*042nq*","Dejounte Murray","NO","G,Flx","162","420","Inj Res","","1902","61.35","69%","-0.3%","9.7","1.7","0.7","17.5","0.5","6.5","7.4","2.0","0.4","3.4","0.00","0.00","0.0","8"
"*051oh*","Zion Williamson","NO","F,C,Flx","163","BabyOil","Active","","1900","70.37","100%","0%","7.4","0.1","2.7","24.4","2.6","7.3","5.3","1.3","0.9","3.0","0.07","0.00","0.1","8"
"*03aq2*","Jerami Grant","POR","F,Flx","164","EE","Inj Res","NY Wed 10:00PM","1893","40.28","86%","-2%","7.7","2.3","0.5","14.4","0.6","3.5","2.1","0.9","1.0","1.4","0.00","0.00","0.0","0"
"*000zv*","Al Horford","BOS","F,C,Flx","165","Fent","Reserve","OKC Wed 7:30PM","1893","37.86","65%","-2%","4.2","1.8","0.1","8.3","1.2","5.8","1.9","0.6","0.9","0.7","0.00","0.00","0.0","3"
"*0621u*","Andrew Nembhard","IND","G,Flx","167","TRUMP","Reserve","","1890","39.38","77%","+0.1%","4.4","0.8","0.5","10.3","0.5","3.2","5.1","1.4","0.2","1.8","0.08","0.00","0.0","2"
"*06mjz*","Donovan Clingan","POR","C,Flx","170","MylS","Reserve","NY Wed 10:00PM","1864","35.85","78%","-2.5%","2.0","0.2","0.5","6.0","2.8","7.1","1.0","0.5","1.6","1.2","0.00","0.00","0.0","4"
"*03nwl*","Terry Rozier","MIA","G,Flx","176","ROMO","Reserve","LAC Wed 8:00PM","1825","32.59","71%","-2.8%","6.3","1.5","0.3","11.6","0.7","3.9","2.7","0.6","0.3","1.3","0.04","0.02","0.0","0"
"*0621e*","Mark Williams","CHA","C,Flx","178","TRUMP","Active","@ATL Wed 7:30PM","1818","58.65","98%","0%","4.3","0.0","0.9","15.7","3.1","9.9","2.3","0.7","1.2","1.2","0.00","0.00","0.0","13"
"*06mkl*","Isaiah Collier","UTA","G,Flx","179","EE","Reserve","@MEM Wed 8:00PM","1812","31.79","65%","-2.9%","4.2","0.5","0.6","7.5","0.4","3.1","6.2","0.9","0.2","2.9","0.05","0.00","0.0","9"
"*05qtl*","Cole Anthony","ORL","G,Flx","181","BabyOil","Reserve","","1806","30.1","53%","-1.7%","4.9","1.1","0.3","9.7","0.7","3.1","2.9","0.7","0.5","1.6","0.10","0.00","0.0","0"
"*05qtd*","Nick Richards","PHO","C,Flx","182","15","Reserve","@HOU Wed 8:00PM","1791","38.93","69%","-1.9%","2.4","0.0","0.8","9.5","2.5","8.6","1.0","0.2","1.0","1.4","0.04","0.00","0.0","14"
"*06218*","Jeremy Sochan","SA","F,Flx","183","ROMO","Inj Res","DAL Wed 8:00PM","1788","41.58","82%","-4.7%","3.8","0.5","0.7","11.1","2.3","6.8","2.5","0.8","0.5","1.6","0.12","0.00","0.0","8"
"*06mle*","Kyle Filipowski","UTA","F,C,Flx","186","MylS","Active","@MEM Wed 8:00PM","1757","31.95","65%","-1.2%","2.9","0.9","0.7","8.3","1.3","5.3","1.9","0.6","0.2","1.3","0.00","0.00","0.0","7"
"*05uja*","Miles McBride","NY","G,Flx","189","J&J","Active","@POR Wed 10:00PM","1749","32.39","51%","-1.1%","4.7","1.7","0.2","9.2","0.8","2.5","2.7","0.9","0.2","0.6","0.00","0.00","0.0","0"
"*04ewr*","Kyle Kuzma","MIL","F,Flx","192","DBD","Active","","1725","36.7","93%","-0.4%","7.7","1.4","1.2","14.9","0.8","6.2","2.4","0.6","0.2","2.3","0.00","0.00","0.0","5"
"*06ccf*","Ausar Thompson","DET","F,Flx","193","BabyOil","Active","","1719","39.07","90%","-0.6%","3.3","0.2","0.9","9.5","1.9","5.0","2.3","1.8","0.5","1.4","0.05","0.00","0.0","1"
"*05uul*","Jose Alvarado","NO","G,Flx","199","TRH","Reserve","","1685","40.12","50%","-1.5%","5.0","2.0","0.2","9.8","0.5","2.4","4.6","1.4","0.3","1.1","0.05","0.00","0.0","1"
"*06mk7*","Kel'el Ware","MIA","F,C,Flx","201","Sar","Active","LAC Wed 8:00PM","1674","36.39","77%","-1.6%","3.1","0.6","0.3","8.5","1.6","6.5","0.9","0.6","1.1","0.9","0.00","0.00","0.0","7"
"*06212*","Jabari Smith","HOU","F,C,Flx","205","J&J","Reserve","PHO Wed 8:00PM","1653","38.44","89%","-0.4%","5.7","1.7","0.4","11.9","1.8","6.6","0.9","0.3","0.9","1.0","0.09","0.00","0.0","5"
"*03al0*","Aaron Gordon","DEN","F,Flx","213","Fent","Inj Res","MIN Wed 10:00PM","1581","41.61","86%","-1.4%","4.4","1.4","0.6","13.1","1.6","4.8","3.0","0.5","0.2","1.2","0.05","0.00","0.0","2"
"*06mk9*","Dalton Knecht","LAL","G,F,Flx","222","Tribunal","Reserve","","1504","25.07","50%","-0.1%","3.9","1.6","0.3","9.2","0.5","3.0","0.8","0.4","0.1","0.5","0.03","0.02","0.0","0"
"*0496e*","Alex Caruso","OKC","G,Flx","231","PRO","Reserve","@BOS Wed 7:30PM","1393","33.17","61%","-2.4%","3.2","1.1","0.1","6.5","0.7","2.7","2.5","1.6","0.5","0.7","0.00","0.00","0.0","0"
"*05uih*","Jonathan Kuminga","GS","F,C,Flx","233","DBD","Inj Res","","1380","43.12","91%","-1.3%","7.2","1.3","1.9","16.8","1.4","5.0","2.2","0.9","0.6","1.6","0.00","0.00","0.0","2"
"*03e6n*","Jusuf Nurkic","CHA","C,Flx","236","MylS","Active","@ATL Wed 7:30PM","1365","40.15","79%","-3.9%","3.5","0.6","0.9","8.3","1.9","8.8","2.3","1.0","0.7","2.1","0.06","0.03","0.0","9"
"*03byk*","Jordan Clarkson","UTA","G,F,Flx","237","ROMO","Inj Res","@MEM Wed 8:00PM","1354","42.31","70%","-3.3%","8.2","2.4","0.7","16.6","0.7","3.2","3.9","0.8","0.3","2.1","0.06","0.03","0.0","0"
"*005l0*","Nicolas Batum","LAC","F,Flx","239","J&J","Active","@MIA Wed 8:00PM","1346","21.37","18%","+4.9%","1.8","1.0","0.0","3.7","0.6","2.8","1.1","0.7","0.5","0.4","0.00","0.00","0.0","0"
"*0558t*","Max Strus","CLE","G,F,Flx","242","PRO","Active","","1333","37.03","51%","-0.4%","4.4","2.3","0.1","9.0","1.0","4.3","3.1","0.6","0.3","1.0","0.03","0.00","0.0","0"
"*02ng3*","Khris Middleton","WAS","F,Flx","247","Fent","Active","","1301","41.97","87%","-0.5%","4.6","1.3","0.4","12.4","0.3","3.8","4.2","0.9","0.3","1.7","0.03","0.00","0.0","0"
"*02nf9*","Andre Drummond","PHI","C,Flx","250","EE","Active","@TOR Wed 7:30PM","1282","32.87","70%","-6%","2.9","0.1","0.9","7.4","2.7","7.8","0.8","1.0","0.4","1.4","0.08","0.00","0.0","5"
"*04ewc*","Zach Collins","CHI","F,C,Flx","251","Sar","Active","","1266","26.94","58%","-6.2%","2.3","0.5","0.2","6.4","1.5","4.1","1.7","0.5","0.4","0.8","0.06","0.02","0.0","4"
"*049ka*","Lonzo Ball","CHI","G,Flx","252","420","Reserve","","1258","35.94","51%","-2.9%","4.4","1.9","0.1","7.6","0.7","3.4","3.3","1.3","0.5","1.2","0.03","0.00","0.0","0"
"*05qu9*","Immanuel Quickley","TOR","G,Flx","254","Tribunal","Active","PHI Wed 7:30PM","1244","49.76","97%","-0.3%","7.5","2.5","0.6","17.2","0.4","3.4","5.5","0.6","0.1","1.8","0.00","0.00","0.0","2"
"*05uj1*","Cameron Thomas","BKN","G,F,Flx","260","PRO","Reserve","","1207","50.29","99%","-0.3%","10.0","2.7","0.7","24.0","0.5","3.2","3.5","0.6","0.0","2.5","0.08","0.00","0.0","0"
"*06211*","Chet Holmgren","OKC","F,C,Flx","265","Fent","Active","@BOS Wed 7:30PM","1173","58.65","100%","0%","5.4","1.2","1.0","14.6","1.7","8.3","1.9","0.8","2.8","1.9","0.05","0.00","0.0","7"
"*05qtq*","Tre Jones","CHI","G,Flx","270","Tribunal","Active","","1149","28.02","46%","+0.7%","2.2","0.3","0.2","6.0","0.6","2.3","3.7","0.7","0.2","0.7","0.00","0.00","0.0","0"
"*027oz*","Kawhi Leonard","LAC","G,F,Flx","275","ROMO","Active","@MIA Wed 8:00PM","1134","49.3","96%","0%","8.5","1.9","0.7","18.6","1.0","5.1","2.8","1.3","0.5","2.1","0.00","0.00","0.0","1"
"*031m0*","Kelly Olynyk","NO","F,C,Flx","282","MylS","Reserve","","1068","32.36","58%","-8.6%","2.9","0.8","0.5","8.0","1.3","4.7","2.6","0.6","0.4","1.5","0.03","0.00","0.0","1"
"*05qt4*","Aaron Nesmith","IND","F,Flx","295","Sar","Reserve","","952","32.83","62%","-0.4%","4.0","1.5","0.1","10.4","0.7","3.7","1.4","0.7","0.4","0.8","0.03","0.00","0.0","0"
"*042nw*","Malcolm Brogdon","WAS","G,Flx","301","Fent","Inj Res","","886","36.92","45%","-1.4%","5.7","0.7","0.5","12.7","0.9","3.8","4.1","0.5","0.2","1.6","0.00","0.00","0.0","2"
"*06mln*","Adem Bona","PHI","F,C,Flx","321","Sar","Reserve","@TOR Wed 7:30PM","793","17.62","25%","-0.4%","0.6","0.0","0.4","3.5","1.2","3.0","0.3","0.2","0.8","0.7","0.00","0.00","0.0","1"
"*04qs4*","Robert Williams","POR","C,Flx","337","TRH","Inj Res","NY Wed 10:00PM","707","35.35","35%","-1.6%","1.4","0.1","0.1","5.8","1.8","5.9","1.1","0.7","1.6","0.8","0.00","0.00","0.0","0"
"*05y9y*","Brandon Williams","DAL","G,Flx","381","Tribunal","Reserve","@SA Wed 8:00PM","429","18.65","34%","-2.1%","2.1","0.7","0.2","5.8","0.2","1.3","1.8","0.5","0.1","0.8","0.00","0.00","0.0","0"
"*05uit*","Kai Jones","DAL","C,Flx","396","EE","Inj Res","@SA Wed 8:00PM","371","12.79","16%","-7.2%","0.4","0.0","0.1","2.8","0.6","1.9","0.3","0.2","0.5","0.4","0.00","0.00","0.0","0"
"*04qrv*","Lonnie Walker","PHI","G,Flx","432","ROMO","Active","@TOR Wed 7:30PM","244","27.11","20%","+0.9%","5.8","1.8","0.2","9.1","0.4","3.6","2.1","0.4","0.3","1.2","0.00","0.00","0.0","1"
