"ID","Player","Team","Position","Status","Roster Status","Opponent","FPts","FP/G","Ros","+/-","FG-","3PTM","FT-","PTS","OREB","REB","AST","ST","BLK","TO","TF","EJ","3D","2D"
"*05qu0*","Jaden McDaniels","MIN","F,Flx","TRH","Active","@DEN Wed 10:00PM","1705","58.79","89%","-0.3%","6.0","1.4","0.3","16.3","2.0","7.4","2.7","1.6","1.0","1.2","0.07","0.03","0.0","7"
"*0527h*","Naz Reid","MIN","F,C,Flx","Fent","Active","@DEN Wed 10:00PM","1699","60.68","99%","-0.1%","7.5","3.1","0.4","17.8","1.5","7.5","2.9","0.8","1.1","1.3","0.11","0.00","0.0","8"
"*05qtt*","Onyeka Okongwu","ATL","C,Flx","420","Active","CHA Wed 7:30PM","1698","62.89","96%","0%","3.7","0.6","1.0","14.9","3.6","10.2","2.9","1.1","1.0","1.5","0.07","0.00","0.0","12"
"*04qsa*","Jalen Brunson","NY","G,Flx","J&J","Inj Res","@POR Wed 10:00PM","1667","72.48","98%","-1.8%","9.8","2.3","1.2","28.4","0.3","3.0","7.2","1.2","0.2","2.7","0.00","0.00","0.0","6"
"*05uie*","Scottie Barnes","TOR","G,F,Flx","J&J","Active","PHI Wed 7:30PM","1655","63.65","100%","0%","9.8","0.9","0.9","18.9","1.8","7.7","5.5","1.5","1.4","2.2","0.04","0.00","0.0","11"
"*051ot*","Tyler Herro","MIA","G,Flx","TRH","Active","LAC Wed 8:00PM","1649","65.96","100%","0%","10.6","3.1","0.7","24.1","0.5","5.0","6.6","0.9","0.4","2.9","0.08","0.00","0.0","4"
"*05qt3*","Desmond Bane","MEM","G,F,Flx","420","Active","UTA Wed 8:00PM","1645","68.54","100%","-0.1%","7.8","2.3","0.3","21.2","1.1","6.7","5.8","1.2","0.4","2.5","0.08","0.00","0.0","6"
"*06217*","Dyson Daniels","ATL","G,F,Flx","TRUMP","Active","CHA Wed 7:30PM","1644","63.23","96%","0%","5.8","1.0","1.1","15.7","1.6","6.5","4.9","2.8","0.5","2.1","0.04","0.00","0.0","5"
"*042n7*","Domantas Sabonis","SAC","F,C,Flx","PRO","Inj Res","","1626","77.43","100%","-0.1%","4.6","0.9","1.3","17.7","4.0","14.0","6.1","0.4","0.2","3.1","0.00","0.00","0.1","17"
"*04ewe*","Donovan Mitchell","CLE","G,Flx","J&J","Active","","1623","64.92","100%","-0.2%","10.6","3.0","1.2","26.0","1.0","4.2","4.9","1.2","0.2","2.2","0.04","0.00","0.0","1"
"*042nm*","Pascal Siakam","IND","F,C,Flx","Sar","Active","","1595","63.8","99%","-0.1%","7.8","1.5","1.2","22.0","1.8","7.0","3.4","1.0","0.8","1.4","0.00","0.00","0.0","4"
"*05qtv*","Tyrese Haliburton","IND","G,Flx","15","Active","","1587","75.57","100%","-0.1%","6.6","3.1","0.2","18.3","0.4","3.1","9.0","1.8","0.7","1.5","0.00","0.00","0.0","7"
"*04ewm*","Jarrett Allen","CLE","C,Flx","ROMO","Active","","1562","55.79","100%","-0.1%","2.3","0.0","0.6","12.8","2.8","10.3","1.9","0.9","1.0","1.4","0.00","0.04","0.0","14"
"*0621b*","Jalen Williams","OKC","G,F,C,Flx","Tribunal","Active","@BOS Wed 7:30PM","1550","64.58","100%","0%","8.8","2.0","1.0","22.3","0.9","5.0","5.3","1.5","0.7","2.1","0.08","0.00","0.0","0"
"*04qrk*","Trae Young","ATL","G,Flx","J&J","Active","CHA Wed 7:30PM","1550","64.58","100%","-0.1%","11.9","2.7","1.1","25.8","0.3","2.5","10.8","1.0","0.2","5.5","0.29","0.00","0.0","13"
"*05qsq*","Tyrese Maxey","PHI","G,Flx","Sar","Reserve","@TOR Wed 7:30PM","1539","69.95","100%","-0.1%","11.5","3.0","0.3","27.2","0.4","3.3","6.4","1.3","0.4","2.4","0.00","0.00","0.0","2"
"*0621k*","Christian Braun","DEN","G,F,Flx","MylS","Active","MIN Wed 10:00PM","1534","54.79","88%","-0.1%","4.9","1.3","0.4","17.3","1.4","5.6","2.7","1.0","0.5","0.8","0.00","0.00","0.0","4"
"*05uid*","Evan Mobley","CLE","F,C,Flx","J&J","Active","","1530","66.52","100%","0%","5.5","0.9","1.3","17.9","2.6","10.1","3.2","0.6","1.7","1.9","0.00","0.00","0.0","13"
"*04ewu*","Josh Hart","NY","G,F,Flx","Sar","Active","@POR Wed 10:00PM","1515","65.87","98%","0%","5.3","0.7","0.7","14.6","2.3","10.6","5.6","1.4","0.3","2.4","0.09","0.00","0.1","10"
"*05uiq*","Alperen Sengun","HOU","C,Flx","EE","Active","PHO Wed 8:00PM","1511","62.96","100%","0%","7.1","0.3","2.3","19.0","3.3","10.3","4.7","1.0","0.7","2.8","0.04","0.00","0.0","13"
"*03ams*","Zach LaVine","SAC","G,F,Flx","420","Active","","1487","61.96","99%","-0.3%","8.5","3.1","0.7","24.1","0.3","4.7","4.2","1.0","0.1","2.8","0.00","0.00","0.0","2"
"*05uus*","Austin Reaves","LAL","G,F,Flx","PRO","Active","","1486","59.44","100%","0%","7.4","2.4","0.5","19.4","0.8","4.3","5.9","1.1","0.5","2.3","0.12","0.04","0.0","3"
"*051oh*","Zion Williamson","NO","F,C,Flx","BabyOil","Active","","1478","73.9","100%","0%","6.8","0.1","2.5","25.0","2.5","7.2","5.3","1.4","0.8","2.8","0.05","0.00","0.1","5"
"*049kb*","De'Aaron Fox","SA","G,Flx","TRUMP","Active","DAL Wed 8:00PM","1477","56.81","100%","0%","9.5","1.7","0.5","19.0","0.6","4.5","6.3","1.3","0.5","2.2","0.00","0.00","0.0","3"
"*04qs1*","Anfernee Simons","POR","G,Flx","15","Active","NY Wed 10:00PM","1475","52.68","99%","-0.1%","9.5","3.4","0.3","20.6","0.4","2.8","4.6","0.8","0.1","1.8","0.00","0.00","0.0","1"
"*01eon*","DeMar DeRozan","SAC","G,F,Flx","DBD","Active","","1467","56.42","100%","-0.1%","8.8","1.5","0.6","23.7","0.7","4.3","4.3","0.5","0.3","1.2","0.15","0.00","0.0","1"
"*03ad3*","Karl-Anthony Towns","NY","F,C,Flx","BabyOil","Active","@POR Wed 10:00PM","1466","69.81","99%","-0.1%","9.0","1.9","0.9","22.5","3.0","12.2","2.8","1.0","0.5","2.6","0.05","0.00","0.0","14"
"*04ewt*","Derrick White","BOS","G,Flx","BabyOil","Active","OKC Wed 7:30PM","1465","56.35","100%","-0.1%","6.8","3.5","0.2","16.3","0.8","4.1","4.4","0.9","0.7","1.4","0.04","0.00","0.0","2"
"*051ol*","Darius Garland","CLE","G,Flx","J&J","Active","","1460","58.4","99%","0%","9.1","2.9","0.6","21.1","0.8","2.6","6.6","1.2","0.1","2.6","0.08","0.00","0.0","2"
"*06210*","Paolo Banchero","ORL","F,Flx","EE","Active","","1442","55.46","100%","0%","10.7","1.6","2.2","23.0","0.8","6.5","4.7","0.7","0.7","3.1","0.08","0.00","0.0","2"
"*05uic*","Jalen Green","HOU","G,Flx","Tribunal","Active","PHO Wed 8:00PM","1433","51.18","99%","-0.1%","10.3","3.2","0.8","21.8","0.5","4.4","4.2","0.6","0.3","2.9","0.07","0.00","0.0","1"
"*06cd4*","Toumani Camara","POR","G,F,Flx","TRH","Reserve","NY Wed 10:00PM","1401","50.04","74%","-1.7%","4.9","1.5","0.6","11.8","2.4","6.5","2.4","1.6","0.9","1.5","0.00","0.00","0.0","2"
"*051p8*","Jordan Poole","WAS","G,Flx","DBD","Active","","1377","55.08","99%","-0.1%","9.8","3.3","0.3","20.2","0.6","3.9","4.5","1.2","0.4","2.8","0.00","0.00","0.0","1"
"*04qrj*","Jaren Jackson","MEM","F,C,Flx","J&J","Inj Res","UTA Wed 8:00PM","1366","59.39","99%","-0.9%","8.3","2.0","1.4","22.9","1.1","4.9","2.2","0.9","1.5","1.9","0.00","0.00","0.0","1"
"*03lls*","Jaylen Brown","BOS","G,F,Flx","420","Active","OKC Wed 7:30PM","1351","58.74","99%","-0.2%","9.7","1.5","1.2","22.2","1.5","6.4","5.0","1.2","0.3","2.7","0.13","0.00","0.0","2"
"*03nwk*","Kelly Oubre Jr.","PHI","G,F,Flx","PRO","Inj Res","@TOR Wed 7:30PM","1347","51.81","90%","-1.1%","7.0","1.2","0.7","17.2","1.5","6.6","2.2","1.7","0.4","1.4","0.00","0.00","0.0","6"
"*027oj*","Kyrie Irving","DAL","G,Flx","Fent","Active","@SA Wed 8:00PM","1331","66.55","80%","-6%","10.9","2.5","0.3","25.3","1.4","5.2","4.2","1.5","0.6","2.1","0.00","0.00","0.0","0"
"*06mkl*","Isaiah Collier","UTA","G,Flx","EE","Reserve","@MEM Wed 8:00PM","1318","45.45","65%","-2.9%","5.6","0.8","0.8","11.6","0.6","3.8","8.3","1.0","0.2","3.4","0.03","0.00","0.0","9"
"*0621l*","Walker Kessler","UTA","C,Flx","Tribunal","Active","@MEM Wed 8:00PM","1313","69.11","98%","0%","2.1","0.0","1.5","13.1","5.4","13.8","1.5","0.7","2.2","1.6","0.05","0.00","0.0","11"
"*06cby*","Keyonte George","UTA","G,Flx","Fent","Active","@MEM Wed 8:00PM","1310","52.4","95%","-0.8%","8.6","2.6","1.2","18.2","0.4","4.3","6.2","0.7","0.2","2.2","0.08","0.00","0.0","3"
"*04qrr*","Michael Porter","DEN","F,Flx","15","Active","MIN Wed 10:00PM","1302","52.08","99%","-0.2%","7.0","2.4","0.4","17.7","2.3","7.3","1.5","0.5","0.5","1.2","0.00","0.00","0.0","6"
"*005ki*","Brook Lopez","MIL","C,Flx","Fent","Active","","1301","48.19","97%","-0.3%","4.9","1.6","0.1","12.8","1.6","5.3","1.9","0.4","1.9","0.8","0.00","0.00","0.0","1"
"*06cdn*","Scoot Henderson","POR","G,Flx","420","Reserve","NY Wed 10:00PM","1297","46.32","92%","-1.7%","6.0","2.1","0.8","14.3","0.8","3.1","5.3","1.1","0.2","2.5","0.04","0.00","0.0","1"
"*05qt1*","Payton Pritchard","BOS","G,Flx","PRO","Reserve","OKC Wed 7:30PM","1290","49.62","81%","-0.8%","5.0","3.1","0.1","13.4","1.2","3.8","3.7","0.8","0.3","0.8","0.00","0.00","0.0","1"
"*05qtj*","Deni Avdija","POR","G,F,Flx","PRO","Active","NY Wed 10:00PM","1253","54.48","97%","-0.3%","6.0","1.4","1.4","16.9","1.2","7.2","4.2","1.0","0.3","2.7","0.00","0.00","0.0","6"
"*031lx*","CJ McCollum","NO","G,Flx","420","Reserve","","1240","51.67","98%","-0.3%","9.4","3.0","0.6","20.0","0.8","3.8","4.0","0.7","0.5","2.0","0.04","0.00","0.0","0"
"*06ccf*","Ausar Thompson","DET","F,Flx","BabyOil","Active","","1227","43.82","90%","-0.6%","3.5","0.1","0.9","10.7","2.1","5.3","2.5","2.0","0.6","1.3","0.07","0.00","0.0","0"
"*042ne*","Malik Beasley","DET","G,F,Flx","BabyOil","Active","","1225","43.75","75%","-1%","6.4","4.2","0.7","16.7","0.6","2.4","1.3","1.1","0.1","1.0","0.18","0.04","0.0","0"
"*049kc*","Malik Monk","SAC","G,F,Flx","EE","Reserve","","1220","55.45","95%","-0.6%","8.9","1.9","0.4","18.5","0.5","4.0","6.6","1.1","0.7","2.9","0.09","0.00","0.0","1"
"*05ujt*","Aaron Wiggins","OKC","G,F,Flx","EE","Active","@BOS Wed 7:30PM","1217","43.46","57%","-4%","5.5","2.0","0.3","14.6","1.4","4.6","2.0","0.8","0.3","1.0","0.04","0.00","0.0","2"
"*05qtr*","Devin Vassell","SA","G,F,Flx","PRO","Active","DAL Wed 8:00PM","1215","46.73","94%","-0.2%","8.0","2.5","0.4","16.4","0.3","3.6","2.7","1.3","0.6","1.2","0.00","0.00","0.0","1"
"*0621e*","Mark Williams","CHA","C,Flx","TRUMP","Active","@ATL Wed 7:30PM","1211","67.28","98%","0%","5.3","0.0","1.2","18.3","3.6","11.4","2.4","0.8","1.4","1.3","0.00","0.00","0.0","11"
"*06213*","Keegan Murray","SAC","F,Flx","TRH","Active","","1207","46.42","97%","-0.4%","5.5","2.1","0.2","13.0","1.8","6.1","1.5","0.8","0.8","0.8","0.00","0.00","0.0","1"
"*051pb*","Nicolas Claxton","BKN","C,Flx","15","Active","","1204","48.16","97%","-0.3%","4.0","0.0","1.0","10.4","2.6","7.2","2.5","0.9","2.0","1.2","0.00","0.00","0.0","4"
"*06mk7*","Kel'el Ware","MIA","F,C,Flx","Sar","Active","LAC Wed 8:00PM","1201","48.04","77%","-1.6%","4.4","0.7","0.2","10.8","2.3","9.6","1.3","0.7","1.3","1.2","0.00","0.00","0.0","7"
"*0017e*","Chris Paul","SA","G,Flx","Sar","Active","DAL Wed 8:00PM","1191","45.81","95%","-0.9%","3.6","1.7","0.2","7.8","0.3","2.7","7.3","1.2","0.2","1.1","0.04","0.00","0.0","3"
"*027p0*","Nikola Vucevic","CHI","C,Flx","TRUMP","Reserve","","1189","59.45","99%","-0.1%","7.2","1.1","0.4","16.6","2.5","10.5","3.4","1.1","0.6","2.0","0.15","0.00","0.1","13"
"*06mjw*","Stephon Castle","SA","G,Flx","PRO","Active","DAL Wed 8:00PM","1184","45.54","86%","-0.1%","7.3","1.4","1.3","17.5","1.5","4.3","3.3","1.2","0.1","2.1","0.00","0.00","0.0","1"
"*04qrn*","Mikal Bridges","NY","G,F,Flx","DBD","Active","@POR Wed 10:00PM","1183","47.32","99%","-0.2%","6.8","1.8","0.2","16.2","0.9","3.0","4.0","0.7","0.7","1.4","0.00","0.00","0.0","1"
"*05uii*","Franz Wagner","ORL","G,F,Flx","MylS","Active","","1172","55.81","100%","0%","10.8","1.5","1.0","24.6","1.0","5.5","3.6","1.0","0.3","2.0","0.05","0.00","0.0","1"
"*027oo*","Jonas Valanciunas","SAC","C,Flx","MylS","Active","","1166","43.19","95%","-0.5%","3.5","0.1","0.4","10.5","2.6","8.6","2.3","0.6","0.5","1.2","0.07","0.00","0.0","8"
"*027p4*","Tobias Harris","DET","F,Flx","Tribunal","Active","","1162","44.69","97%","+0.3%","5.8","1.0","0.3","14.8","0.8","5.7","1.8","1.2","0.7","1.0","0.08","0.00","0.0","1"
"*051oj*","RJ Barrett","TOR","G,F,Flx","ROMO","Active","PHI Wed 7:30PM","1161","55.29","99%","-0.1%","8.0","1.9","2.2","19.4","1.0","6.3","5.2","0.9","0.1","2.6","0.05","0.00","0.0","3"
"*04ex6*","Isaiah Hartenstein","OKC","C,Flx","15","Active","@BOS Wed 7:30PM","1154","52.45","96%","-0.3%","3.2","0.0","0.5","10.2","3.2","10.5","3.5","0.6","0.7","1.3","0.00","0.00","0.0","9"
"*06216*","Shaedon Sharpe","POR","G,F,Flx","Fent","Reserve","NY Wed 10:00PM","1152","39.72","92%","-1.2%","7.9","1.9","0.6","16.7","1.0","4.2","2.6","0.6","0.2","2.2","0.03","0.00","0.0","1"
"*051on*","Coby White","CHI","G,Flx","DBD","Active","","1145","52.05","99%","0%","8.6","2.8","0.3","20.1","0.2","3.5","4.2","0.9","0.2","2.1","0.00","0.00","0.0","0"
"*02xg9*","Rudy Gobert","MIN","C,Flx","Fent","Active","@DEN Wed 10:00PM","1140","60","98%","-0.1%","2.0","0.0","1.2","13.1","3.6","9.8","2.2","0.9","1.6","1.1","0.11","0.00","0.0","10"
"*05uiz*","Quentin Grimes","PHI","G,F,Flx","15","Active","@TOR Wed 7:30PM","1139","45.56","72%","+0.4%","5.6","2.1","0.6","14.6","0.8","4.1","3.1","1.1","0.4","1.8","0.00","0.00","0.0","0"
"*05qzh*","Naji Marshall","DAL","G,F,Flx","420","Active","@SA Wed 8:00PM","1135","47.29","70%","+0.7%","5.5","1.1","0.4","14.0","1.3","6.1","3.5","1.3","0.2","1.8","0.04","0.00","0.0","5"
"*03ad2*","Myles Turner","IND","C,Flx","PRO","Active","","1098","52.29","100%","0%","6.5","2.6","0.6","16.3","0.8","5.5","1.7","0.9","1.4","1.2","0.05","0.00","0.0","4"
"*06mle*","Kyle Filipowski","UTA","F,C,Flx","MylS","Active","@MEM Wed 8:00PM","1098","37.86","65%","-1.2%","3.5","1.3","0.7","10.5","1.8","5.9","2.0","0.6","0.2","1.4","0.00","0.00","0.0","7"
"*06mkg*","Kyshawn George","WAS","G,F,Flx","BabyOil","Active","","1096","40.59","59%","+2.8%","5.1","2.1","0.3","10.0","0.6","4.4","2.8","1.2","1.0","1.8","0.04","0.00","0.0","0"
"*051oi*","Ja Morant","MEM","G,Flx","420","Active","UTA Wed 8:00PM","1095","54.75","100%","0%","10.3","1.4","0.9","21.9","0.6","3.8","7.3","1.4","0.1","3.9","0.20","0.00","0.0","5"
"*06cc1*","Bilal Coulibaly","WAS","G,F,Flx","TRUMP","Inj Res","","1094","40.52","87%","-1.7%","6.1","1.0","0.9","12.3","1.7","4.6","3.2","1.3","0.6","2.1","0.04","0.00","0.0","2"
"*027ou*","Klay Thompson","DAL","G,F,Flx","TRH","Active","@SA Wed 8:00PM","1089","43.56","92%","-0.6%","7.6","3.4","0.1","15.4","0.7","3.7","2.1","0.6","0.6","1.3","0.00","0.00","0.0","0"
"*03el5*","Kristaps Porzingis","BOS","F,C,Flx","MylS","Active","OKC Wed 7:30PM","1088","64","97%","-0.4%","7.0","2.8","0.9","19.3","1.4","6.6","2.2","0.9","1.8","1.4","0.00","0.00","0.0","2"
"*04ewr*","Kyle Kuzma","MIL","F,Flx","DBD","Active","","1088","38.86","93%","-0.4%","7.9","1.5","1.4","15.2","0.9","6.8","2.5","0.5","0.2","2.3","0.00","0.00","0.0","4"
"*027oz*","Kawhi Leonard","LAC","G,F,Flx","ROMO","Active","@MIA Wed 8:00PM","1086","51.71","96%","0%","8.6","1.8","0.7","19.4","1.0","5.4","3.0","1.3","0.5","2.1","0.00","0.00","0.0","1"
"*06mk1*","Zach Edey","MEM","C,Flx","MylS","Active","UTA Wed 8:00PM","1076","41.38","91%","-1.1%","2.7","0.2","0.3","8.2","3.7","8.3","0.8","0.5","1.3","1.1","0.00","0.00","0.0","5"
"*051p4*","Ty Jerome","CLE","G,Flx","ROMO","Active","","1068","44.5","59%","-5%","5.0","1.9","0.3","14.7","0.8","3.3","3.1","1.3","0.0","1.5","0.04","0.00","0.0","0"
"*02nf7*","Harrison Barnes","SA","F,Flx","DBD","Reserve","DAL Wed 8:00PM","1061","40.81","46%","-2%","4.0","2.1","0.6","12.8","1.3","4.2","1.9","0.4","0.2","0.5","0.00","0.00","0.0","0"
"*05uul*","Jose Alvarado","NO","G,Flx","TRH","Reserve","","1045","40.19","50%","-1.5%","4.8","2.0","0.2","9.6","0.4","2.7","4.8","1.2","0.3","1.0","0.08","0.00","0.0","1"
"*04qry*","Grayson Allen","PHO","G,F,Flx","MylS","Active","@HOU Wed 8:00PM","1038","39.92","58%","-1.7%","3.9","2.6","0.3","10.7","0.5","3.1","2.6","1.0","0.4","1.1","0.00","0.00","0.0","0"
"*0558t*","Max Strus","CLE","G,F,Flx","PRO","Active","","1034","38.3","51%","-0.4%","4.6","2.3","0.1","9.3","1.0","4.6","3.0","0.7","0.3","1.0","0.00","0.00","0.0","0"
"*04ex8*","Dillon Brooks","HOU","G,F,Flx","TRH","Active","PHO Wed 8:00PM","1030","38.15","59%","-2%","7.0","2.7","0.4","14.3","1.0","3.9","1.6","1.0","0.1","1.1","0.15","0.00","0.0","0"
"*04ewn*","OG Anunoby","NY","G,F,Flx","15","Active","@POR Wed 10:00PM","1028","54.11","98%","-0.3%","7.1","2.5","0.6","17.1","1.6","4.7","2.7","1.4","0.7","1.4","0.00","0.00","0.0","1"
"*05qtd*","Nick Richards","PHO","C,Flx","15","Reserve","@HOU Wed 8:00PM","1022","39.31","69%","-1.9%","2.4","0.0","0.4","9.7","2.5","9.3","0.7","0.2","0.8","1.3","0.08","0.00","0.0","9"
"*0621u*","Andrew Nembhard","IND","G,Flx","TRUMP","Reserve","","1015","42.29","77%","+0.1%","4.2","0.8","0.5","10.3","0.5","3.0","5.3","1.9","0.2","2.0","0.08","0.00","0.0","2"
"*03ad0*","Tyus Jones","PHO","G,Flx","DBD","Active","@HOU Wed 8:00PM","1006","34.69","78%","-3.5%","4.5","1.7","0.1","7.9","0.4","2.2","5.5","0.8","0.1","1.3","0.00","0.00","0.0","2"
"*05qtl*","Cole Anthony","ORL","G,Flx","BabyOil","Reserve","","1005","43.7","53%","-1.7%","5.8","1.6","0.2","13.4","1.1","3.9","3.6","1.0","0.7","1.7","0.09","0.00","0.0","0"
"*0621y*","Max Christie","DAL","G,F,Flx","J&J","Reserve","@SA Wed 8:00PM","988","36.59","59%","-4.1%","5.6","2.1","0.3","11.3","0.3","3.8","2.7","0.7","0.5","1.3","0.00","0.00","0.0","0"
"*04jwd*","Royce O'Neale","PHO","G,F,Flx","TRH","Reserve","@HOU Wed 8:00PM","978","34.93","47%","-2.8%","4.1","2.4","0.1","8.4","0.6","4.0","1.9","1.0","0.3","0.7","0.00","0.00","0.0","0"
"*02ym0*","Andrew Wiggins","MIA","F,Flx","J&J","Active","LAC Wed 8:00PM","972","51.16","93%","-0.3%","9.1","2.2","1.4","19.8","1.6","5.1","2.6","0.9","0.8","1.9","0.00","0.00","0.0","1"
"*03xmt*","Guerschon Yabusele","PHI","F,C,Flx","BabyOil","Reserve","@TOR Wed 7:30PM","971","40.46","57%","-7.6%","4.2","1.4","0.3","11.3","2.0","5.4","2.4","0.8","0.3","1.3","0.04","0.00","0.0","1"
"*06mk6*","Carlton Carrington","WAS","G,Flx","DBD","Active","","965","34.46","67%","-2.7%","5.3","1.8","0.1","9.4","0.6","3.8","4.0","0.7","0.2","1.4","0.07","0.00","0.0","1"
"*06cc7*","Brandin Podziemski","GS","G,F,Flx","Tribunal","Reserve","","956","47.8","83%","-4%","6.0","1.9","0.5","13.3","1.1","5.4","3.8","1.2","0.3","1.2","0.00","0.00","0.0","2"
"*02nf3*","Bradley Beal","PHO","G,F,Flx","Tribunal","Reserve","@HOU Wed 8:00PM","950","50","96%","-0.2%","5.7","1.7","0.5","16.8","0.7","3.4","4.5","0.8","0.3","1.8","0.00","0.00","0.0","1"
"*06mjz*","Donovan Clingan","POR","C,Flx","MylS","Reserve","NY Wed 10:00PM","947","41.17","78%","-2.5%","1.9","0.1","0.8","6.4","3.0","8.3","1.5","0.5","1.7","1.2","0.00","0.00","0.0","2"
"*05qto*","LaMelo Ball","CHA","G,Flx","J&J","Active","@ATL Wed 7:30PM","946","55.65","100%","0%","11.5","2.9","0.7","19.4","0.9","5.1","6.8","0.9","0.4","3.0","0.06","0.00","0.0","4"
"*04kj6*","Luka Doncic","LAL","G,Flx","MylS","Active","","940","78.33","100%","0%","11.7","3.1","2.0","24.5","1.0","8.4","8.0","1.8","0.4","4.2","0.33","0.00","0.2","7"
"*03r7z*","Norman Powell","LAC","G,F,Flx","Sar","Inj Res","@MIA Wed 8:00PM","930","58.12","90%","-3.4%","7.8","2.8","1.1","23.9","0.4","3.7","2.0","1.5","0.2","1.8","0.00","0.00","0.0","0"
"*05uj4*","Santi Aldama","MEM","F,C,Flx","Sar","Reserve","UTA Wed 8:00PM","928","44.19","79%","-1.9%","5.5","1.9","0.4","12.2","1.6","5.7","2.8","0.6","0.6","0.6","0.05","0.00","0.0","2"
